title,num_citations,year,excerpt,url,url_pdf,indicator,key_words,doi,authors,issued,abstract,link,is_referenced_by_count
Amount of heat available from a prosumer of a 5th generation district heating and cooling (5GDHC) system: Case study of a data center,12,2023,"… In this paper, a component-based thermal model is established to quantify the influence of outdoor temperature on the system's steady-state thermal performance. Nada et al. [11] study …",https://www.sciencedirect.com/science/article/pii/S2352710223013189,,0,"5th generation, thermal grid",10.1016/j.jobe.2023.107138,Stanislav Chicherin,2023-10,,https://api.elsevier.com/content/article/PII:S2352710223013189?httpAccept=text/xml,2
Analysis of operating characteristics of interconnected operation of thermal grids with bidirectional heat trade,3,2023,"… enabled by interconnected operation between thermal grids. Furthermore, to maximize these advantages, the DHC system is evolving into a 4th or 5th generation DHC model, through …",https://www.sciencedirect.com/science/article/pii/S1359431123006373,,0,"5th generation, thermal grid",10.1016/j.applthermaleng.2023.120608,Young Jik Youn; Yong Hoon Im,2023-7,,https://api.elsevier.com/content/article/PII:S1359431123006373?httpAccept=text/xml,1
How to develop fifth-generation district heating and cooling in Sweden? Application review and best practices proposed by middle agents,21,2023,"… , a new generation referred to as 5th generation district … thermal grids into electricity-dominated grids, which in turn supports the uptake of renewables and offers flexibility in power grids (…",https://www.sciencedirect.com/science/article/pii/S2352484723004092,,0,"5th generation, thermal grid",10.1016/j.egyr.2023.04.048,Marwan Abugabbara; Signhild Gehlin; Jonas Lindhe; Monica Axell; Daniel Holm; Hans Johansson; Martin Larsson; Annika Mattsson; Ulf Näslund; Anjan Rao Puttige; Klas Berglöf; Johan Claesson; Morten Hofmeister; Ulla Janson; Aksel Wedel Bang Jensen; Jens Termén; Saqib Javed,2023-12,,https://api.elsevier.com/content/article/PII:S2352484723004092?httpAccept=text/xml,15
5th generation district heating and cooling modelica models for prosumer interaction analysis,2,2023,"… Furthermore, fitting control strategies are needed for all components for different grid … a thermal grid. The hydraulic interfaces allow for the hydraulic connection of the only thermal …",https://ecp.ep.liu.se/index.php/modelica/article/view/971,,0,"5th generation, thermal grid",10.3384/ecp204607,Orestis Angelidis; Daniel Zinsmeister; Anastasia Ioannou; Daniel Friedrich; Alan Thomson; Gioia Falcone,12/22/2023,"<jats:p>5th Generation District Heating and Cooling (5GDHC) provides a promising pathway for decarbonising the thermal sector. To quantifying the synergies between heating, cooling, and electricity, complex thermofluid models are required. Modelica offers a potential solution for developing such models but there is a scarcity of accessible and usable models. This paper addresses this gap by presenting a comprehensive set of Modelica models for key elements of 5GDHC systems: prosumers, balancing units, and hydraulic interfaces. The models prioritise usability by facilitating the utilisation of Func-tional Mock-up Interface and Power Hardware-in-the-Loop (PHIL) methodologies. Component design, rele-vant controls and the applicability of PHIL setups are discussed. A theoretical case exemplifies hardware min-imisation, using only heat exchangers to investigate prosumer behaviour. The paper concludes with a discus-sion on the potential use of these models, opportunities for improvement, and the need for further research and experimental investigations in understanding 5GDHC systems.</jats:p>",https://ecp.ep.liu.se/index.php/modelica/article/download/971/879,0
Thermodynamic-based method for supporting design and operation of thermal grids in presence of distributed energy producers,3,2023,"… District heating networks are well-established technologies to efficiently cover the thermal … buildings in the tertiary sector interconnected by a thermal grid, where heat is produced by a …",https://hrcak.srce.hr/clanak/445283,,0,"5th generation, thermal grid",10.13044/j.sdewes.d11.0459,Catrini Pietro; Tancredi Testasecca; Maurizio La Villetta; Massimo Morale; Antonio Piacentino,2023-9,,http://www.sdewes.org/jsdewes/dp58c37c29e0ee0838127bfbaffeecbc084b2a3625,2
Comparison of Suitable Business Models for the 5thGeneration District Heating System Implementation through Game Theory Approach,5,2023,… The 5th generation district heating and cooling network (5GDHC) or ultra-low district heating is a novel solution based on thermal … and transferred to the heating grid via heat pumps. The …,https://sciendo.com/pdf/10.2478/rtuect-2023-0001,,0,"5th generation, thermal grid",10.2478/rtuect-2023-0001,Ieva Pakere; Marika Kacare; Lina Murauskaite; Pei Huang; Anna Volkova,1/1/2023,"<jats:title>Abstract</jats:title>
               <jats:p>District Heating and Cooling (DHC) technology is widely recognised as a promising solution for reducing primary energy consumption and emissions. The 5th Generation District Heating and Cooling (5GDHC) network is the latest DHC concept characterised by low-temperature supply, bi-directional heating network operation, decentralised energy flows, and surplus heat sharing. Unlike the 4th Generation District Heating (4GDH) technology, the 5GDHC technology switched to a consumer/prosumer-oriented perspective. The introduction of 5GDHC solutions requires high investments, an important barrier to further developing DHC systems. Therefore, a novel pricing and business model could include introducing co-owners or energy managers into the system. Three different local market business models for 5GDHC at the community level have been tested. The reverse technical and economic simulation has been used for a feasibility study to determine the resources, business models, and combinations closest to the break-even point with lower costs and higher gains for all involved stakeholders.</jats:p>",https://www.sciendo.com/pdf/10.2478/rtuect-2023-0001,5
Dynamic simulation of a 4th generation district heating network with the presence of prosumers,15,2023,"… Most of the models for thermal grids developed during past years usually assumed a … To fill this knowledge gap, this paper aims at developing a model of a thermal grid with prosumers …",https://www.sciencedirect.com/science/article/pii/S2590174523001368,,0,"5th generation, thermal grid",10.1016/j.ecmx.2023.100480,T. Testasecca; P. Catrini; M. Beccali; A. Piacentino,2023-10,,https://api.elsevier.com/content/article/PII:S2590174523001368?httpAccept=text/xml,1
Quantifying flexibility potential on district heating local thermal substations,9,2023,"… can be achieved in the 5th generation, through the setup of … Implemented numerical models that simulate 5th generation … thermal grid is another benefit of the 4th and 5th generation …",https://www.sciencedirect.com/science/article/pii/S2352467723001431,,0,"5th generation, thermal grid",10.1016/j.segan.2023.101135,Leonidas Zouloumis; Nikolaos Ploskas; Giorgos Panaras,2023-9,,https://api.elsevier.com/content/article/PII:S2352467723001431?httpAccept=text/xml,2
Research progress on the fifth-generation district heating system based on heat pump technology,47,2023,… fifth-generation district heating systems in recent decades and elaborates on the research progress of fifth-generation district heating … low-temperature heat source and meet the cooling …,https://www.sciencedirect.com/science/article/pii/S235271022300712X,,0,"5th generation, district heating and cooling",10.1016/j.jobe.2023.106533,Yuexuan Gong; Guoyuan Ma; Yuepeng Jiang; Lei Wang,2023-7,,https://api.elsevier.com/content/article/PII:S235271022300712X?httpAccept=text/xml,11
Design and operation investigation for the fifth-generation heating and cooling system based on load forecasting in business districts,11,2023,"… of district energy systems, especially the fifth-generation district energy systems with multiple heat … The fifth-generation district heating and cooling system (5GDHC) is a bidirectional low …",https://www.sciencedirect.com/science/article/pii/S0378778823004735,,0,"5th generation, district heating and cooling",10.1016/j.enbuild.2023.113243,Ting Bu; Rui Fan; Bin Zheng; Kexin Sun; Yibing Zhou,2023-9,,https://api.elsevier.com/content/article/PII:S0378778823004735?httpAccept=text/xml,7
The efficiency of innovative technologies for transition to 4th generation of district heating systems in Ukraine,18,2023,"… , introducing 4th and 5th generations of centralised DHS. The … energy-efficient modernisation, where the reduction of heat … of heat carriers, the use of heat pumps and individual heat …",https://www.sciencedirect.com/science/article/pii/S0360544222027621,,0,"5th generation, district heating and cooling",10.1016/j.energy.2022.125876,Andrii Polyvianchuk; Roman Semenenko; Petro Kapustenko; Jiří Jaromír Klemeš; Olga Arsenyeva,2023-1,,https://api.elsevier.com/content/article/PII:S0360544222027621?httpAccept=text/xml,12
Sensitivity analysis of fifth generation district heating and cooling coupled with borehole thermal energy storage with respect to cooling adoption,2,2023,"… Fifth generation district heating and cooling (5GDHC) is a promising solution for decarbonising building thermal demands, as it allows for simultaneous heating and cooling through a bi-…",https://iopscience.iop.org/article/10.1088/1742-6596/2600/6/062008/meta,,0,"5th generation, district heating and cooling",10.1088/1742-6596/2600/6/062008,Xiang Li; Jonathan Chambers; Selin Yilmaz; Martin K. Patel,11/1/2023,"<jats:title>Abstract</jats:title>
               <jats:p>Fifth generation district heating and cooling (5GDHC) is a promising solution for decarbonising building thermal demands, as it allows for simultaneous heating and cooling through a bi-directional network. This paper aims to investigate the general performance of 5GDHC under uncertainty. Initially, an uncertainty analysis is performed on a 5GDHC model in a case study, revealing significant variation in economic, technical, and environmental performance due to uncertain parameters. Subsequently, variance-based global sensitivity analysis is used to rank the uncertain parameters based on their impact on the economic performance of 5GDHC. The results identify cooling adoption rate, borehole pricing, and discount rate as the most influential parameters. Lastly, factors mapping demonstrates that cooling adoption rate within 0.6-0.9, low borehole costs, low discount rates, and high gas prices will drive the switch to 5GDHC. Overall, this study emphasizes the general applicability of 5GDHC.</jats:p>",https://iopscience.iop.org/article/10.1088/1742-6596/2600/6/062008,1
Current trends of district heating and cooling in Europe-A review,6,2023,"… : district heating, renewable energy sources, 4th generation district heating, 5th generation district heating and cooling, and district cooling, for the period from 2000 to 2023. The search …",https://ieeexplore.ieee.org/abstract/document/10193702/,,0,"5th generation, district heating and cooling",10.23919/splitech58164.2023.10193702,Vladimir Munćan; Igor Mujan; Aleksandar S. Anđelković; Dušan Macura,6/20/2023,,http://xplorestaging.ieee.org/ielx7/10192574/10192583/10193702.pdf?arnumber=10193702,2
Heat loss optimization and economic evaluation of a new fourth generation district heating triple pipe system,11,2023,"… pipe structure) heat loss theory of the fourth-generation district heating system, this paper optimizes … Results show that, from energy perspective, comprehensive heat as system energy …",https://www.sciencedirect.com/science/article/pii/S1359431123011894,,0,"fourth generation, district energy",10.1016/j.applthermaleng.2023.121160,Xingli Chen; Ling Ren; Qiang Zheng; Gang Yang; Nevzat Akkurt; Lin Liu; Zhiwei Liu; Yujie Qiang; Huachao Yang; Qian Xu; Yulong Ding,2023-10,,https://api.elsevier.com/content/article/PII:S1359431123011894?httpAccept=text/xml,10
"Energy, exergy, economic, environmental and sustainability (4ES) analyses of a wastewater source heat pump system for district heating applications based on real …",15,2023,"In recent years, worldwide interest in utilizing the heat energy from wastewater (WW) has increased significantly, concurrently with establishing policies and strategies for the …",https://www.sciencedirect.com/science/article/pii/S221313882300070X,,0,"fourth generation, district energy",10.1016/j.seta.2023.103077,Huseyin Gunhan Ozcan; Arif Hepbasli; Aysegul Abusoglu; Amjad Anvari-Moghaddam,2023-3,,https://api.elsevier.com/content/article/PII:S221313882300070X?httpAccept=text/xml,2
Optimal control of a fourth generation district heating network using an integrated non-linear model predictive controller,26,2023,… District heating (DH) can help increasing the share of renewable and residual energy … in which the MPC is applied to an existing fourth generation DH network. The results of a three-day …,https://www.sciencedirect.com/science/article/pii/S1359431123000595,,0,"fourth generation, district energy",10.1016/j.applthermaleng.2023.120030,Jelger Jansen; Filip Jorissen; Lieve Helsen,2023-3,,https://api.elsevier.com/content/article/PII:S1359431123000595?httpAccept=text/xml,14
Techno-economic and environmental performance of two state-of-the-art solar-assisted district energy system topologies,5,2023,"… district energy system topology that enables bi-directional mass flow to booster heat pumps and includes distributed solar-thermal generation. … defining the fourth generation of DH, they …",https://www.sciencedirect.com/science/article/pii/S0360544223010320,,0,"fourth generation, district energy",10.1016/j.energy.2023.127638,Nicholas Brunt; Jean Duquette; William O'Brien,2023-8,,https://api.elsevier.com/content/article/PII:S0360544223010320?httpAccept=text/xml,7
"Multi-objective optimization of district heating systems with turbine-driving fans and pumps considering economic, exergic, and environmental aspects",7,2023,"… The model is validated by a special third-generation district heating system with turbine-driving fans and pumps located in Shenyang, Northeast China. The non-dominated sorting …",https://www.sciencedirect.com/science/article/pii/S0360544223010885,,0,"fourth generation, district energy",10.1016/j.energy.2023.127694,Ximei Li; Jianmin Gao; Bingyuan Chen; Shi You; Yi Zheng; Qian Du; Yukun Qin,2023-8,,https://api.elsevier.com/content/article/PII:S0360544223010885?httpAccept=text/xml,3
Optimal heat storage in district energy plants with heat pumps and electrolysers,17,2023,"… Hydrogen and heating as well as hydrogen and cooling may have synergies; eg, a 4th generation district cooling system can benefit from waste heat sources for the provision of cooling […",https://www.sciencedirect.com/science/article/pii/S0360544223008174,,0,"fourth generation, district energy",10.1016/j.energy.2023.127423,Poul Alberg Østergaard; Anders N. Andersen,2023-7,,https://api.elsevier.com/content/article/PII:S0360544223008174?httpAccept=text/xml,13
Cost and performance analysis for five existing geothermal heat pump-based district energy systems in the United States,9,2023,"… By comparison, a 5th generation district energy system (Figure 1b) often consists of decentralized GHPs in each building connected to bi-directional distribution networks operating at …",https://www.osti.gov/biblio/1992646,,0,"fourth generation, district energy",10.2172/1992646,Hyunjun Oh; Koenraad Beckers,7/1/2023,,,4
Energy analysis of an ultra-low temperature district heating and cooling system with coaxial borehole heat exchangers,11,2023,… This work analyses an ultra-low temperature district heating and cooling (ULTDHC) network with coaxial borehole heat exchangers (CBHE) as the only energy control system. The study …,https://www.sciencedirect.com/science/article/pii/S0360544223012793,,0,"low-temperature, district heating and cooling",10.1016/j.energy.2023.127885,Gonzalo Quirosa; Miguel Torres; José A. Becerra; Francisco J. Jiménez-Espadafor; Ricardo Chacartegui,2023-9,,https://api.elsevier.com/content/article/PII:S0360544223012793?httpAccept=text/xml,11
… optimization of solar-driven low temperature district heating and cooling system integrated with distributed water-lithium bromide absorption heat pumps,19,2023,… driven low temperature district heating and cooling … low temperature district heating and cooling contributes to utilizing more low-grade heat such as waste heat and solar thermal energy …,https://www.sciencedirect.com/science/article/pii/S0038092X23001202,,0,"low-temperature, district heating and cooling",10.1016/j.solener.2023.02.039,Fangtian Sun; Wanqing Xu; Hongbing Chen; Baoru Hao; Xiaoqing zhao,2023-3,,https://api.elsevier.com/content/article/PII:S0038092X23001202?httpAccept=text/xml,18
Novel solar-driven low temperature district heating and cooling system based on distributed half-effect absorption heat pumps with lithium bromide,16,2023,"… low temperature district heating and cooling system can reduce … Low temperature district heating contributes to reducing heat loss of heating pipelines and utilizing renewable energy, …",https://www.sciencedirect.com/science/article/pii/S0360544223002785,,0,"low-temperature, district heating and cooling",10.1016/j.energy.2023.126884,Fangtian Sun; Xiaoqing Zhao; Baoru Hao,2023-5,,https://api.elsevier.com/content/article/PII:S0360544223002785?httpAccept=text/xml,12
Reduction of supply temperature in existing district heating: A review of strategies and implementations,64,2023,… to operate with low and ultra-low temperature heat carriers and even temperatures close to … Low temperature DHs operate between 50 and 70 C [4]; ultra-low temperature DHs operate …,https://www.sciencedirect.com/science/article/pii/S0360544222022459,,0,"low-temperature, district heating and cooling",10.1016/j.energy.2022.125363,E. Guelpa; M. Capone; A. Sciacovelli; N. Vasset; R. Baviere; V. Verda,2023-1,,https://api.elsevier.com/content/article/PII:S0360544222022459?httpAccept=text/xml,38
Multiobjective optimization and analysis of low-temperature district heating systems coupled with distributed heat pumps,18,2023,… Booster heat pumps on the end-users’ side can be a solution to … for low-temperature district heating with booster heat pumps. … to the deployment of efficient low temperature networks. …,https://www.sciencedirect.com/science/article/pii/S1359431123008475,,0,"low-temperature, district heating and cooling",10.1016/j.applthermaleng.2023.120818,Qiwei Qin; Louis Gosselin,2023-7,,https://api.elsevier.com/content/article/PII:S1359431123008475?httpAccept=text/xml,13
Comparison of traditional district heating with low temperature district heating systems featuring organic Rankine cycle and heat pump,6,2023,… In order to improve both the efficiency and economy of the DH network the district heating based on the supply of low temperature water to new or existing buildings and locally raising …,https://www.sciencedirect.com/science/article/pii/S0360544223017413,,0,"low-temperature, district heating and cooling",10.1016/j.energy.2023.128347,Jarosław Mikielewicz; Dariusz Mikielewicz,2023-10,,https://api.elsevier.com/content/article/PII:S0360544223017413?httpAccept=text/xml,2
Study on the performance of a forced convection low temperature radiator for district heating,10,2023,"… Low temperature district heating has significant advantages in energy efficiency, but a huge amount of existing radiators lack the capabilities for low-temperate heating. The innovation …",https://www.sciencedirect.com/science/article/pii/S0360544223024301,,0,"low-temperature, district heating and cooling",10.2139/ssrn.4376462,Haichao Wang; Yang Zhou; Xiangli Li; Xiaozhou Wu; Hai Wang; Abdollahi Elnaz; Katja Granlund; Risto Lahdelma; Esa Teppo,2023,,,0
"4th generation district heating (4GDH) in developing countries: Low-temperature networks, prosumers and demand-side measures",5,2023,"… district heating (DH). However, current research focuses on low-temperature district heating … [6] pointed out that a transformation into low-temperature becomes vital for the technology to …",https://www.sciencedirect.com/science/article/pii/S0378778823005285,,0,"low-temperature, district heating and cooling",10.1016/j.enbuild.2023.113298,Stanislav Chicherin; Andrey Zhuikov; Lyazzat Junussova,2023-9,,https://api.elsevier.com/content/article/PII:S0378778823005285?httpAccept=text/xml,5
Optimal retrofit of district heating network to lower temperature levels,17,2023,… pressurized water for first and 2nd generation systems) to lower temperatures (hot water with T < 100 C for 3rd and 4th generation DHNs) with also concepts of ultra-low temperature …,https://www.sciencedirect.com/science/article/pii/S0360544223017802,,0,"low-temperature, district heating and cooling",10.1016/j.energy.2023.128386,Yannis Merlet; Roland Baviere; Nicolas Vasset,2023-11,,https://api.elsevier.com/content/article/PII:S0360544223017802?httpAccept=text/xml,12
Design of district heating system with dual-temperature supply based on thermal energy discretisation and matching method,2,2023,… design of district heating systems … low-temperature primary water is first used to directly heat the secondary water at the floor heating side before being used as the low-temperature heat …,https://www.sciencedirect.com/science/article/pii/S0959652623026914,,0,"low-temperature, district heating and cooling",10.1016/j.jclepro.2023.138533,Wei Chen; Tiancheng Li; Xianting Li; Baolong Wang; Yang Cao; Wenxing Shi,2023-10,,https://api.elsevier.com/content/article/PII:S0959652623026914?httpAccept=text/xml,1
Evaluation of low temperature waste heat as a low carbon heat resource in the UK,17,2023,… heat energy identified from the heat … total energy consumption for heat in these countries (432 TWh.a −1 ). Although this study focused on the UK potential for low temperature waste heat…,https://www.sciencedirect.com/science/article/pii/S1359431123013121,,0,"low-temperature, district heating and cooling",10.1016/j.applthermaleng.2023.121283,G. Davies; H. Lagoeiro; H. Turnell; M. Wegner; A. Foster; J. Evans; A. Revesz; A. Leiper; K. Smyth; J. Hamilton; H. Cooke; G. Maidment,2023-11,,https://api.elsevier.com/content/article/PII:S1359431123013121?httpAccept=text/xml,15
Combining direct ground cooling with ground-source heat pumps and district heating: Energy and economic analysis,16,2023,"… used heating sources in Sweden are district heating (DH) and ground source heat pumps (… -effective business models for incorporation of heat pumps in district heating networks [31], …",https://www.sciencedirect.com/science/article/pii/S0360544223003389,,0,"low-temperature, district heating and cooling",10.1016/j.energy.2023.126944,Taha Arghand; Saqib Javed; Jan-Olof Dalenbäck,2023-5,,https://api.elsevier.com/content/article/PII:S0360544223003389?httpAccept=text/xml,11
Simulation research of a dual-loop booster heat pump system on district heating under ultra-low temperature,7,2023,… (ultra-low temperature district heating) … of heating network in traditional district heating systems. This work proposes a dual-loop booster heat pump for ULTDH to improve the heating …,https://www.sciencedirect.com/science/article/pii/S1359431123005045,,0,"low-temperature, district heating and cooling",10.1016/j.applthermaleng.2023.120475,Yuepeng Jiang; Guoyuan Ma; Yuexuan Gong; Lei Wang,2023-6,,https://api.elsevier.com/content/article/PII:S1359431123005045?httpAccept=text/xml,4
Integration of booster heat pumps in ultra-low temperature district heating network: Prototype demonstration and refrigerant charge investigation,4,2023,… Decentral booster heat pumps (BHPs) integrated in ultra-low temperature district heating (ULTDH) systems are deemed a sustainable solution for low-carbon building systems. The …,https://www.sciencedirect.com/science/article/pii/S0378778823007466,,0,"low-temperature, district heating and cooling",10.1016/j.enbuild.2023.113516,Tingting Zhu; Yanjun Du; Jierong Liang; Wilko Rohlfs; Jan Eric Thorsen; Brian Elmegaard,2023-11,,https://api.elsevier.com/content/article/PII:S0378778823007466?httpAccept=text/xml,4
Recent progress in organic Rankine cycle targeting utilisation of ultra-low-temperature heat towards carbon neutrality,32,2023,"… and applications of ultra-low-temperature ORC systems. … of ultra-low-temperature ORCs for utilisation of heat at or below 150 C. Firstly, the characteristics of ultra-low-temperature ORCs …",https://www.sciencedirect.com/science/article/pii/S1359431123009328,,0,"ultra-low temperature, thermal grid",10.1016/j.applthermaleng.2023.120903,Jingyu Cao; Ling Zheng; Zhanying Zheng; Jinqing Peng; Mingke Hu; Qiliang Wang; Michael K.H. Leung,2023-8,,https://api.elsevier.com/content/article/PII:S1359431123009328?httpAccept=text/xml,21
Demand side flexibility for a Heat Booster Substation with ultra low temperature district heating,6,2023,… Ultra-low temperature district heating (ULTDH) systems improve the heat distribution efficiency by reducing thermal … by utilizing them as heat sources through Power-to-Heat solutions. In …,https://www.sciencedirect.com/science/article/pii/S2352467723001935,,0,"ultra-low temperature, thermal grid",10.1016/j.segan.2023.101185,Aneesh Chandra Nunna; Yi Zong; Jan Eric Thorsen,2023-12,,https://api.elsevier.com/content/article/PII:S2352467723001935?httpAccept=text/xml,1
"Electric vehicles under low temperatures: A review on battery performance, charging needs, and power grid impacts",36,2023,"… temperatures [32]. However, this study primarily focuses on the impacts of low temperatures … take a holistic review of the effects of low temperatures on EVs and power grids with case …",https://ieeexplore.ieee.org/abstract/document/10105947/,,0,"ultra-low temperature, thermal grid",10.1109/access.2023.3268615,Murat Senol; I. Safak Bayram; Yahya Naderi; Stuart Galloway,2023,,http://xplorestaging.ieee.org/ielx7/6287639/10005208/10105947.pdf?arnumber=10105947,29
Research progress and perspectives on ultra-low temperature organic batteries,17,2023,… as a promising ultra-low temperature energy storage … in the development of ultra-low temperature organic batteries. To … storage mechanisms of ultra-low temperature organic batteries …,https://pubs.rsc.org/en/content/articlehtml/2000/4x/d2ta09988h,,0,"ultra-low temperature, thermal grid",10.1039/d2ta09988h,Yinhua Hong; Zhuang Ma; Kexin Li; Junyan Li; Shiyue Tang; Zheng Xu; Dandan Yu; Da Chen; Laishun Qin; Jian Xie; Qinggang He,2023,<jats:p>Development and application of electrolyte and electrode materials for aqueous and non-aqueous ultra-low temperature organic batteries.</jats:p>,http://pubs.rsc.org/en/content/articlepdf/2023/TA/D2TA09988H,14
A step towards digital operations—A novel grey-box approach for modelling the heat dynamics of ultra-low temperature freezing chambers,4,2023,"… Ultra-low temperature (ULT) freezers play a vital role in pharmaceutical businesses and research organisations by preserving valuable and perishable items such as tissues, blood …",https://www.sciencedirect.com/science/article/pii/S0306261923009947,,0,"ultra-low temperature, thermal grid",10.1016/j.apenergy.2023.121630,Tao Huang; Peder Bacher; Jan Kloppenborg Møller; Francesco D’Ettorre; Wiebke Brix Markussen,2023-11,,https://api.elsevier.com/content/article/PII:S0306261923009947?httpAccept=text/xml,2
