title,num_citations,year,excerpt,url,url_pdf,indicator,key_words
"Model predictive control (MPC) for enhancing building and HVAC system energy efficiency: Problem formulation, applications and opportunities",595,2018,"… (eg, minimum or maximum power of a heat pump [112] or a terminal unit [104], … of change of their operation (eg, boiler or heat pump response rate [112], valve/damper/pump/fan change …",https://www.mdpi.com/1996-1073/11/3/631,,0,"heat pump, phase change material, model predictive control"
Economic model predictive control for demand flexibility of a residential building,115,2019,"… These can be combined with thermal energy storage (TES) options such as building thermal mass, water tanks, phase-change materials, or thermochemical storage systems [5,15]. …",https://www.sciencedirect.com/science/article/pii/S0360544219305912,,0,"heat pump, phase change material, model predictive control"
State of the art review on model predictive control (MPC) in Heating Ventilation and Air-conditioning (HVAC) field,253,2021,… Model predictive control (MPC) has been one of the potential strategies for control schemes to address these problems and tackle them since its invention. MPC is a suitable and the …,https://www.sciencedirect.com/science/article/pii/S0360132321003565,,0,"heat pump, phase change material, model predictive control"
Ten questions concerning model predictive control for energy efficient buildings,391,2016,"… For heating, solar heat as well as heat pumps may be operated together with district heating or … photovoltaic thermal energy generation and phase change material thermal storage [66]. …",https://www.sciencedirect.com/science/article/pii/S0360132316301925,,0,"heat pump, phase change material, model predictive control"
Handling model uncertainty in model predictive control for energy efficient buildings,283,2014,"… -adaptive building (PAB) model. Second, we propose a robust model predictive control (RMPC) formulation to make a building controller robust to model uncertainties. The results from …",https://www.sciencedirect.com/science/article/pii/S0378778814002771,,0,"heat pump, phase change material, model predictive control"
An optimisation framework for thermal energy storage integration in a residential heat pump heating system,194,2017,… heating system is essential and an option to achieve this is by heating system electrification through heat pumps (… and building fabric characteristics on heat pump annual performance …,https://www.sciencedirect.com/science/article/pii/S0306261916302045,,0,"heat pump, phase change material, model predictive control"
Quantifying demand flexibility of power-to-heat and thermal energy storage in the control of building heating systems,226,2018,"… of an office building equipped with heat pump, electric heater, … phase change material tank, and a thermochemical material … Predictive and non-predictive controls were compared and it …",https://www.sciencedirect.com/science/article/pii/S0306261917316112,,0,"heat pump, phase change material, model predictive control"
Model predictive control with adaptive machine-learning-based model for building energy efficiency and comfort optimization,242,2020,… to control the ground source heat pump and the MPC system achieved 53.5% reduction of the heat pump … with greatly improved thermal comfort as compared to a rule-based controller. …,https://www.sciencedirect.com/science/article/pii/S0306261920306590,,0,"heat pump, phase change material, model predictive control"
Economic model predictive control of combined thermal and electric residential building energy systems,121,2019,"… model predictive control of complex residential energy systems … The examined system includes a battery energy storage … -water heat pump, thermal energy storage and a building model…",https://www.sciencedirect.com/science/article/pii/S0306261919300996,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control of central chiller plant with thermal energy storage via dynamic programming and mixed-integer linear programming,123,2014,… systems can help realize the full potential of both energy and cost savings for … control using a model predictive control (MPC) scheme. The main idea of MPC is to use the system model …,https://ieeexplore.ieee.org/abstract/document/6899700/,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control of domestic heat pump,52,2013,"… water heat pump, thermal energy from the ground is used to heat … the evaporator where thermal energy is transferred from the … , “Using heat pump energy storages in the power grid,” in …",https://ieeexplore.ieee.org/abstract/document/6580131/,,0,"heat pump, thermal energy storage, model predictive control"
"… identification and model-predictive control of office buildings with integrated photovoltaic-thermal collectors, radiant floor heating and active thermal storage",129,2015,… saving potential of the integrated system and the predictive controller in … heat pump and a thermal energy storage (TES) tank that serves as the heat source for the radiant floor heating (…,https://www.sciencedirect.com/science/article/pii/S0038092X14005684,,0,"heat pump, thermal energy storage, model predictive control"
Cost-optimal thermal energy storage system for a residential building with heat pump heating and demand response control,162,2016,"… thermal energy storage system coupled with a ground source heat pump (GSHP) and developed DR control … In the case of the predictive control algorithm, energy cost can be slightly …",https://www.sciencedirect.com/science/article/pii/S0306261916304640,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control of heat pump water heater-instantaneous shower powered with integrated renewable-grid energy systems,75,2017,… open loop optimal control model by using the closed-loop model predictive control (MPC) to … but also the ability to use the energy stored in the battery in case of either power black out or …,https://www.sciencedirect.com/science/article/pii/S0306261917305342,,0,"heat pump, thermal energy storage, model predictive control"
Reduction of heat pump induced peak electricity use and required generation capacity through thermal energy storage and demand response,182,2017,… loads on the electricity grid. Extra flexibility can be added in the form of a thermal energy storage tank. This paper proposes a multi-objective model predictive control strategy for such a …,https://www.sciencedirect.com/science/article/pii/S0306261917302854,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control strategy applied to different types of building for space heating,85,2021,"… was able to satisfy the cooling demand of the room with a higher heat pump average coefficient of performance than the reference standard air conditioner. To the authors’ knowledge, …",https://www.taylorfrancis.com/chapters/edit/10.1201/9780367567699-25/model-predictive-control-strategy-applied-different-types-building-space-heating-gohar-gholamibozanjani-joan-tarragona-alvaro-de-gracia-c%C3%A8sar-fern%C3%A1ndez-luisa-cabeza-mohammed-farid,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control of commercial buildings in demand response programs in the presence of thermal storage,62,2019,"… incentivize signals for the participation of thermal energy storage (TES) integrated commercial … In this regard, a model predictive control (MPC) strategy has been developed to optimize …",https://www.sciencedirect.com/science/article/pii/S0959652619302914,,0,"heat pump, thermal energy storage, model predictive control"
"A predictive control strategy for optimal management of peak load, thermal comfort, energy storage and renewables in multi-zone buildings",106,2019,"… building thermal mass, and schedules residential heat pump … by developing a model predictive control framework that (i) … thermal comfort, and (ii) coordinates HVAC, battery energy …",https://www.sciencedirect.com/science/article/pii/S2352710219302165,,0,"heat pump, thermal energy storage, model predictive control"
Management of hybrid energy supply systems in buildings using mixed-integer model predictive control,79,2015,"… storage tank and a switched heat pump with minimum on/off times. The mixed-integer model predictive controller … That is why appropriate thermal energy storages become necessary, [2]…",https://www.sciencedirect.com/science/article/pii/S0196890415001971,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control based robust scheduling of community integrated energy system with operational flexibility,100,2019,… an optimization model to achieve the potential increase in performance and flexibility by coordinating the operation of heat pumps and thermal energy storage of a heating system. And …,https://www.sciencedirect.com/science/article/pii/S0306261919306257,,0,"heat pump, thermal energy storage, model predictive control"
Real time optimal control of district cooling system with thermal energy storage using neural networks,123,2019,… to changes in electricity prices in real time. This study considers a model predictive controller (MPC) to minimize operating costs for a large district cooling system with ice storage. The …,https://www.sciencedirect.com/science/article/pii/S0306261919300911,,0,"heat pump, thermal energy storage, model predictive control"
"Mapping the energy flexibility potential of single buildings equipped with optimally-controlled heat pump, gas boilers and thermal storage",76,2019,"… thermal energy storage … heat pump cannot meet the required thermal output, the boiler supplies the residual load demand. Both generators are controlled by a model predictive control (…",https://www.sciencedirect.com/science/article/pii/S2210670718326787,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control for central plant optimization with thermal energy storage,15,2014,"… energy plant including heat pump chillers, conventional chillers, water heaters, and hot and cold water (thermal energy) storage. … to both real-time energy prices and demand charges. A …",https://docs.lib.purdue.edu/ihpbc/122/,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control of heat pump water heaters for energy efficiency,37,2014,"… a model predictive control (MPC) framework that aims to achieve maximum energy savings while maintaining thermal … of node i, and denotes the rate of change in thermal energy. …",https://www.researchgate.net/profile/Xin-Jin-94/publication/267026958_Model_Predictive_Control_of_Heat_Pump_Water_Heaters_for_Energy_Efficiency/links/54414a010cf2a76a3cc7d7a6/Model-Predictive-Control-of-Heat-Pump-Water-Heaters-for-Energy-Efficiency.pdf,http://scholar.google.com/https://www.researchgate.net/profile/Xin-Jin-94/publication/267026958_Model_Predictive_Control_of_Heat_Pump_Water_Heaters_for_Energy_Efficiency/links/54414a010cf2a76a3cc7d7a6/Model-Predictive-Control-of-Heat-Pump-Water-Heaters-for-Energy-Efficiency.pdf,0,"heat pump, thermal energy storage, model predictive control"
Building demand-side control using thermal energy storage under uncertainty: An adaptive Multiple Model-based Predictive Control (MMPC) approach,41,2013,… control measures should be placed proactively in a harmonized fashion. Mechanical thermal energy storage (… technical instrument of the demand-side control that can be selected for an …,https://www.sciencedirect.com/science/article/pii/S0360132313001443,,0,"heat pump, thermal energy storage, model predictive control"
Hybrid model predictive control of stratified thermal storages in buildings,34,2014,"… model predictive control (MPC) algorithm for the management of stratified thermal storage tanks … of the building's heat/cold generation, consumption and consumption control. The main …",https://www.sciencedirect.com/science/article/pii/S0378778814005921,,0,"heat pump, thermal energy storage, model predictive control"
Hybrid model predictive control of a residential HVAC system with PVT energy generation and PCM thermal storage,51,2015,"… ducted reverse-cycle heat pump system. The system was … electricity and low grade thermal energy, and the PCM store … have on-site renewable energy generation, energy storage and/or …",https://www.sciencedirect.com/science/article/pii/S187661021502857X,,0,"heat pump, thermal energy storage, model predictive control"
Central model predictive control of a group of domestic heat pumps case study for a small district,11,2015,… that a model predictive control outperforms conventional control of individual heat pumps based on feedback control … The ability of the floor heating to store thermal energy and possible …,https://ieeexplore.ieee.org/abstract/document/7297969/,,0,"heat pump, thermal energy storage, model predictive control"
Comparison of models for thermal energy storage units and heat pumps in mixed integer linear programming,28,2015,"… Typically, the models for heat pumps and thermal energy storage … TES units for example are usually modeled as thermal capacities … models can be incorporated into a model predictive …",https://www.researchgate.net/profile/Thomas-Schuetz/publication/279916800_Comparison_of_models_for_thermal_energy_storage_units_and_heat_pumps_in_mixed_integer_linear_programming/links/559e1f0a08ae04e3650916dc/Comparison-of-models-for-thermal-energy-storage-units-and-heat-pumps-in-mixed-integer-linear-programming.pdf,http://scholar.google.com/https://www.researchgate.net/profile/Thomas-Schuetz/publication/279916800_Comparison_of_models_for_thermal_energy_storage_units_and_heat_pumps_in_mixed_integer_linear_programming/links/559e1f0a08ae04e3650916dc/Comparison-of-models-for-thermal-energy-storage-units-and-heat-pumps-in-mixed-integer-linear-programming.pdf,0,"heat pump, thermal energy storage, model predictive control"
Investigation of thermal storage operation strategies with heat pumps in German multi family houses,52,2014,"… applications of heat pumps in households connected to a thermal storage are … Model predictive control of thermal energy storage in building cooling systems,” Decision and Control…",https://www.sciencedirect.com/science/article/pii/S1876610214017871,,0,"heat pump, thermal energy storage, model predictive control"
Smart grid energy flexible buildings through the use of heat pumps and building thermal mass as energy storage in the Belgian context,159,2015,"… energy cost reduction through load shifting and peak shaving. Embedded model predictive control … Q HP,floor represents the share of thermal energy provided by the heat production …",https://www.tandfonline.com/doi/abs/10.1080/23744731.2015.1035590,,0,"heat pump, thermal energy storage, model predictive control"
Hybrid model predictive control for optimal energy management of a smart house,22,2015,"… model, we derive a hybrid model predictive control (MPC) strategy. The controller is able to track the desired temperature … the energy stored in the battery for the day, when the price of …",https://ieeexplore.ieee.org/abstract/document/7165215/,,0,"heat pump, thermal energy storage, model predictive control"
A novel linear predictive control approach for auxiliary energy supply to a solar thermal combistorage,32,2014,… model predictive approach to control the auxiliary heating for … energy supply has to “compete against” the auxiliary energy … or auxiliary energy supply into a thermal energy storage (TES…,https://www.sciencedirect.com/science/article/pii/S0038092X1300532X,,0,"heat pump, thermal energy storage, model predictive control"
Performance analysis of hybrid ground source heat pump systems based on ANN predictive control,111,2014,… systems and the energy storage buffer to make full use of the renewable … of the predictive control strategy for the HGSHP system and compare it with conventional control strategies. A …,https://www.sciencedirect.com/science/article/pii/S0306261914003389,,0,"heat pump, thermal energy storage, model predictive control"
A study on the energy management in domestic micro-grids based on model predictive control strategies,126,2015,"… HPS including both short term and seasonal energy storage, with the main target of … heat pump and three internal heat exchangers. The internal temperature of the house is controlled …",https://www.sciencedirect.com/science/article/pii/S0196890415000801,,0,"heat pump, thermal energy storage, model predictive control"
Recent research and applications of ground source heat pump integrated with thermal energy storage systems: A review,155,2014,… on the types of heat pumps especially used for GSHP and their efficiency. Sanner et al. [3] studied the current status of GSHPs and underground thermal energy storage (UTES) in …,https://www.sciencedirect.com/science/article/pii/S1359431114005201,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control for energy efficient cooling and dehumidification,27,2013,"… active thermal energy storage, annual cooling system energy … the outside temperature is lower than the water temperature. … heat pumps were used in the model predictive control by …",https://dspace.mit.edu/handle/1721.1/82161,,0,"heat pump, thermal energy storage, model predictive control"
Data-driven modeling of thermal energy storage tank,10,2014,"… tank coupled with radiant floor heating (RFH) and ground source heat pump (… controllers (such as, a PID or a model predictive controller) for precise control of buffer tank temperature. …",https://ieeexplore.ieee.org/abstract/document/6901009/,,0,"heat pump, thermal energy storage, model predictive control"
Formulation of a model predictive control algorithm to enhance the performance of a latent heat solar thermal system,51,2018,"… by different auxiliary heat sources (eg a natural gas boiler, electric heat pump, combined … In the present paper, a lumped thermal model of the thermal energy storage was also …",https://www.sciencedirect.com/science/article/pii/S0196890418308409,,0,"heat pump, thermal energy storage, model predictive control"
A predictive control strategy for energy management in buildings with radiant floors and thermal storage,21,2018,"… heat pumps as effective devices to provide heating in buildings, and exploiting thermal energy storage (… A model predictive controller is also part of the solution, with the goal to manage …",https://ieeexplore.ieee.org/abstract/document/8330158/,,0,"heat pump, thermal energy storage, model predictive control"
Operational optimisation of a heat pump system with sensible thermal energy storage using genetic algorithm,16,2018,… -based control approaches could offer. Commonly used model predictive control approaches … -predictive control strategies. Increasing levels of detail range from black-box to white-box …,https://doiserbia.nb.rs/Article.aspx?id=0354-98361800272S,,0,"heat pump, thermal energy storage, model predictive control"
A model predictive control approach for demand side management of residential power to heat technologies,20,2016,"… of various types of energy storages, which … model predictive controller developed in this paper is based on the validated house model in [16] which was adapted to a heat pump heating …",https://ieeexplore.ieee.org/abstract/document/7513903/,,0,"heat pump, thermal energy storage, model predictive control"
Optimal energy management of a small-size building via hybrid model predictive control,69,2017,"… of a Model Predictive Control (MPC) scheme to optimally manage the thermal and electrical … expense for buying energy from the grid, while keeping the room temperature within given …",https://www.sciencedirect.com/science/article/pii/S0378778817301652,,0,"heat pump, thermal energy storage, model predictive control"
A novel hybrid agent-based model predictive control for advanced building energy systems,40,2018,"… for the exergy analysis of thermal energy flows in buildings. … power generation units with electrical energy storage systems to … heat pump, if the hot forward flow temperature of the energy …",https://www.sciencedirect.com/science/article/pii/S0196890418309956,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control of a thermally activated building system to improve energy management of an experimental building: Part II-Potential of predictive …,39,2018,… This work proposes to use a Model Predictive Control (MPC) for one TABS in particular: a floor heating system (FHS) of an … of a FHS connected to an air/water heat pump. The …,https://www.sciencedirect.com/science/article/pii/S0378778818311460,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control for demand response of domestic hot water preparation in ultra-low temperature district heating systems,76,2017,… is therefore often proposed to raise the temperature. This paper investigates how this heat pump can be utilized for price based demand response to induce peak reductions and energy …,https://www.sciencedirect.com/science/article/pii/S0378778817312896,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control of a thermally activated building system to improve energy management of an experimental building: Part I—Modeling and …,55,2018,"… setpoint changes because of their thermal inertia. A model predictive control (MPC) allows the … floors, various heating or cooling systems and for energy storage (Table 1). Madsen and …",https://www.sciencedirect.com/science/article/pii/S0378778818311435,,0,"heat pump, thermal energy storage, model predictive control"
An active control strategy for district heating networks and the effect of different thermal energy storage configurations,48,2018,"… the use of the thermal mass of the buildings as storage capacity. Besides the development of the control algorithms based on model predictive control, a simulation model of the network …",https://www.sciencedirect.com/science/article/pii/S0378778817303961,,0,"heat pump, thermal energy storage, model predictive control"
A model-based optimal control strategy for ground source heat pump systems with integrated solar photovoltaic thermal collectors,69,2018,"… For instance, Sundbrandt [5] developed a model predictive control (MPC) … thermal energy stored in the water tank can be used for ground recharge, space heating and DHW heating…",https://www.sciencedirect.com/science/article/pii/S0306261918310511,,0,"heat pump, thermal energy storage, model predictive control"
Potential of predictive control for improvement of seasonal coefficient of performance of air source heat pump in Central European climate zone,43,2018,… Better prediction of building's energy losses is also reported to … models were developed using Stochastic Model Predictive … supply and ensure accumulation of thermal energy in the …,https://www.sciencedirect.com/science/article/pii/S0360544218307448,,0,"heat pump, thermal energy storage, model predictive control"
… of thermal energy storage and heat pump parametrization for demand-side-management in a nearly-zero-energy-building using model predictive control,58,2020,"… energy … heat storage sizes and heat pump powers on cost savings and shifting potential, focussing on the Luxembourgish context, when variable electricity prices based on the electricity …",https://www.sciencedirect.com/science/article/pii/S0378778820313086,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control applied to a heating system with PV panels and thermal energy storage,51,2020,… annual energy costs of the heating system of … heat pump coupled to a thermal energy storage unit and photovoltaic panels. The results show the potential of the model predictive control …,https://www.sciencedirect.com/science/article/pii/S0360544220303364,,0,"heat pump, thermal energy storage, model predictive control"
Systematic review on model predictive control strategies applied to active thermal energy storage systems,59,2021,"… of model predictive control strategies to active thermal energy storage systems. To date, … These tested the performance of two heating systems based on heat pumps, following the …",https://www.sciencedirect.com/science/article/pii/S1364032121006705,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control of a hybrid heat pump system and impact of the prediction horizon on cost-saving potential and optimal storage capacity,76,2019,"… 1 in black), without thermal energy storage, a control unit establishes which generator should be activated to meet the load, on the basis of minimum-cost criteria and the operating …",https://www.sciencedirect.com/science/article/pii/S1359431118323482,,0,"heat pump, thermal energy storage, model predictive control"
Model-based predictive control to minimize primary energy use in a solar district heating system with seasonal thermal energy storage,56,2021,"… application of predictive control to reduce the environmental footprint of a district heating network, … as usual, optimal reactive control and model predictive control strategies in 2017–18. …",https://www.sciencedirect.com/science/article/pii/S0306261921003366,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control of building energy systems with thermal energy storage in response to occupancy variations and time-variant electricity prices,53,2020,… reduce energy usage and greenhouse gas emissions. This study aims to validate the feasibility of a model predictive control (… to operation of heat pump system without TES system [10]. …,https://www.sciencedirect.com/science/article/pii/S0378778820302875,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control for thermal energy storage assisted large central cooling systems,29,2019,… to use thermal energy storage (TES) to enhance energy efficiency of extremely large constant speed chillers. A new model predictive control method is proposed to control the charging/…,https://www.sciencedirect.com/science/article/pii/S0360544219308175,,0,"heat pump, thermal energy storage, model predictive control"
Thermal energy storage sizing for industrial waste-heat utilization in district heating: A model predictive control approach,34,2021,… problem of sizing TES in heating plants utilizing a varying waste-heat source. To this … model predictive control approach that accounts for the dynamics and optimal control of the heating …,https://www.sciencedirect.com/science/article/pii/S0360544221014481,,0,"heat pump, thermal energy storage, model predictive control"
Bibliometric analysis of smart control applications in thermal energy storage systems. A model predictive control approach,54,2020,"… query string “thermal energy storage AND model predictive control” for the … heat pumps, its application in district heating, and a wider analysis of the performance in conventional heating …",https://www.sciencedirect.com/science/article/pii/S2352152X20315413,,0,"heat pump, thermal energy storage, model predictive control"
Management of a district heating network using model predictive control with and without thermal storage,22,2021,"… model predictive control strategy was formulated as a MILP optimization problem to schedule the heat supply of the cogeneration plants, heat pump … additional thermal energy storage is …",https://link.springer.com/article/10.1007/s11081-021-09644-w,,0,"heat pump, thermal energy storage, model predictive control"
Exergy-based model predictive control for design and control of a seasonal thermal energy storage system,11,2019,"… model predictive control (MPC) scheme. In this regard, we develop an appropriate model for the … is not endowed with a heat pump and only receives energy from a large solar collector. …",https://iopscience.iop.org/article/10.1088/1742-6596/1343/1/012066/meta,,0,"heat pump, thermal energy storage, model predictive control"
Experimental short-term investigation of model predictive heat pump control in residential buildings,35,2019,… The thermal energy storage was fully mixed and cooled down to 21C. Both heat pumps were … The optimization objective of the model predictive controller was to minimize the heat pump …,https://www.sciencedirect.com/science/article/pii/S0378778819320419,,0,"heat pump, thermal energy storage, model predictive control"
Mixed-integer model predictive control of variable-speed heat pumps,41,2019,… RHC viability increases when thermal energy storage (TES) is added to the heat pump … approach by applying model predictive control (MPC) to a realistic heat pump control problem. …,https://www.sciencedirect.com/science/article/pii/S0378778819302609,,0,"heat pump, thermal energy storage, model predictive control"
The operation of district heating with heat pumps and thermal energy storage in a zero-emission scenario,31,2021,… This paper presents the implementation of a model predictive control (MPC) algorithm to simulate the operation of DH with large scale heat pumps in a decarbonised energy system. …,https://www.sciencedirect.com/science/article/pii/S2352484721007617,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control of a high efficiency solar thermal cooling system with thermal storage,25,2019,… model predictive control (MPC) approach for controlling a high efficiency absorption chiller-based solar cooling system with thermal energy storage… exists on models used for heat pump …,https://www.sciencedirect.com/science/article/pii/S0378778818332018,,0,"heat pump, thermal energy storage, model predictive control"
Fifth-generation district heating and cooling substations: Demand response with artificial neural network-based model predictive control,49,2020,"… (DR) strategy and exploiting the local heat pump and thermal energy storage system at the ETS level, a simulation tool for the application of model predictive control (MPC) has been …",https://www.mdpi.com/1996-1073/13/17/4339,,0,"heat pump, thermal energy storage, model predictive control"
"Predictive control and coordination for energy community flexibility with electric vehicles, heat pumps and thermal energy storage",21,2023,… -based model predictive control (MPC) is developed for home energy management systems (… in cooperation with heat pump and thermal energy storages. The objective is to reduce …,https://www.sciencedirect.com/science/article/pii/S0306261923008644,,0,"heat pump, thermal energy storage, model predictive control"
Analysis of thermal energy storage tanks and PV panels combinations in different buildings controlled through model predictive control,18,2022,"… a heating system controlled by a model predictive control strategy, where the impact of different combinations of thermal energy storage … the coefficient of performance of the heat pump. …",https://www.sciencedirect.com/science/article/pii/S036054422102449X,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control for a university heat prosumer with data centre waste heat and thermal energy storage,12,2023,"… DH system to minimize the operation costs of the heat pump, which was used to charge the TES, by optimizing the charging schedule of the TES. The proposed MPC strategy was …",https://www.sciencedirect.com/science/article/pii/S0360544222034661,,0,"heat pump, thermal energy storage, model predictive control"
Experimental analysis of artificial intelligence-based model predictive control for thermal energy storage under different cooling load conditions,26,2022,… proposed a model predictive control (MPC) scheme using artificial intelligence (AI) to control the … The outdoor air temperature near the air-source heat pump chiller and the ambient air …,https://www.sciencedirect.com/science/article/pii/S2210670722000336,,0,"heat pump, thermal energy storage, model predictive control"
Evaluation of model predictive control (MPC) of solar thermal heating system with thermal energy storage for buildings with highly variable occupancy levels,7,2023,"… Simulation and experiment of a photovoltaic—air source heat pump system with thermal energy storage for heating and domestic hot water supply. Building Simulation, https://doi.org/…",https://link.springer.com/article/10.1007/s12273-023-1067-4,,0,"heat pump, thermal energy storage, model predictive control"
Assessing mixed-integer-based heat pump modeling approaches for model predictive control applications in buildings,9,2022,"… model and the real or simulation-based energy system. The MILP includes models of hot thermal energy storages (TESs), cold TESs (CTESs), boilers (BOI), solar thermal collectors (…",https://www.sciencedirect.com/science/article/pii/S0306261922011576,,0,"heat pump, thermal energy storage, model predictive control"
Optimization of operational strategy for ice thermal energy storage in a district cooling system based on model predictive control,17,2023,"… load prediction forms the foundation of TES system control optimization. Based on the cooling load prediction, a model predictive control (… the allocation of ice storage and regular chiller …",https://www.sciencedirect.com/science/article/pii/S2352152X23002694,,0,"heat pump, thermal energy storage, model predictive control"
Economic versus energetic model predictive control of a cold production plant with thermal energy storage,11,2022,… Economic model predictive control has been proposed as a means for solving the unit loading and unit allocation problem in multi-chiller cooling plants. The adjective economic stems …,https://www.sciencedirect.com/science/article/pii/S1359431122002678,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control for Demand-and Market-Responsive building energy management by leveraging active latent heat storage,25,2022,"… energy systems with cost-effective solutions (eg, active thermal energy storage (ATES) and smart control) … -efficient than the air source heat pump, is adopted to serve as the primary heat …",https://www.sciencedirect.com/science/article/pii/S0306261922013113,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control for the performance improvement of air source heat pump heating system via variable water temperature difference,14,2022,… An efficient-cost advanced control strategy is desired to improve the overall operating … a model predictive control (MPC) strategy for an air source heat pump (ASHP) heating system to …,https://www.sciencedirect.com/science/article/pii/S0140700722000548,,0,"heat pump, thermal energy storage, model predictive control"
Planning level sizing of heat pumps and hot water tanks incorporating model predictive control and future electricity tariffs,18,2022,"… : (i) model predictive control vs. fixed order control, (ii) existing and future wind-influenced electricity tariffs, and (iii) optimal cost size combinations of heat pump and hot water tank. The …",https://www.sciencedirect.com/science/article/pii/S0360544221019794,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control for a heat booster substation in ultra low temperature district heating systems,35,2022,"… a heat pump and a hot water tank for storage and flexible operation. This paper proposes a hybrid model predictive control strategy in which an existing heat … , a thermal energy storage (…",https://www.sciencedirect.com/science/article/pii/S036054422101879X,,0,"heat pump, thermal energy storage, model predictive control"
