title,num_citations,year,excerpt,url,url_pdf,indicator,key_words
Experimental investigation of model predictive control for thermal energy storage system using artificial intelligence,3,2021.0,"… Figure 1 shows the experimental system consisted of an air-source heat pump chiller (AHP1), thermal energy storage (TES), heat exchangers (HEX1–HEX3), variable speed pumps (P1…",https://ieeexplore.ieee.org/abstract/document/9480324/,,0,"heat pump, thermal energy storage, model predictive control"
Assessing the performance of uncertainty-aware transactive controls for building thermal energy storage systems,29,2021.0,… transactive control (UA-Tx) framework for an aggregator to coordinate the thermal energy storage (TES… A two-stage stochastic optimization framework is formulated for day-ahead energy …,https://www.sciencedirect.com/science/article/pii/S0306261920315233,,0,"heat pump, thermal energy storage, model predictive control"
A machine learning-based model predictive control method for pumped storage systems,11,2021.0,"… model because of their nonlinear characteristics. Therefore, we propose a machine learning (ML)-based model predictive control (… PSSs are an early form of modern energy storage and …",https://www.frontiersin.org/articles/10.3389/fenrg.2021.757507/full,,0,"heat pump, thermal energy storage, model predictive control"
Hybrid cascade heat pump and thermal-electric energy storage system for residential buildings: Experimental testing and performance analysis,14,2021.0,… coupled with PV for extending the operating hours of heat pumps … of PCMs for thermal energy storage was assessed. Their … temperature side of the thermally-driven chiller/heat pump [26…,https://www.mdpi.com/1996-1073/14/9/2580,,0,"heat pump, thermal energy storage, model predictive control"
Real-time integrated power and thermal management of connected HEVs based on hierarchical model predictive control,49,2021.0,"… two energy storages within the HEV, are the SOC of battery … Furthermore, the electric-thermal energy coordination is … of auxiliary heating resource (eg, heat pump or waste heat recovery …",https://ieeexplore.ieee.org/abstract/document/9393598/,,0,"heat pump, thermal energy storage, model predictive control"
Analysis of thermal energy storage tanks and PV panels combinations in different buildings controlled through model predictive control,20,2022.0,"… the performance of a heating system controlled by a model predictive control strategy, where … thermal energy storage volume improves the coefficient of performance of the heat pump. …",https://www.sciencedirect.com/science/article/pii/S036054422102449X,,0,"heat pump, thermal energy storage, model predictive control"
Experimental analysis of artificial intelligence-based model predictive control for thermal energy storage under different cooling load conditions,33,2022.0,… proposed a model predictive control (MPC) scheme using artificial intelligence (AI) to control the … The outdoor air temperature near the air-source heat pump chiller and the ambient air …,https://www.sciencedirect.com/science/article/pii/S2210670722000336,,0,"heat pump, thermal energy storage, model predictive control"
Assessing mixed-integer-based heat pump modeling approaches for model predictive control applications in buildings,19,2022.0,"… storages and hence shift energy to more favorable times, which is the basis of model predictive control … We close this gap by developing two different air-source heat pump modeling …",https://www.sciencedirect.com/science/article/pii/S0306261922011576,,0,"heat pump, thermal energy storage, model predictive control"
Model Predictive Control for a Grid-interactive Efficiency Thermal-storage-integrated Heat Pump System,1,2022.0,… from the two controls. The simulation results indicate that the MPC performs more intelligently than the RBC in charging thermal energy storage and selecting heat pump sources by …,https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=1414&context=ihpbc,,0,"heat pump, thermal energy storage, model predictive control"
Economic versus energetic model predictive control of a cold production plant with thermal energy storage,11,2022.0,… Economic model predictive control has been proposed as a means for solving the unit loading and unit allocation problem in multi-chiller cooling plants. The adjective economic stems …,https://www.sciencedirect.com/science/article/pii/S1359431122002678,,0,"heat pump, thermal energy storage, model predictive control"
Energy Management of Refrigeration Systems with thermal energy storage based on non-linear model predictive control,3,2022.0,"… scheduling is the application of non-linear model predictive control (NMPC) to this hybrid system, where the computational cost of the prediction model is also considered. A non-linear …",https://www.mdpi.com/2227-7390/10/17/3167,,0,"heat pump, thermal energy storage, model predictive control"
Planning level sizing of heat pumps and hot water tanks incorporating model predictive control and future electricity tariffs,25,2022.0,"… For the future wind-influenced tariff a 1000 kW heat pump and 2000 m 3 hot … model predictive control benefits over fixed order control with levelized heat costs reducing 41 %, and heat …",https://www.sciencedirect.com/science/article/pii/S0360544221019794,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control for a heat booster substation in ultra low temperature district heating systems,41,2022.0,… heat pump and a hot water tank for storage and flexible operation. This paper proposes a hybrid model predictive control strategy in which an existing heat … forecasted prediction horizon…,https://www.sciencedirect.com/science/article/pii/S036054422101879X,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control for the performance improvement of air source heat pump heating system via variable water temperature difference,21,2022.0,… An efficient-cost advanced control strategy is desired to improve the overall operating … a model predictive control (MPC) strategy for an air source heat pump (ASHP) heating system to …,https://www.sciencedirect.com/science/article/pii/S0140700722000548,,0,"heat pump, thermal energy storage, model predictive control"
Uncertainty-cognizant model predictive control for energy management of residential buildings with pvt and thermal energy storage,7,2022.0,"… ’s energy system embracing a heat pump, a thermal energy … of uncertaintycognizant model predictive control (MPC) strategy … -thermal (PVT) collectors, heat pump (HP) system, thermal …",https://arxiv.org/abs/2201.08909,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive approaches for cost-efficient building climate control with seasonal energy storage,17,2022.0,"… On this basis, two Model Predictive Control (MPC) concepts … There are many suitable materials for thermal energy storage. … building, heat pump, and thermal energy storage and found …",https://www.sciencedirect.com/science/article/pii/S037877882200456X,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control of a solar power system with microturbine and thermochemical energy storage,3,2022.0,… The solar-powered gas turbine system with thermal energy storage (TES) is a promising solution to this. The fast dynamic response characteristics of gas turbine makes it a prime …,https://pubs.acs.org/doi/abs/10.1021/acs.iecr.2c01784,,0,"heat pump, thermal energy storage, model predictive control"
Investigation of the effect of the envelope on building thermal storage performance under model predictive control by dynamic pricing,12,2022.0,"… Building thermal mass could store the thermal energy, ie structural thermal energy storage (STES), … After integrating thermal storage (ie, large heat pump in combined heat and power …",https://www.sciencedirect.com/science/article/pii/S2666955222000065,,0,"heat pump, thermal energy storage, model predictive control"
Distributed model predictive control of buildings and energy hubs,43,2022.0,"… of tanks, heat pumps, and boilers that receive electricity from the grid. … energy hubs consist of storage units, like water tanks for thermal energy storage, conversion units such as heat …",https://www.sciencedirect.com/science/article/pii/S0378778821010902,,0,"heat pump, thermal energy storage, model predictive control"
Electrical grid flexibility via heat pump and thermal storage control,6,2022.0,"… a heat pump, gas boiler, and thermal storage to heat the building while optimizing the … energy consumption using Model Predictive Control (MPC). The thermal energy storage is …",https://www.sciencedirect.com/science/article/pii/S2405896322011429,,0,"heat pump, thermal energy storage, model predictive control"
Dynamic modeling and flexibility analysis of an integrated electrical and thermal energy system with the heat pump–thermal storage,15,2022.0,"… supply for end users, this article introduces the electric heat pump (HP) and thermal energy storage device (TES) on the basis of the existing IETEs so as to meet the new …",https://www.frontiersin.org/articles/10.3389/fenrg.2022.817503/full,,0,"heat pump, thermal energy storage, model predictive control"
Numerical modeling of latent heat thermal energy storage integrated with heat pump for domestic hot water production,21,2022.0,… heat pump and a thermal energy storage for a responsive simultaneous consumption and charging of the thermal energy storage … This concept is illustrated with a process model which …,https://www.sciencedirect.com/science/article/pii/S1359431122007608,,0,"heat pump, thermal energy storage, model predictive control"
Power-heat coordinated control of multiple energy system for off-grid energy supply using multi-timescale distributed predictive control,20,2022.0,"… Although equipping with larger capacity of energy storage … , a 60Ah lithium battery set and a 60 kW air source heat pump (ASHP)… model predictive controller (MDMPC) for the power-heat …",https://www.sciencedirect.com/science/article/pii/S0360544222012397,,0,"heat pump, thermal energy storage, model predictive control"
Operational optimisation of an air-source heat pump system with thermal energy storage for domestic applications,46,2022.0,"… % when optimising the heat pump operation. Similarly, in the work of Fischer [28], this proportion was shown to increase by more than 5 % using model predictive control. The objective …",https://www.sciencedirect.com/science/article/pii/S0196890422012043,,0,"heat pump, thermal energy storage, model predictive control"
Sustainable building climate control with renewable energy sources using nonlinear model predictive control,58,2022.0,"… soil temperature is nearly constant under sufficient depth, geothermal energy can heat the … technologies, including energy storage, PV technologies, geothermal heat pumps, and more, …",https://www.sciencedirect.com/science/article/pii/S1364032122007134,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control for a university heat prosumer with data centre waste heat and thermal energy storage,16,2023.0,"… , particularly for a DC waste heat-based heat prosumer with thermal energy storage (TES). … a model predictive control (MPC) scheme for a university heat prosumer with DC waste heat …",https://www.sciencedirect.com/science/article/pii/S0360544222034661,,0,"heat pump, thermal energy storage, model predictive control"
Evaluation of model predictive control (MPC) of solar thermal heating system with thermal energy storage for buildings with highly variable occupancy levels,14,2023.0,"… Simulation and experiment of a photovoltaic—air source heat pump system with thermal energy storage for heating and domestic hot water supply. Building Simulation, https://doi.org/…",https://link.springer.com/article/10.1007/s12273-023-1067-4,,0,"heat pump, thermal energy storage, model predictive control"
"Predictive control and coordination for energy community flexibility with electric vehicles, heat pumps and thermal energy storage",52,2023.0,… -based model predictive control (MPC) is developed for home energy management systems (… in cooperation with heat pump and thermal energy storages. The objective is to reduce …,https://www.sciencedirect.com/science/article/pii/S0306261923008644,,0,"heat pump, thermal energy storage, model predictive control"
Experimental validation of a state-of-the-art model predictive control approach for demand side management with a hot water heat pump,11,2023.0,"… model predictive control potential of a hot water heat pump is compared to the standard hysteresis control, … Heat pumps with thermal energy storages can provide additional flexibility for …",https://www.sciencedirect.com/science/article/pii/S0378778823001536,,0,"heat pump, thermal energy storage, model predictive control"
Model-based predictive control of multi-stage air-source heat pumps integrated with phase change material-embedded ceilings,15,2023.0,… model-based predictive control strategy to optimize the operations of phase change material (PCM) ceiling panels coupled with a multi-stage air-source heat pump… PCM energy storage. …,https://www.sciencedirect.com/science/article/pii/S0306261923001605,,0,"heat pump, thermal energy storage, model predictive control"
Adaptive model predictive control of a heat pump-assisted solar water heating system,15,2023.0,"… optimal control. In this context, this paper presents an adaptive model predictive control (AMPC) … boundary and linear time-varying heat pump efficiency. Using adaptive parameters, the …",https://www.sciencedirect.com/science/article/pii/S037877882300912X,,0,"heat pump, thermal energy storage, model predictive control"
Predictive control of low-temperature heating system with passive thermal mass energy storage and photovoltaic system: Impact of occupancy patterns and …,16,2023.0,"… advanced control strategies such as model predictive control … itself, named structural thermal energy storage (STES) in this … of a heat pump and PV system with thermal energy storage. …",https://www.sciencedirect.com/science/article/pii/S0360544223001858,,0,"heat pump, thermal energy storage, model predictive control"
Optimal model predictive control of energy storage devices for frequency stability of modern power systems,26,2023.0,… ) upon Model Predictive Control (MPC) based regulators to solve the LFC problem for multiple zones power networks with hybrid renewable generators and storage devices. An exact …,https://www.sciencedirect.com/science/article/pii/S2352152X2202299X,,0,"heat pump, thermal energy storage, model predictive control"
"Nonlinear operational optimization of an industrial power-to-heat system with a high temperature heat pump, a thermal energy storage and wind energy",19,2023.0,"… compression heat pump is integrated. However, this study utilizes a Brayton cycle heat pump due to its flexibility at part loads and its ability to acquire sensible heat from the heat source. …",https://www.sciencedirect.com/science/article/pii/S0306261923006116,,0,"heat pump, thermal energy storage, model predictive control"
Model-based Characterization of Heat Pump-Thermal Energy Storage Systems for Grid-Interactive Services,1,2023.0,"… Model predictive control of building energy systems with thermal energy storage in response to occupancy variations and time-variant electricity prices."" …",https://www.researchgate.net/profile/Wenqi-Jia-2/publication/374082829_Model-based_Characterization_of_Heat_Pump_-Thermal_Energy_Storage_Systems_for_Grid-Interactive_Services/links/650c9ff461f18040c2116254/Model-Based-Characterization-of-Heat-Pump-Thermal-Energy-Storage-Systems-for-Grid-Interactive-Services.pdf,http://scholar.google.com/https://www.researchgate.net/profile/Wenqi-Jia-2/publication/374082829_Model-based_Characterization_of_Heat_Pump_-Thermal_Energy_Storage_Systems_for_Grid-Interactive_Services/links/650c9ff461f18040c2116254/Model-Based-Characterization-of-Heat-Pump-Thermal-Energy-Storage-Systems-for-Grid-Interactive-Services.pdf,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control of solar-coupled innovative heat pump: a comparison of economic and environmental optimizations in Latvia,2,2023.0,"… and a hot water storage tank. In this work, a model predictive control is developed, based on … the smart heater, the thermal energy storage has higher use during this period. Even when …",https://pmc.ncbi.nlm.nih.gov/articles/PMC10921029/,,0,"heat pump, thermal energy storage, model predictive control"
Data-driven modeling of heat pumps and thermal storage units for MPC,0,2023.0,"… with thermal energy storage and integrated with advanced control strategies, heat pump … “Sparse identification of nonlinear dynamics for model predictive control in the low-data limit,…",https://iopscience.iop.org/article/10.1088/1742-6596/2600/3/032008/meta,,0,"heat pump, thermal energy storage, model predictive control"
Model-based Predictive Control and Sensor Technology for Phase-Change Thermal Energy Storage Systems,0,2023.0,… electricity demand to improve grid reliability. This project successfully developed and tested a system integration and control solution for heat pump … -based thermal energy storage (PCM…,https://www.osti.gov/biblio/2329502,,0,"heat pump, thermal energy storage, model predictive control"
Simple and Accurate Model of Thermal Storage with Phase Change Material Tailored for Model Predictive Control,2,2023.0,"… In this paper, a low-order model of latent thermal energy storage, … The model is compared to a stratified model and shows … thermal system that contains a heat pump and numerous …",https://www.mdpi.com/1996-1073/16/19/6849,,0,"heat pump, thermal energy storage, model predictive control"
Impact of model and forecast uncertainties on the performance of the model predictive control of a PV-battery-heat pump-heat storage system,3,2023.0,"… Controlled System This paper studies the operation of a battery and a combined heat pump and heat storage … where U(k) is the thermal energy content of the DHW storage at time step k, …",https://www.atlantis-press.com/proceedings/ires-22/125987287,,0,"heat pump, thermal energy storage, model predictive control"
"Stratified thermal energy storage model with constant layer volume for predictive control—Formulation, comparison, and empirical validation",4,2023.0,… increase of heat pumps with a highly temperature-dependent … thermal energy storage model with constant layer volume and variable temperature suitable for real-time predictive control. …,https://www.sciencedirect.com/science/article/pii/S096014812301426X,,0,"heat pump, thermal energy storage, model predictive control"
A learning-based model predictive control strategy for home energy management systems,13,2023.0,"… thermal energy to a water-based floor heating system. Additionally, it includes a photovoltaic (PV) array and a battery storage … energy sources, energy storage, heat pump floor heating …",https://ieeexplore.ieee.org/abstract/document/10371281/,,0,"heat pump, thermal energy storage, model predictive control"
A day-ahead operation regulation method for solar water heating based on model predictive control,7,2023.0,"… signal of the dynamic control strategy. To address these issues, this paper proposes a model predictive control-based (MPC) control strategy for solar heating systems. The method uses …",https://www.sciencedirect.com/science/article/pii/S0378778823009453,,0,"heat pump, thermal energy storage, model predictive control"
Heat pumps and thermal energy storages centralised management in a Renewable Energy Community.,12,2023.0,… heat pumps (HPs) and thermal energy storage (TES) devices. The aim of this management strategy is to shift the load and make use of surplus energy … to store and distribute heat more …,https://journals.aau.dk/index.php/sepm/article/view/7625,,0,"heat pump, thermal energy storage, model predictive control"
Integrating greenhouse gas emissions into model predictive control of heat pump water heaters,6,2023.0,"… MPC can operate the HPWH to provide load flexibility to the grid, as it can incorporate utility signals into its cost function and leverage the thermal energy storage of the HPWH. For …",https://ieeexplore.ieee.org/abstract/document/10155940/,,0,"heat pump, thermal energy storage, model predictive control"
Model Predictive Control Design for Unlocking the Energy Flexibility of Heat Pump and Thermal Energy Storage Systems,1,2024.0,… This paper explores an energy flexible Model Predictive Control (MPC) design for a class of HPTES systems to facilitate demand-side management. The proposed DSM strategy …,https://ieeexplore.ieee.org/abstract/document/10666588/,,0,"heat pump, thermal energy storage, model predictive control"
Model Predictive Control of Heat Pumps with Thermal Energy Storages in Industrial Processes,0,2024.0,"… Yet, this integration of such novel systems introduces control challenges due to added … investigates the control problem of heat pumps coupled to stratified thermal energy storage that is …",https://www.mdpi.com/1996-1073/17/19/4823,,0,"heat pump, thermal energy storage, model predictive control"
Investigation of a model predictive control (MPC) strategy for seasonal thermochemical energy storage systems in district heating networks,9,2024.0,"… model predictive control (MPC) with seasonal thermochemical energy storage systems (STES) within district heating … seasonal thermal energy storage, thermochemical energy storage (…",https://www.sciencedirect.com/science/article/pii/S0306261924015472,,0,"heat pump, thermal energy storage, model predictive control"
Performance Evaluation of a Model Predictive Control for Thermal Energy Storage Integrated Heat Pump Systems through a Co-Simulation,1,2024.0,… Integrating thermal energy storage in buildings’ heating/… integrates thermal energy storage with a dual-source heat pump to … indoor thermal comfort. A co-simulation was developed to …,https://www.osti.gov/servlets/purl/2333793,,0,"heat pump, thermal energy storage, model predictive control"
A dynamic programming based method for optimal control of a cascaded heat pump system with thermal energy storage,9,2024.0,"… Model Predictive Control (MPC) framework for heating and cooling (H&C) systems, combining heat pumps (HP)s with thermal energy storage… Italy, and the models' mismatch is analysed …",https://link.springer.com/article/10.1007/s11081-023-09853-5,,0,"heat pump, thermal energy storage, model predictive control"
Field Test and Evaluation of Model Predictive Control in a Grid-Interactive Thermal Energy Storage Integrated Heat Pump System,0,2024.0,"… Therefore, an intelligent control becomes essential for … model for controlling the TES integrated HP system was developed based on experimental data. A model predictive control (MPC) …",https://www.osti.gov/servlets/purl/2429823,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control for optimal dispatch of chillers and thermal energy storage tank in airports,4,2024.0,"… , involving chillers, pumps, and a thermal energy storage (TES) system. A model predictive control (MPC) problem is formulated to minimize both energy and demand charge costs while …",https://www.sciencedirect.com/science/article/pii/S0378778824002366,,0,"heat pump, thermal energy storage, model predictive control"
Adaptive model predictive control of a residential solar-air hybrid heat pump system,3,2024.0,… intergation and the use of energy storage. To realize decarbonization in domestic hot water … solar-air hybrid heat pumps water heating system based on a three-fluid heat exchanger. …,https://www.sciencedirect.com/science/article/pii/S0196890424009671,,0,"heat pump, thermal energy storage, model predictive control"
Extension of a low-tech Model Predictive Control (MPC) algorithm for grid-supportive heat pump operation,4,2024.0,… This paper presents the further development of a low-tech Model Predictive Control (MPC) for the grid-friendly operation of heat pumps. The developed algorithm is already available in …,https://www.sciencedirect.com/science/article/pii/S0378778824008491,,0,"heat pump, thermal energy storage, model predictive control"
The Influence of Battery Model Structure and Quality of Fit on the Model Predictive Control of a PV-Battery-Heat Pump System in a Multi-Use Case,1,2024.0,… energy storage system’s (HESS) degrees of freedom can be addressed by model predictive control … likely that there is enough thermal energy in the storage even if an unexpected DHW …,https://ieeexplore.ieee.org/abstract/document/10699334/,,0,"heat pump, thermal energy storage, model predictive control"
Design And Optimization Of The Conventional Heat Pump With Thermal Energy Storage For Grid-Interactive Efficient Buildings,0,2024.0,"… As a case study, we implemented an economic model predictive control (MPC) strategy for Phase Change Material (PCM) based HP-TES system, aiming to minimize operation costs …",https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=1468&context=ihpbc,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive controls for residential buildings with heat pumps: Experimentally validated archetypes to simplify the large-scale application,6,2024.0,"… of advanced control techniques for Heat Pumps systems in … archetypes of Model Predictive Controls for Heat Pumps in … Thermal Energy Storage, TES and (iii) HP with underfloor …",https://www.sciencedirect.com/science/article/pii/S0378778824007485,,0,"heat pump, thermal energy storage, model predictive control"
Fairness-aware data-driven-based model predictive controller: A study on thermal energy storage in a residential building,3,2024.0,"… -driven building models (DDBMs). To ensure data-driven-based model predictive controllers (MPCs) provide optimal control strategies based on fair or unbiased prediction, this study …",https://www.sciencedirect.com/science/article/pii/S2352152X24009873,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control of a Lab-Scale thermal energy storage system in RELAP5-3D,1,2024.0,… thermal energy storage (TES) systems to meet supply demand fluctuations. These systems can store energy during low electricity … while simultaneously fluctuating electricity output. The …,https://www.sciencedirect.com/science/article/pii/S0029549324000086,,0,"heat pump, thermal energy storage, model predictive control"
Performance evaluation of underground thermal storage integrated dual-source heat pump systems,3,2024.0,… thermal energy storage device integrated heat pump system to reshape the building electricity demand profile while maintaining thermal … -energy-building using model predictive control …,https://www.sciencedirect.com/science/article/pii/S0378778824004651,,0,"heat pump, thermal energy storage, model predictive control"
… control and performance evaluation of composite heating systems through modal analysis and model predictive control: Design and comprehensive analysis,9,2024.0,Enhancing control and performance evaluation of composite heating systems through modal analysis and model predictive control: Design and comprehensive analysis - ScienceDirect …,https://www.sciencedirect.com/science/article/pii/S0306261923018007,,0,"heat pump, thermal energy storage, model predictive control"
Integration of solar thermal collectors and heat pumps with thermal energy storage systems for building energy demand reduction: A comprehensive review,28,2024.0,"… In this regard, this review explores the integration of solar technologies, heat pumps, and thermal energy storage systems to reduce building energy demand. It thoroughly examines …",https://www.sciencedirect.com/science/article/pii/S2352152X24021546,,0,"heat pump, thermal energy storage, model predictive control"
Mixed-integer non-linear model predictive control of district heating networks,13,2024.0,"… -based MPC to a thermal energy supply system consisting of a heat pump (HP), water tanks, … DH system (thermal energy storage systems, network flexibility, and building thermal inertia)…",https://www.sciencedirect.com/science/article/pii/S0306261924002575,,0,"heat pump, thermal energy storage, model predictive control"
Optimal control of a heat pump-based energy system for space heating and hot water provision in buildings: Results from a field test,6,2024.0,… model predictive control (MPC) to optimise the operation of a multi-source heat pump-based energy system for space heating … This improves the thermal energy storage capacity of the …,https://www.sciencedirect.com/science/article/pii/S0378778824002329,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control of space heating system with building integrated energy-efficient technologies,0,,"… envelope and structure itself, named structural thermal energy storage (STES) in this study, … to optimise a hybrid heating system comprising an air-to-water heat pump and photovoltaic (…",http://eprints.nottingham.ac.uk/77403/,,0,"heat pump, thermal energy storage, model predictive control"
Advanced model predictive control strategy for thermal management in multi-zone buildings with energy storage and dynamic pricing,0,2025,"… strategy tailored for multi-zone heating, ventilation, and air conditioning (HVAC) systems, integrating thermal energy storage to optimise energy usage and occupant comfort. Additionally…",https://journals.sagepub.com/doi/abs/10.1177/01445987241298534,,0,"heat pump, thermal energy storage, model predictive control"
A day-ahead operational regulation method for solar district heating systems based on model predictive control,3,2025,"… indoor temperature. To address these issues, this paper proposes a model predictive control (MPC)-based day-ahead operation regulation method for solar district heating systems. A …",https://www.sciencedirect.com/science/article/pii/S0306261924020026,,0,"heat pump, thermal energy storage, model predictive control"
Optimal operation of industrial heat pumps with stratified thermal energy storage for emissions and cost reduction using day-ahead predictions,1,2025,This paper investigates the reduction of operational costs and CO 2 emissions resulting from an optimal operation of an industrial heat pump paired with a thermal energy storage (TES) …,https://www.sciencedirect.com/science/article/pii/S1359431125002947,,0,"heat pump, thermal energy storage, model predictive control"
Model Predictive Control for Building Integrated Photovoltaic/Thermal-Energy Storage System for Energy Flexibility,0,2025,… a model predictive control strategy (MPC) applied to a liquid-based photovoltaic/thermal-thermal storage … The MPC strategy enables better control of the stored heat for the heat pump to …,https://link.springer.com/chapter/10.1007/978-981-97-8313-7_28,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control for ice-storage air conditioning systems with time delay compensation integration,0,2025,"… transfer equations, the dynamic delay times for the ice storage system are characterized … into the Model Predictive Control (MPC). Then a dual-objective operational control strategy …",https://www.sciencedirect.com/science/article/pii/S0360544225009788,,0,"heat pump, thermal energy storage, model predictive control"
