title,num_citations,year,excerpt,url,url_pdf,indicator,key_words
Research progress of phase change heat storage technology in the application of solar heat pump,3,2024,"… be on enhancing the phase change material's heat storage density and heat transmission properties, even as it searches for materials that are appropriate for solar heat pump systems. …",https://www.sciencedirect.com/science/article/pii/S2352152X24008570,,0,"heat pump, phase change material"
… acetate trihydrate-based composite phase change material and thermal performance of its integration in a coil-type thermal energy storage unit for heat pump …,1,2024,"… phase change temperature, low thermal conductivity, phase separation, and large supercooling. In this paper, a novel composite phase change material … blending for heat pump system. …",https://www.sciencedirect.com/science/article/pii/S2352152X24012337,,0,"heat pump, phase change material"
Optimization of solar-air source heat pump heating system with phase change heat storage,2,2024,"… In this study, a solar assisted heat pump heating system with phase change material (SC-ASHP-PCM) system was constructed, and the single variation impact analysis and multi-factors …",https://www.sciencedirect.com/science/article/pii/S1359431124005659,,0,"heat pump, phase change material"
Evaluation of phase change thermal storage in a cascade heat pump,2,2024,… This study proposes a low-global warming potential cascade heat pump system with integrated phase change material (PCM) for combined space heating and cooling. PCM is …,https://www.sciencedirect.com/science/article/pii/S0306261924000370,,0,"heat pump, phase change material"
Study on efficient heating method by solar coupled air source heat pump system with phase change heat storage in severe cold region,3,2024,"… The system utilizes phase change materials for heat storage and introduces an effective operational control strategy. Furthermore, influence of various critical parameters on the …",https://www.sciencedirect.com/science/article/pii/S0306261924005890,,0,"heat pump, phase change material"
Performance analysis of solar thermal storage systems with packed bed utilizing form-stable phase change materials and heat pump integration,0,2024,"… -round performance of heat pump systems incorporating phase change materials, and their findings indicated that phase change material-containing heat pump systems have superior …",https://pubs.aip.org/aip/jrse/article/16/3/036301/3299392,,0,"heat pump, phase change material"
Study on electric vehicle thermal management system using phase change materials and CO2 heat pump waste heat recovery under cold conditions,0,2024,"… PCM heat storage to recover waste heat from the CO 2 heat pump. … the waste heat characteristics of CO 2 heat pump under … analysis of the PCM heat storage was conducted. Finally, …",https://www.sciencedirect.com/science/article/pii/S1359431124013371,,0,"heat pump, phase change material"
Energy saving and economic analysis of a novel PV/T coupled multi-source heat pump heating system with phase change storage: A case study in cold zone …,1,2024,"… water source heat pump system integrated with phase change … phase change energy storage was compared with that of water storage, and the effect of different phase change materials …",https://www.sciencedirect.com/science/article/pii/S0196890424005156,,0,"heat pump, phase change material"
Solar-heat pump combined drying with phase change heat storage: Multi-energy self-adaptive control,0,2024,"… in exothermic exchanger is turned on with opened valve, bringing the heat from the phase change material to the heat exchanger. The fan blows hot air to the drying chamber. When the …",https://www.sciencedirect.com/science/article/pii/S0960148124009352,,0,"heat pump, phase change material"
"Combined solar and ground source heat pump (GSHP) heating system with a latent heat storage tank (LHST), as a sustainable system to replace an oilfield …",0,2024,"… The suitability of three different phase change materials for the system is compared, and the optimal one is identified. Results show that the LHST with 70C melting point can increase …",https://www.sciencedirect.com/science/article/pii/S0360544224025003,,0,"heat pump, phase change material"
Energy and exergy analysis of a novel dual-source heat pump system with integrated phase change energy storage,2,2024,… or phase change material (PCM) to realize thermal storage for a multi-source (air/solar/ground) heat pump. … hot water supply with phase-change thermal storage. Under the dual-source …,https://www.sciencedirect.com/science/article/pii/S0960148123018207,,0,"heat pump, phase change material"
Improving thermal performance of groups of energy screw piles with phase change materials,2,2024,"… However, the increase in performance of the heat pump is minor, which might be because screw piles in this work are relatively small and can host a limited quantity of …",https://www.sciencedirect.com/science/article/pii/S1359431123019038,,0,"heat pump, phase change material"
Energy based techno-economic and environmental feasibility study on PV/T and PV/T heat pump system with phase change material—a numerical comparative study,0,2024,"… heat pump (PV/T DXHP) were numerically studied using MATLAB. A butterfly serpentine flow collector (BSFC) and phase change material (… , and the PV/T PCM heat pump system (PV/T-…",https://link.springer.com/article/10.1007/s11356-024-32034-5,,0,"heat pump, phase change material"
A critical review on phase change materials (PCM) based heat exchanger: different hybrid techniques for the enhancement,20,2024,"… the use of diverse phase change materials (PCMs) and the simplification of system design without the need for additional components like salt pumps, pipelines, or heating traces. …",https://www.sciencedirect.com/science/article/pii/S2352152X23032383,,0,"heat pump, phase change material"
Enhancing geothermal heat pump efficiency with fin creation and microencapsulated PCM: A numerical study,0,2024,… One more novel aspect of this work is the incorporation of microencapsulated phase change material (PCM) into the backfill material and its subsequent integration into the borehole. …,https://www.sciencedirect.com/science/article/pii/S2352152X24022503,,0,"heat pump, phase change material"
Performance of the air source heat pump assisted solar heating system combined with PCM floor,8,2024,… This paper focuses on the performance of air source heat pump assisted solar heating system with phase change material (PCM) floor. The solar … Phase change material …,https://www.sciencedirect.com/science/article/pii/S1359431123021440,,0,"heat pump, phase change material"
Performance study of a quasi-two-stage compression air-source heat pump system with an economizer coupled phase change accumulator,0,2024,"… The phase change material (PCM) within the accumulator helps maintain relatively consistent temperatures during system operation, resulting in minimal fluctuations in the flow rate of …",https://www.sciencedirect.com/science/article/pii/S0378778824005000,,0,"heat pump, phase change material"
Effectiveness of phase change materials and their properties on the performance of geothermal and Foundation-Based energy Systems: A review,5,2024,"… heat pumps (GSHPs). In this review, an integrated picture of the effect of utilizing phase change material (PCMs… (thermal conductivity, latent heat, phase change temperature) and design …",https://www.sciencedirect.com/science/article/pii/S1359431124005714,,0,"heat pump, phase change material"
Experimental analysis of latent heat thermal energy storage system using encapsulated multiple phase-change materials,10,2024,… The enthalpy approach was used to look at the phase transition process within the phase-changing material capsule. Dogkas et al. compared PCM-filled TES tanks to tanks filled with …,https://journals.sagepub.com/doi/abs/10.1177/09544089221110983,,0,"heat pump, phase change material"
Integration of solar thermal collectors and heat pumps with thermal energy storage systems for building energy demand reduction: A comprehensive review,1,2024,"… of solar technologies, heat pumps, and thermal energy storage systems to reduce building energy demand. It thoroughly examines various types of solar thermal collectors (STCs), …",https://www.sciencedirect.com/science/article/pii/S2352152X24021546,,0,"heat pump, thermal energy storage"
Thermodynamic performance of CaCl2 absorption heat pump thermal energy storage system with triple storage tanks,2,2024,"… loss in long-term storage. In this paper, an absorption heat pump thermal energy storage … power accommodations due to coal-fired cogeneration heat-power coupling. A steady-state …",https://www.sciencedirect.com/science/article/pii/S1359431123017428,,0,"heat pump, thermal energy storage"
Analysis on integration of heat pumps and thermal energy storage in current energy system: From research outputs to energy policies,0,2024,"… integration of heat pumps and thermal energy storage (TES) within the current energy system. … The interplay between research advancements and energy policies is explored, providing …",https://www.sciencedirect.com/science/article/pii/S2352152X24023818,,0,"heat pump, thermal energy storage"
Modelling and Experimental Characterisation of a Water-to-Air Thermoelectric Heat Pump with Thermal Energy Storage,1,2024,… of TeHPs with thermal energy storage on a typical targeted building in the UK in the future. … with thermal energy storage presents an exciting approach to efficient heating solutions. With …,https://www.mdpi.com/1996-1073/17/2/414,,0,"heat pump, thermal energy storage"
A dynamic programming based method for optimal control of a cascaded heat pump system with thermal energy storage,2,2024,"… of residential and commercial heating and cooling (H&C) systems include various combinations of heat pumps (HPs) and energy storage; this energy storage may be thermal (eg, water …",https://link.springer.com/article/10.1007/s11081-023-09853-5,,0,"heat pump, thermal energy storage"
Parametric analysis of system performance and cost of heating systems with heat pump and latent thermal energy storage,0,2024,"… and to increase efficiency of thermal systems with heat pump and LTES, this paper aims to investigate the influence of various operating parameters, LTES dimensions and system …",https://www.sciencedirect.com/science/article/pii/S1359431124013851,,0,"heat pump, thermal energy storage"
Enhancement of the Power-to-Heat Energy Conversion Process of a Thermal Energy Storage Cycle through the use of a Thermoelectric Heat Pump,0,2024,… storage. This manuscript explores the potential of utilising a thermoelectric heat pump system in conjunction with electric resistances for charging a thermal energy storage. In order to …,https://www.sciencedirect.com/science/article/pii/S135943112400591X,,0,"heat pump, thermal energy storage"
TRNSYS Simulation of a Bi-Functional Solar-Thermal-Energy-Storage-Assisted Heat Pump System,0,2024,"… heat pump theme primarily lay in proposing a new integrated system that merged solar energy, thermal energy storage, and heat … panel area on the BTDT energy-saving performance. …",https://www.mdpi.com/1996-1073/17/14/3376,,0,"heat pump, thermal energy storage"
Simulation and optimal configuration of a combined photovoltaic-thermal and heat pump system with a hybrid energy storage,0,2024,"… This distinction arises from the fact that a larger water tank can store more thermal energy, thus extending the PVT-HP running period, which is impracticable for battery. After …",https://www.sciencedirect.com/science/article/pii/S0196890424007921,,0,"heat pump, thermal energy storage"
A review of borehole thermal energy storage and its integration into district heating systems,11,2024,… system low and improves the efficiency of the system by increasing the COP of heat pumps. … thermal energy storage methods including different underground thermal energy storage (…,https://www.sciencedirect.com/science/article/pii/S1364032123010948,,0,"heat pump, thermal energy storage"
Open-source simulation platform for air source heat pump integrated with thermal energy storage,0,2024,"… multiple thermal systems, is object-oriented and includes heat pump components. The … for simulating air source heat pumps and their integration with thermal energy storage. It is an …",https://www.tandfonline.com/doi/abs/10.1080/23744731.2024.2366134,,0,"heat pump, thermal energy storage"
… optimization and evaluation of integrating thermochemical energy storage with low-temperature driven absorption heat pump for building heating: 4E …,0,2024,"… energy storage technology is urgently needed [4,5]. Thermal energy storage is divided into sensible heat energy … : a) Solar energy is collected by CPC for energy storage and heating; b) …",https://www.sciencedirect.com/science/article/pii/S0306261924012030,,0,"heat pump, thermal energy storage"
"Integration of ocean thermal energy conversion and pumped thermal energy storage: system design, off-design and LCOS evaluation",6,2024,"… storage when integrated with an Ocean Thermal Energy Conversion (OTEC) system. In this study, a heat pump … surface water uses electricity surplus from VRE to heat an amount of …",https://www.sciencedirect.com/science/article/pii/S1359431123015806,,0,"heat pump, thermal energy storage"
Solar thermal vs. PV with a heat pump: A comparison of different charging technologies for seasonal storage systems in district heating networks,2,2024,"… In addition, solar thermal energy was viewed as the only charging option. … thermal energy storage with a heat pump and a building as a consumer. The model divided the storage into …",https://www.sciencedirect.com/science/article/pii/S2590174524000424,,0,"heat pump, thermal energy storage"
Model Predictive Control Design for Unlocking the Energy Flexibility of Heat Pump and Thermal Energy Storage Systems,0,2024,"… Abstract—Heat pump and thermal energy storage (HPTES) systems, which are widely … a large share of household electricity consumption. With the increasing integration of renewable …",https://arxiv.org/abs/2402.12488,,0,"heat pump, thermal energy storage"
Research on optimal scheduling method of solar assisted heat pump drying system based on demand response,4,2024,"… solar assisted heat pump drying system participating in power grid demand response (DR). … This research aims to enhance the system's flexibility in demand response, reduce costs for …",https://www.sciencedirect.com/science/article/pii/S1359431124000826,,0,"heat pump, demand response"
Imitation learning with artificial neural networks for demand response with a heuristic control approach for heat pumps,0,2024,… heat pumps offer an effective solution by employing smart control methods that adjust the heat pump’s power output in reaction to demand response … a heat pump for demand response. …,https://arxiv.org/abs/2407.11561,,0,"heat pump, demand response"
Operational Optimization of Regional Integrated Energy Systems with Heat Pumps and Hydrogen Renewable Energy under Integrated Demand Response,1,2024,"… heat pumps and hydrogen storage systems in the context of comprehensive demand response. First… Second, through the ground-source heat pump’s cleaning efficiency function, further …",https://www.mdpi.com/2071-1050/16/3/1217,,0,"heat pump, demand response"
Pareto local search for a multi-objective demand response problem in residential areas with heat pumps and electric vehicles,0,2024,… solving the resulting multi-objective demand response optimization problem of a residential … • We introduce a novel approach for Pareto local search for demand response in residential …,https://arxiv.org/abs/2407.11719,,0,"heat pump, demand response"
Research on Strategies for Air-Source Heat Pump Load Aggregation to Participate in Multi-Scenario Demand Response,0,2024,"… Air-source heat pumps (ASHPs), … for demand-response engagement. This paper proposes a control strategy for the aggregation of ASHP loads to participate in demand response across …",https://www.mdpi.com/1996-1073/17/11/2471,,0,"heat pump, demand response"
Hybrid-timescale optimal dispatch strategy for electricity and heat integrated energy system considering integrated demand response,0,2024,"… strategy considering integrated demand response is proposed. Firstly, a deep … demand response strategy is proposed using price demand response and ground source heat pump. …",https://www.sciencedirect.com/science/article/pii/S0960148124011911,,0,"heat pump, demand response"
Frigg 2.0: Integrating price-based demand response into large-scale energy system analysis,3,2024,… The authors analyse the role of individual heat pumps in wind power integration for the … the role of demand response from electrified heating demand as well as heat storage in the …,https://www.sciencedirect.com/science/article/pii/S030626192400343X,,0,"heat pump, demand response"
Mapping the performance of reversible air-to-water heat pump for improving energy savings estimation in energy flexibility scenarios,0,2024,"… of a demand response event that involves reducing the temperature setpoint of the heat pump, … of including a more comprehensive modeling of heat pumps in energy flexibility studies to …",https://www.sciencedirect.com/science/article/pii/S0196890424007039,,0,"heat pump, demand response"
Research on collaborative operation optimization of multi-energy stations in regional integrated energy system considering joint demand response,9,2024,"… heat pump for cooling or heating; P n , t EB - e l e represents the power consumption of electric boiler; P n , t EC - e l e represents the power consumption of electric refrigeration. P i , i - j …",https://www.sciencedirect.com/science/article/pii/S0142061523005641,,0,"heat pump, demand response"
Dispatch strategies for large-scale heat pump based district heating under high renewable share and risk-aversion: A multistage stochastic optimization …,0,2024,"… approach to minimize the total expected heat generation cost, taking sequential … heating operator by using conditional value at risk in the objective function. We conclude that heat pump …",https://www.sciencedirect.com/science/article/pii/S0140988324004729,,0,"heat pump, demand response"
Residential demand response in the European power system: No significant impact on capacity expansion and cost savings,2,2024,… The growth in flexibility potentials across time is largely driven by the expectations for high electric vehicle and heat pump saturation. France shows the highest potential for load delay …,https://www.sciencedirect.com/science/article/pii/S2352467723002060,,0,"heat pump, demand response"
Demand response programs: Comparing price signals and direct load control,3,2024,… Different archetypes included in this model have heat pumps as their main heating device … rebating heat pumps installation [67]. The amount of electrification through heat pumps though …,https://www.sciencedirect.com/science/article/pii/S0360544223030670,,0,"heat pump, demand response"
A survey of commercial and industrial demand response flexibility with energy storage systems and renewable energy,4,2024,"… Progress in DR for industries, including commercial consumers, is also reviewed in [24], where heat pumps and EVs are considered the main loads for commercial DR. DR-based …",https://www.mdpi.com/2071-1050/16/2/731,,0,"heat pump, demand response"
Direct load control-based optimal scheduling strategy for demand response of air-conditioning systems in rural building complex,0,2024,"… To validate the proposed strategy, a simulation study is conducted on a 200-unit farmhouse AC system, utilizing a typical rural soil source heat pump system in Xi'an, Shaanxi Province. …",https://www.sciencedirect.com/science/article/pii/S0360132324004268,,0,"heat pump, demand response"
From buildings to cities: How household demographics shape demand response and energy consumption,4,2024,"… in demand response (DR… Demand Response (DR) program participation. Moreover, there remains a gap in the academic literature regarding the economic benefits of demand response …",https://www.sciencedirect.com/science/article/pii/S0306261923017233,,0,"heat pump, demand response"
