title,num_citations,year,excerpt,url,url_pdf,indicator,key_words,doi,authors,issued,abstract,link,is_referenced_by_count
Something is sustainable in the state of Denmark: A review of the Danish district heating sector,154,2022,"… However, future ‘smart’ thermal grids will increasingly facilitate sector coupling processes as more renewable energy resources are integrated into the energy system in Denmark and …",https://www.sciencedirect.com/science/article/pii/S1364032122000466,,0,"4th generation, thermal grid",10.1016/j.rser.2022.112117,Katinka Johansen; Sven Werner,2022-4,,https://api.elsevier.com/content/article/PII:S1364032122000466?httpAccept=text/xml,81.0
Fifth-generation district heating and cooling systems: A review of recent advancements and implementation barriers,153,2023,"… energy becomes imperative in the fight against climate change. In areas with high demand density, district heating and cooling … Fifth-generation district heating and cooling systems (…",https://www.sciencedirect.com/science/article/pii/S1364032122008784,,0,"4th generation, district heating and cooling",10.1016/j.rser.2022.112997,Kristian Gjoka; Behzad Rismanchi; Robert H. Crawford,2023-1,,https://api.elsevier.com/content/article/PII:S1364032122008784?httpAccept=text/xml,101.0
The reservoir network: A new network topology for district heating and cooling,148,2020,"… topology for simultaneous heating and cooling: the reservoir … stations, integrates heat sources and heat sinks at various … of different building types for heating and cooling. The electric …",https://www.sciencedirect.com/science/article/pii/S0360544220305259,,0,"4th generation, district heating and cooling",10.1016/j.energy.2020.117418,Tobias Sommer; Matthias Sulzer; Michael Wetter; Artem Sotnikov; Stefan Mennel; Christoph Stettler,2020-5,,https://api.elsevier.com/content/article/PII:S0360544220305259?httpAccept=text/xml,98.0
Coupling the heating and power sectors: The role of centralised combined heat and power plants and district heat in a European decarbonised power system,144,2020,"… Results show that the conversion of thermal into CHP plants increases the efficiency and … with thermal storage. Still, large investments regarding the deployment of thermal networks …",https://www.sciencedirect.com/science/article/pii/S0306261920306462,,0,"4th generation, thermal network",10.1016/j.apenergy.2020.115134,Juan-Pablo Jimenez-Navarro; Konstantinos Kavvadias; Faidra Filippidou; Matija Pavičević; Sylvain Quoilin,2020-7,,https://api.elsevier.com/content/article/PII:S0306261920306462?httpAccept=text/xml,105.0
A review of thermochemical energy storage systems for power grid support,137,2020,"… in stabilizing the power grid [67,68]. The conversion into thermal energy can be performed … to draw electricity from the grid to generate heat to be connected to the thermal storage [73]. …",https://www.mdpi.com/2076-3417/10/9/3142,,0,"fifth generation, thermal grid",10.3390/app10093142,Girolama Airò Farulla; Maurizio Cellura; Francesco Guarino; Marco Ferraro,4/30/2020,"Power systems in the future are expected to be characterized by an increasing penetration of renewable energy sources systems. To achieve the ambitious goals of the “clean energy transition”, energy storage is a key factor, needed in power system design and operation as well as power-to-heat, allowing more flexibility linking the power networks and the heating/cooling demands. Thermochemical systems coupled to power-to-heat are receiving an increasing attention due to their better performance in comparison with sensible and latent heat storage technologies, in particular, in terms of storage time dynamics and energy density. In this work, a comprehensive review of the state of art of theoretical, experimental and numerical studies available in literature on thermochemical thermal energy storage systems and their use in power-to-heat applications is presented with a focus on applications with renewable energy sources. The paper shows that a series of advantages such as additional flexibility, load management, power quality, continuous power supply and a better use of variable renewable energy sources could be crucial elements to increase the commercial profitability of these storage systems. Moreover, specific challenges, i.e., life span and stability of storage material and high cost of power-to-heat/thermochemical systems must be taken in consideration to increase the technology readiness level of this emerging concept of energy systems integration.",https://www.mdpi.com/2076-3417/10/9/3142/pdf,74.0
Advanced control and fault detection strategies for district heating and cooling systems A review,133,2021,… of the main objectives to meet in advanced district heating and cooling (DHC) systems. In … also on both fourth and fifth generation district heating and cooling networks. After introducing …,https://www.mdpi.com/2076-3417/11/1/455,,0,"5th generation, district heating and cooling",10.3390/app11010455,Simone Buffa; Mohammad Hossein Fouladfar; Giuseppe Franchini; Ismael Lozano Gabarre; Manuel Andrés Chicote,1/5/2021,"Peak shaving, demand response, fast fault detection, emissions and costs reduction are some of the main objectives to meet in advanced district heating and cooling (DHC) systems. In order to enhance the operation of infrastructures, challenges such as supply temperature reduction and load uncertainty with the development of algorithms and technologies are growing. Therefore, traditional control strategies and diagnosis approaches cannot achieve these goals. Accordingly, to address these shortcomings, researchers have developed plenty of innovative methods based on their applications and features. The main purpose of this paper is to review recent publications that include both hard and soft computing implementations such as model predictive control and machine learning algorithms with applications also on both fourth and fifth generation district heating and cooling networks. After introducing traditional approaches, the innovative techniques, accomplished results and overview of the main strengths and weaknesses have been discussed together with a description of the main capabilities of some commercial platforms.",https://www.mdpi.com/2076-3417/11/1/455/pdf,82.0
Temperature control in 5th generation district heating and cooling networks: An MILP-based operation optimization,133,2021,"… In order to realize an energy efficient and emission-free heat and cold supply in urban areas, 5th Generation District Heating and Cooling (5GDHC) networks are a promising technology…",https://www.sciencedirect.com/science/article/pii/S0306261921001422,,0,"4th generation, district heating and cooling",10.1016/j.apenergy.2021.116608,Marco Wirtz; Lisa Neumaier; Peter Remmen; Dirk Müller,2021-4,,https://api.elsevier.com/content/article/PII:S0306261921001422?httpAccept=text/xml,91.0
Low-temperature operation of heating systems to enable 4th generation district heating: A review,122,2022,"… on investment of 300% for district heating operators. Therefore, expecting … district heating. Ample research has investigated and documented the feasibility of low-temperature heating in …",https://www.sciencedirect.com/science/article/pii/S0360544222004327,,0,"4th generation, district heating and cooling",10.1016/j.energy.2022.123529,Dorte Skaarup Østergaard; Kevin Michael Smith; Michele Tunzi; Svend Svendsen,2022-6,,https://api.elsevier.com/content/article/PII:S0360544222004327?httpAccept=text/xml,77.0
The four generations of district cooling-A categorization of the development in district cooling from origin to future prospect,117,2022,"… , the third generation having a more diversified cold supply such as … cooling, and the fourth generation combining cooling with other energy sectors sometimes into a renewable energy-…",https://www.sciencedirect.com/science/article/pii/S0360544222010015,,0,"4th generation, district heating and cooling",10.1016/j.energy.2022.124098,Poul Alberg Østergaard; Sven Werner; Anders Dyrelund; Henrik Lund; Ahmad Arabkoohsar; Peter Sorknæs; Oddgeir Gudmundsson; Jan Eric Thorsen; Brian Vad Mathiesen,2022-8,,https://api.elsevier.com/content/article/PII:S0360544222010015?httpAccept=text/xml,67.0
"Energy, economic, and environmental analysis of integration of thermal energy storage into district heating systems using waste heat from data centres",116,2021,… operation cost of district heating systems. This study aimed to solve these problems by introducing thermal energy storages. A water tank and a borehole thermal energy storage system …,https://www.sciencedirect.com/science/article/pii/S036054422032689X,,0,"low temperature, district energy",10.1016/j.energy.2020.119582,Haoran Li; Juan Hou; Tianzhen Hong; Yuemin Ding; Natasa Nord,2021-3,,https://api.elsevier.com/content/article/PII:S036054422032689X?httpAccept=text/xml,84.0
Evaluation of energy flexibility of low-energy residential buildings connected to district heating,116,2020,"… district heating networks. The aim of the present work is to investigate the potential for low-energy residential buildings to be operated flexibly, according to the needs of district heating …",https://www.sciencedirect.com/science/article/pii/S0378778818338519,,0,"low temperature, district heating and cooling",10.1016/j.enbuild.2020.109804,Kyriaki Foteinaki; Rongling Li; Thibault Péan; Carsten Rode; Jaume Salom,2020-4,,https://api.elsevier.com/content/article/PII:S0378778818338519?httpAccept=text/xml,86.0
IEA EBC Annex83 positive energy districts,115,2021,"… districts and cities would be able to provide the consumer-centric, bi-directional grids and districts … The PEDs can utilize the benefits of the building thermal mass, different typologies of …",https://www.mdpi.com/2075-5309/11/3/130,,0,"bi-directional, district thermal",10.3390/buildings11030130,Åsa Hedman; Hassam Ur Rehman; Andrea Gabaldón; Adriano Bisello; Vicky Albert-Seifried; Xingxing Zhang; Francesco Guarino; Steinar Grynning; Ursula Eicker; Hans-Martin Neumann; Pekka Tuominen; Francesco Reda,3/20/2021,"At a global level, the need for energy efficiency and an increased share of renewable energy sources is evident, as is the crucial role of cities due to the rapid urbanization rate. As a consequence of this, the research work related to Positive Energy Districts (PED) has accelerated in recent years. A common shared definition, as well as technological approaches or methodological issues related to PEDs are still unclear in this development and a global scientific discussion is needed. The International Energy Agency’s Energy in Buildings and Communities Programme (IEA EBC) Annex 83 is the main platform for this international scientific debate and research. This paper describes the challenges of PEDs and the issues that are open for discussions and how the Annex 83 is planned and organized to facilitate this and to actively steer the development of PEDs major leaps forward. The main topics of discussion in the PED context are the role and importance of definitions of PEDs, virtual and geographical boundaries in PEDs, the role of different stakeholders, evaluation approaches, and the learnings of realized PED projects.",https://www.mdpi.com/2075-5309/11/3/130/pdf,80.0
Potential of integrating industrial waste heat and solar thermal energy into district heating networks in Germany,115,2020,… industrial waste heat and solar thermal power within the cities… The potential of solar thermal power is estimated by the solar … heat sources and solar thermal power for the integration into …,https://www.sciencedirect.com/science/article/pii/S0360544220309191,,0,"4th generation, thermal network",10.1016/j.energy.2020.117812,Johannes Pelda; Friederike Stelter; Stefan Holler,2020-7,,https://api.elsevier.com/content/article/PII:S0360544220309191?httpAccept=text/xml,66.0
A renewable energy scenario for a new low carbon settlement in northern Italy: Biomass district heating coupled with heat pump and solar photovoltaic system,112,2020,… biomass district thermal plant was designed to be integrated with groundwater heat pumps (… to design an almost full-renewable urban district by means of a Multi-Energy System. The …,https://www.sciencedirect.com/science/article/pii/S0360544220311981,,0,"4th generation, district heat pump",10.1016/j.energy.2020.118091,Niccolò Aste; Paola Caputo; Claudio Del Pero; Giulio Ferla; Harold Enrique Huerto-Cardenas; Fabrizio Leonforte; Alessandro Miglioli,2020-9,,https://api.elsevier.com/content/article/PII:S0360544220311981?httpAccept=text/xml,81.0
A literature review of energy flexibility in district heating with a survey of the stakeholders participation,112,2020,"… district heating system components, markets and the energy … Based on the discussion with a modified Smart District Heating … district heating concepts, the renewable energy use in …",https://www.sciencedirect.com/science/article/pii/S1364032120300460,,0,"fourth generation, district heating and cooling",10.1016/j.rser.2020.109750,Zheng Ma; Armin Knotzer; Joy Dalmacio Billanes; Bo Nørregaard Jørgensen,2020-5,,https://api.elsevier.com/content/article/PII:S1364032120300460?httpAccept=text/xml,73.0
District heating in 100 renewable energy systems: Combining industrial excess heat and heat pumps,110,2021,… heat (IEH) and heat pumps (HP) in future 4th generation district heating and smart energy … or positive effects on the integration of renewable energy sources (RES). It is necessary to …,https://www.sciencedirect.com/science/article/pii/S0196890421007032,,0,"4th generation, district heating and cooling",10.1016/j.enconman.2021.114527,Meng Yuan; Jakob Zinck Thellufsen; Peter Sorknæs; Henrik Lund; Yongtu Liang,2021-9,,https://api.elsevier.com/content/article/PII:S0196890421007032?httpAccept=text/xml,82.0
Review on the integration of high-temperature heat pumps in district heating and cooling networks,110,2022,… The integration of heat pumps into DHC (District Heating and Cooling) networks provides … district heating and cooling networks and the integration of high-temperature commercial heat …,https://www.sciencedirect.com/science/article/pii/S036054422102627X,,0,"4th generation, district heating and cooling",10.1016/j.energy.2021.122378,J. Barco-Burgos; J.C. Bruno; U. Eicker; A.L. Saldaña-Robles; V. Alcántar-Camarena,2022-1,,https://api.elsevier.com/content/article/PII:S036054422102627X?httpAccept=text/xml,73.0
Retrofitting coal-fired power plants for grid energy storage by coupling with thermal energy storage,110,2022,"… with thermal energy storage to enhance their operational flexibility, studies on retrofitting coal-fired power plants for grid energy storage is lacking. In this work, molten salt thermal …",https://www.sciencedirect.com/science/article/pii/S1359431122009802,,0,"5th generation, thermal grid",10.1016/j.applthermaleng.2022.119048,Qingqing Yong; Yanpei Tian; Xin Qian; Xiaobo Li,2022-10,,https://api.elsevier.com/content/article/PII:S1359431122009802?httpAccept=text/xml,105.0
"Optimal energy management system for microgrids considering energy storage, demand response and renewable power generation",104,2022,… a common ESS with a bi-directional power flow facility is incorporated in the proposed structure and electric vehicles (EVs) are employed as an additional flexible load in grid-to-vehicle (…,https://www.sciencedirect.com/science/article/pii/S0142061521009406,,0,"bi-directional, thermal grid",10.1016/j.ijepes.2021.107714,Ayşe Kübra Erenoğlu; İbrahim Şengör; Ozan Erdinç; Akın Taşcıkaraoğlu; João P.S. Catalão,2022-3,,https://api.elsevier.com/content/article/PII:S0142061521009406?httpAccept=text/xml,80.0
A comparison of prediction and forecasting artificial intelligence models to estimate the future energy demand in a district heating system,103,2023,Forecasting the short-term future energy demand in buildings and districts is a vital component towards the optimization of energy use and consequently the reduction in greenhouse …,https://www.sciencedirect.com/science/article/pii/S0360544223000555,,0,"fourth generation, district energy",10.1016/j.energy.2023.126661,Jason Runge; Etienne Saloux,2023-4,,https://api.elsevier.com/content/article/PII:S0360544223000555?httpAccept=text/xml,80.0
"A comprehensive study on simulation techniques for 5g networks: State of the art results, analysis, and future challenges",102,2020,"… in simulation techniques and platforms for fifth generation (5G) wireless cellular networks. In … Finally, the potential exploitation of 5G infrastructures in future electrical smart grids in order …",https://www.mdpi.com/2079-9292/9/3/468,,0,"fifth generation, thermal grid",10.3390/electronics9030468,Panagiotis K. Gkonis; Panagiotis T. Trakadas; Dimitra I. Kaklamani,3/11/2020,"Ιn this review article, a comprehensive study is provided regarding the latest achievements in simulation techniques and platforms for fifth generation (5G) wireless cellular networks. In this context, the calculation of a set of diverse performance metrics, such as achievable throughput in uplink and downlink, the mean Bit Error Rate, the number of active users, outage probability, the handover rate, delay, latency, etc., can be a computationally demanding task due to the various parameters that should be incorporated in system and link level simulations. For example, potential solutions for 5G interfaces include, among others, millimeter Wave (mmWave) transmission, massive multiple input multiple output (MIMO) architectures and non-orthogonal multiple access (NOMA). Therefore, a more accurate and realistic representation of channel coefficients and overall interference is required compared to other cellular interfaces. In addition, the increased number of highly directional beams will unavoidably lead to increased signaling burden and handovers. Moreover, until a full transition to 5G networks takes place, coexistence with currently deployed fourth generation (4G) networks will be a challenging issue for radio network planning. Finally, the potential exploitation of 5G infrastructures in future electrical smart grids in order to support high bandwidth and zero latency applications (e.g., semi or full autonomous driving) dictates the need for the development of simulation environments able to incorporate the various and diverse aspects of 5G wireless cellular networks.",https://www.mdpi.com/2079-9292/9/3/468/pdf,63.0
The future role of energy geostructures in fifth generation district heating and cooling networks,102,2022,… pump (GSHP) systems for supplying partial or full heating and cooling … of fifth generation district heating and cooling (5GDHC) networks can pave the way for the exploitation of energy …,https://www.sciencedirect.com/science/article/pii/S0360544221027304,,0,"5th generation, district heating and cooling",10.1016/j.energy.2021.122481,Saleh S. Meibodi; Fleur Loveridge,2022-2,,https://api.elsevier.com/content/article/PII:S0360544221027304?httpAccept=text/xml,61.0
High temperature heat pump integration into district heating network,101,2020,… of high temperature heat pumps (HTHPs) integration into district heating network (DHN) … DHN as a heat sink and source. It is used as a heat sink of HTHP that uses waste heat from the …,https://www.sciencedirect.com/science/article/pii/S0196890420302570,,0,"4th generation, district heat pump",10.1016/j.enconman.2020.112719,Carlos Mateu-Royo; Samer Sawalha; Adrián Mota-Babiloni; Joaquín Navarro-Esbrí,2020-4,,https://api.elsevier.com/content/article/PII:S0196890420302570?httpAccept=text/xml,78.0
Bibliographic analysis of the recent advancements in modeling and co-simulating the fifth-generation district heating and cooling systems,97,2020,"… simulation between district and building energy models is a … heating and cooling systems. In addition, the analysis demonstrates that the fifth generation district heating and cooling …",https://www.sciencedirect.com/science/article/pii/S0378778820305004,,0,"4th generation, district heating and cooling",10.1016/j.enbuild.2020.110260,Marwan Abugabbara; Saqib Javed; Hans Bagge; Dennis Johansson,2020-10,,https://api.elsevier.com/content/article/PII:S0378778820305004?httpAccept=text/xml,64.0
Large-scale living laboratory of seasonal borehole thermal energy storage system for urban district heating,88,2020,"… a large-scale borehole thermal energy storage system were … , a total of 33458.6 GJ of thermal energy was injected into the storage… thermal energy storage to be integrated into the district …",https://www.sciencedirect.com/science/article/pii/S0306261920302750,,0,"fifth generation, district thermal",10.1016/j.apenergy.2020.114763,Fang Guo; Xiaoyue Zhu; Junyue Zhang; Xudong Yang,2020-4,,https://api.elsevier.com/content/article/PII:S0306261920302750?httpAccept=text/xml,63.0
A solar-driven 5th generation district heating and cooling network with ground-source heat pumps: a thermo-economic analysis,88,2022,"… the thermal energy demand of the … 5 th generation bidirectional heating/cooling network is designed and modelled. The network is coupled with water-to-water heat pumps, ground heat …",https://www.sciencedirect.com/science/article/pii/S2210670721007113,,0,"5th generation, district heating and cooling",10.1016/j.scs.2021.103438,Francesco Calise; Francesco Liberato Cappiello; Massimo Dentice d'Accadia; Fontina Petrakopoulou; Maria Vicidomini,2022-1,,https://api.elsevier.com/content/article/PII:S2210670721007113?httpAccept=text/xml,75.0
Modelling a fifth-generation bidirectional low temperature district heating and cooling (5GDHC) network for nearly Zero Energy District (nZED),88,2021,… The need to develop energy-efficient and low-carbon economies lies at the heart of fifth-generation district heating and cooling (5GDHC) networks. The potential of these networks is …,https://www.sciencedirect.com/science/article/pii/S2352484721002729,,0,"4th generation, district heating and cooling",10.1016/j.egyr.2021.04.054,Matteo Bilardo; Federico Sandrone; Guido Zanzottera; Enrico Fabrizio,2021-11,,https://api.elsevier.com/content/article/PII:S2352484721002729?httpAccept=text/xml,59.0
"A systematic review of grid-connected photovoltaic and photovoltaic/thermal systems: Benefits, challenges and mitigation",87,2023,… Some gaps have been observed in the current investigation research on evaluating all components and/or systems of solar power generation based-PV and PV/T in grid-connected …,https://journals.sagepub.com/doi/abs/10.1177/0958305X221117617,,0,"4th generation, thermal grid",10.5220/0011884800003491,Amirmohammad Behzadi; Sasan Sadrizadeh,2023,,,0.0
Quantifying demand balancing in bidirectional low temperature networks,87,2020,… Bidirectional low temperature networks (BLTNs) are a promising technology to … heating and cooling sector. The energy efficiency of a BLTN strongly depends on the heating and cooling …,https://www.sciencedirect.com/science/article/pii/S0378778820309889,,0,"bidirectional, district heating and cooling",10.1016/j.enbuild.2020.110245,Marco Wirtz; Lukas Kivilip; Peter Remmen; Dirk Müller,2020-10,,https://api.elsevier.com/content/article/PII:S0378778820309889?httpAccept=text/xml,50.0
Large-scale geothermal collector systems for 5th generation district heating and cooling networks,86,2021,… With 4th Generation district heating networks (4GDH) smart thermal grids where introduced and efficiency increased by use of renewable energy sources [6]. In those smart thermal …,https://www.mdpi.com/2071-1050/13/11/6035,,0,"4th generation, district heating and cooling",10.3390/su13116035,Robin Zeh; Björn Ohlsen; David Philipp; David Bertermann; Tim Kotz; Nikola Jocić; Volker Stockinger,5/27/2021,"Low temperature district heating and cooling networks (5GDHC) in combination with very shallow geothermal energy potentials enable the complete renewable heating and cooling supply of settlements up to entire city districts. With the help of 5GDHC, heating and cooling can be distributed at a low temperature level with almost no distribution losses and made useable to consumers via decentralized heat pumps (HP). Numerous renewable heat sources, from wastewater heat exchangers and low-temperature industrial waste heat to borehole heat exchangers and large-scale geothermal collector systems (LSC), can be used for these networks. The use of large-scale geothermal collector systems also offers the opportunity to shift heating and cooling loads seasonally, contributing to flexibility in the heating network. In addition, the soil can be cooled below freezing point due to the strong regeneration caused by the solar irradiation. Multilayer geothermal collector systems can be used to deliberately generate excessive cooling of individual areas in order to provide cooling energy for residential buildings, office complexes or industrial applications. Planning these systems requires expertise and understanding regarding the interaction of these technologies in the overall system. This paper provides a summary of experience in planning 5GDHC with large-scale geothermal collector systems as well as other renewable heat sources.",https://www.mdpi.com/2071-1050/13/11/6035/pdf,46.0
A review of borehole thermal energy storage and its integration into district heating systems,85,2024,"… This study initially introduces different TES methods and the district heating and cooling (… the system temperature and increases its efficiency, which is vital in low-temperature 5th-…",https://www.sciencedirect.com/science/article/pii/S1364032123010948,,0,"low temperature, district thermal",10.1016/j.rser.2023.114236,Habibollah Sadeghi; Ramin Jalali; Rao Martand Singh,2024-3,,https://api.elsevier.com/content/article/PII:S1364032123010948?httpAccept=text/xml,80.0
A general transfer learning-based framework for thermal load prediction in regional energy system,84,2021,"… This paper, therefore, proposes a general transfer learning-based framework to predict thermal load with limited data. In this framework, similarity measurement index (SMI) is first …",https://www.sciencedirect.com/science/article/pii/S0360544220324294,,0,"bi-directional, district thermal",10.1016/j.energy.2020.119322,Yakai Lu; Zhe Tian; Ruoyu Zhou; Wenjing Liu,2021-2,,https://api.elsevier.com/content/article/PII:S0360544220324294?httpAccept=text/xml,66.0
Low carbon district heating in China in 2025-a district heating mode with low grade waste heat as heat source,83,2021,… This paper presents a low carbon district heating system that features a low return water … -power decoupling with heat pump and thermal storage. This Low carbon district heating 2025 …,https://www.sciencedirect.com/science/article/pii/S0360544221010136,,0,"5th generation, district heat pump",10.1016/j.energy.2021.120765,Lin Fu; Yonghong Li; Yanting Wu; Xiaoyin Wang; Yi Jiang,2021-9,,https://api.elsevier.com/content/article/PII:S0360544221010136?httpAccept=text/xml,63.0
Low-temperature air source heat pump system for heating in severely cold area: Long-term applicability evaluation,81,2022,"… source heat pumps (ASHPs) have gained popularity in cold regions without central heating … performance of ASHPs may meet the heating demand at an ambient temperature of −20 C, …",https://www.sciencedirect.com/science/article/pii/S0360132321009860,,0,"low temperature, district heat pump",10.1016/j.buildenv.2021.108594,Chunling Wu; Fang Liu; Xiaofeng Li; Zhichao Wang; Zhaowei Xu; Wenyuan Zhao; Yingxia Yang; Pin Wu; Ce Xu; Yichao Wang,2022-1,,https://api.elsevier.com/content/article/PII:S0360132321009860?httpAccept=text/xml,61.0
Energy cascade connection of a low-temperature district heating network to the return line of a high-temperature district heating network,81,2020,… in an area where heat is supplied by a well-established high-temperature district heating network (HTDHN) then it can be a problem to switch to low-temperature district heating. It can …,https://www.sciencedirect.com/science/article/pii/S0360544220304114,,0,"low temperature, district heating and cooling",10.1016/j.energy.2020.117304,Anna Volkova; Igor Krupenski; Aleksandr Ledvanov; Aleksandr Hlebnikov; Kertu Lepiksaar; Eduard Latõšov; Vladislav Mašatin,2020-5,,https://api.elsevier.com/content/article/PII:S0360544220304114?httpAccept=text/xml,56.0
"A new type of two-supply, one-return, triple pipe-structured heat loss model based on a low temperature district heating system",81,2021,"… of a fourth-generation smart pipe network system, this paper innovatively proposes a new TOTS (Two-supply/One-return, triple pipe structure) arrangement method for district heating …",https://www.sciencedirect.com/science/article/pii/S0360544220326761,,0,"fourth generation, district thermal",10.1016/j.energy.2020.119569,Qian Xu; Kang Wang; Zhenwei Zou; Liqiong Zhong; Nevzat Akkurt; Junxiao Feng; Yaxuan Xiong; Jingxiao Han; Jiulong Wang; Yanping Du,2021-3,,https://api.elsevier.com/content/article/PII:S0360544220326761?httpAccept=text/xml,63.0
