title,num_citations,year,excerpt,url,url_pdf,indicator,key_words
Challenges in smart low-temperature district heating development,56,2014,"… Meanwhile, the current unidirectional heat supply structure may need to adapt bi-directional heat … Agent based models use a class of computational models includes physical or virtual …",https://www.sciencedirect.com/science/article/pii/S1876610214031798,,0,"bi-directional, model, district energy"
A method for technical assessment of power-to-heat use cases to couple local district heating and electrical distribution grids,56,2019,"… The method uses a dynamic modeling approach for the district heating network, which considers bi-directional mass flows, heat transport delays and other thermal-hydraulic aspects …",https://www.sciencedirect.com/science/article/pii/S0360544219311399,,0,"bi-directional, model, district energy"
Coordinated operation of the electricity and natural gas systems with bi-directional energy conversion,18,2017,… loop-locked system with bi-directional energy conversion. … and power system with bi-directional energy conversion. The … This model and method can provide the system operators with …,https://www.sciencedirect.com/science/article/pii/S1876610217303806,,0,"bi-directional, model, district energy"
Steady-state analysis of the integrated natural gas and electric power system with bi-directional energy conversion,233,2016,… state analysis of the integrated energy system with bi-directional energy conversion. A set of … is obtained by combining the stated flow models. The bi-directional energy flow is formed by …,https://www.sciencedirect.com/science/article/pii/S0306261916306572,,0,"bi-directional, model, district energy"
A thermodynamic analysis of a novel bidirectional district heating and cooling network,70,2018,"… We show that a simple model of a low-density, high-distribution loss network is more … area in its own right, as dynamic pump flows get quite complicated in a bi-directional flow network. …",https://www.sciencedirect.com/science/article/pii/S0360544217319801,,0,"bi-directional, model, district energy"
"Evaluating the impact of multi-carrier energy storage systems in optimal operation of integrated electricity, gas and district heating networks",74,2020,… increasing heat loss in the district heating network by growth of … energy markets and operation cost of the whole integrated … An energy management model for multi-carrier microgrid has …,https://www.sciencedirect.com/science/article/pii/S135943111936212X,,0,"bi-directional, model, district energy"
Mathematical model of a swarm robotic system with wireless bi-directional energy transfer,11,2020,"… Here we present a generalized mathematical model, describing the energy potential of an individual swarm agent and of a swarm as a whole. When developing this model, we used …",https://link.springer.com/chapter/10.1007/978-3-030-37841-7_2,,0,"bi-directional, model, district energy"
Bibliographic analysis of the recent advancements in modeling and co-simulating the fifth-generation district heating and cooling systems,39,2020,… to the modeling and simulation of the fifth generation DHC … ii) integrated simulation including building energy performance. The … between district energy models and building models can …,https://www.sciencedirect.com/science/article/pii/S0378778820305004,,0,"fifth-generation, models, district cooling"
Development of a topology analysis tool for fifth-generation district heating and cooling networks,95,2019,… of the DH network will be further reduced in future generations with the aim of increasing the renewable energy fraction and the energy efficiency of district energy systems (DES). …,https://www.sciencedirect.com/science/article/pii/S0196890419306211,,0,"fifth-generation, models, district cooling"
Fifth generation district energy systems for low carbon cities,4,2019,… energy system planning by developing models and methods for generating optimal solutions to efficient urban energy … improvement potentials in energy requirements and associated …,https://infoscience.epfl.ch/record/272726,,0,"fifth-generation, models, district cooling"
Fifth-generation district heating and cooling substations: Demand response with artificial neural network-based model predictive control,27,2020,"… Fifth-generation district heating and cooling (5GDHC) systems promote these goals, with some marked differences from traditional district heating or district cooling networks, as well …",https://www.mdpi.com/804582,,0,"fifth-generation, models, district cooling"
Recent advances in district energy systems: A review,23,2020,"… is the fifth generation of DSs. It uses a single circuit for providing heating and cooling. The … is more needed as a net (cooling or heating), either from the central plant or in the opposite …",https://www.sciencedirect.com/science/article/pii/S2451904920301980,,0,"fifth-generation, models, district cooling"
Area energy and area spectrum efficiency trade-off in 5G heterogeneous networks,21,2015,… in a joint spectrum and energy efficient manner for the future Fifth generation (5G) networks. D2D … This paper investigates the trade-off between Area Energy Efficiency (AEE) and Area …,https://ieeexplore.ieee.org/abstract/document/7247337/,,0,"fifth-generation, models, district cooling"
"District energy systems: A collaborative exchange of results on planning, operation and modelling for energy efficiency",8,2018,… in the area of District Heating and Cooling. The objective of the workshop was twofold: (1) to create a cluster of European funded projects working in the area of District Energy Systems; …,https://www.mdpi.com/332316,,0,"fifth-generation, models, district cooling"
Unmanned aerial vehicles optimal airtime estimation for energy aware deployment in IoT-enabled fifth generation cellular networks,7,2020,"… types of energy saving reducing communication energy minimize the transmission power energy … To reduce mechanical cost an energy intake model is needed. However, changing the …",https://jwcn-eurasipjournals.springeropen.com/articles/10.1186/s13638-020-01877-0,,0,"fifth-generation, models, district cooling"
Climate simulation over CORDEX Africa domain using the fifth-generation Canadian Regional Climate Model (CRCM5),107,2013,… between the model and reanalysis in this region. Compared … region is displaced to the south. This implies a southward displacement of the zone of convergence of the humid and cooler …,https://link.springer.com/article/10.1007/s00382-012-1387-z,,0,"fifth-generation, models, district cooling"
Fifth generation (5G) cellular and the network for tomorrow: cognitive and cooperative approach for energy savings,33,2017,"… on energy efficiency. This paper presents several techniques to enable energy savings for … low power network acquisition, energy efficient paging, and dynamic/opportunistic network …",https://www.sciencedirect.com/science/article/pii/S1084804516303125,,0,"fifth-generation, models, district cooling"
"Fifth-generation thermal grids and heat pumps: a pilot project in Leuven, Belgium",10,2017,"… of local energy sources and considering that the cooling demand will … energy cocktail of a low temperature thermal grid of the fifth generation combined with ground sources, river energy …",https://www.rehvam2018atic.eu/images/workshops/8/Dedecker_5thgenerationgrid.pdf,http://scholar.google.com/https://www.rehvam2018atic.eu/images/workshops/8/Dedecker_5thgenerationgrid.pdf,0,"fifth-generation, models, district cooling"
A comprehensive survey on millimeter wave communications for fifth-generation wireless networks: Feasibility and challenges,235,2020,"… resulting from the reduced energy managed by the small … technologies for 5G, energy efficiency has become another … and concurrently manage the energy-efficient design, hybrid …",https://ieeexplore.ieee.org/abstract/document/9050553/,,0,"fifth-generation, models, district cooling"
Review and analysis of promising technologies with respect to Fifth generation networks,94,2014,"… The model architectures of MIMO and DAS were shown. From analysis, it is clear that the spectral and energy efficiency is possible if the designer resolves the issues of indoor and …",https://ieeexplore.ieee.org/abstract/document/6906653/,,0,"fifth-generation, models, district cooling"
Overview of millimeter wave communications for fifth-generation (5G) wireless networks—With a focus on propagation models,1188,2017,"… energy efficiency increased as the number of small cells increased [48], and backhaul RF measurements and models … figure, for comparing energy efficiency and power consumption in …",https://ieeexplore.ieee.org/abstract/document/7999294/,,0,"fifth-generation, models, district cooling"
Bidirectional low temperature district energy systems with agent-based control: Performance comparison and operation optimization,132,2018,"… district heating systems, bidirectional low temperature networks (LTN) can be viewed as a fifth generation district heating and cooling … increase energy efficiency for heating and cooling …",https://www.sciencedirect.com/science/article/pii/S0306261917314940,,0,"fifth-generation, models, district cooling"
Towards energy efficient and quality of service aware cell zooming in 5G wireless networks,20,2015,… base stations and eventually higher energy consumption in Fifth Generation (5G) wireless networks… We demonstrated that our proposed algorithm has the best area energy efficiency as …,https://ieeexplore.ieee.org/abstract/document/7391181/,,0,"fifth-generation, models, district cooling"
Real-time energy trading and future planning for fifth generation wireless communications,35,2017,"… Fifth generation (5G) cellular networks are anticipated to be densely deployed with a significantly reduced coverage area per cell… Consequently, the total energy consumption of all base …",https://ieeexplore.ieee.org/abstract/document/8014289/,,0,"fifth-generation, models, district cooling"
District heating and cooling: Review of technology and potential enhancements,739,2012,… of district energy systems in communities. ► Identified and examined energy and exergy efficiencies of district energy systems. … Modeling and analysis of building systems that integrate …,https://www.sciencedirect.com/science/article/pii/S030626191100242X,,0,"5th generation, simulation, district cooling"
4th Generation District Heating (4GDH): Integrating smart thermal grids into future sustainable energy systems,2224,2014,"… Generation District Heating (4GDH) including the relations to District Cooling and the concepts of smart energy … However, the definition of this district cooling generation technology is …",https://www.sciencedirect.com/science/article/pii/S0360544214002369,,0,"5th generation, simulation, district cooling"
"Modeling, planning and optimal energy management of combined cooling, heating and power microgrid: A review",564,2014,"… Accurate modeling is the first and most important step for planning and energy management of the CCHP microgrid, so this paper first presents an review of modeling of the CCHP …",https://www.sciencedirect.com/science/article/pii/S0142061513002883,,0,"5th generation, simulation, district cooling"
Urban building energy modeling–A review of a nascent field,802,2016,… [53] recently developed an “autozoner” algorithm which automatically generates ASHRAE 90.1 Appendix G compliant multi-zone energy models from closed boundary representations (…,https://www.sciencedirect.com/science/article/pii/S0360132315003248,,0,"5th generation, simulation, district cooling"
Hybrid renewable energy systems for power generation in stand-alone applications: A review,827,2012,"… of the renewable hybrid energy systems. It is indeed evident that this area is still emerging … on the unit sizing, optimization, energy management and modeling of the hybrid renewable …",https://www.sciencedirect.com/science/article/pii/S1364032112001025,,0,"5th generation, simulation, district cooling"
Combined heat and power dispatch considering pipeline energy storage of district heating network,599,2015,… the temperature dynamics of DHN for exploiting energy storage as an option for managing the variability of wind energy. The simulation results are discussed for several test systems to …,https://ieeexplore.ieee.org/abstract/document/7243359/,,0,"5th generation, simulation, district cooling"
Microgrids research: A review of experimental microgrids and test systems,928,2011,"… that comprises distributed generation, energy storage and … significantly different microgrid simulation networks present in … The system is equipped with a central energy storage, which …",https://www.sciencedirect.com/science/article/pii/S136403211000328X,,0,"5th generation, simulation, district cooling"
MES (multi-energy systems): An overview of concepts and evaluation models,1221,2014,"… the district level, for instance in typical district energy systems … generation such as from CHP or EHP and distribute energy … for modeling the complexity of the multi-energy interactions …",https://www.sciencedirect.com/science/article/pii/S0360544213008931,,0,"5th generation, simulation, district cooling"
International review of district heating and cooling,691,2017,"… of district cooling systems, mainly for covering space cooling demands in buildings. However, this district cooling … has been more recent compared to the development of district heating. …",https://www.sciencedirect.com/science/article/pii/S036054421730614X,,0,"5th generation, simulation, district cooling"
Energy management and operational planning of a microgrid with a PV-based active generator for smart grid applications,1156,2011,… generation can be controlled and optimized by the energy … production units by a central Energy Management System (… plant and on te real-time simulation devoted to power systems. …,https://ieeexplore.ieee.org/abstract/document/5720519/,,0,"5th generation, simulation, district cooling"
Doubly fed induction machine: modeling and control for wind energy generation,1252,2011,"… Therefore, today this book seems to be the unique and comprehensive reference, exclusively dedicated to the DFIM modeling and control and applied to wind energy generation. …","https://books.google.com/books?hl=en&lr=&id=JzvjOp8pY8QC&oi=fnd&pg=PP10&dq=5th+generation,+simulation,+district+cooling&ots=qh3ewuspXC&sig=QeKtwJTuwlotXo6SAe6Qao6b2AA",,0,"5th generation, simulation, district cooling"
… sets of vegetation leaf area index (LAI) 3g and fraction of photosynthetically active radiation (FPAR) 3g derived from global inventory modeling and mapping studies …,783,2013,"… Long-term global data sets of vegetation Leaf Area Index (LAI) and Fraction of … global vegetation dynamics and for modeling exchanges of energy, mass and momentum between the …",https://www.mdpi.com/2072-4292/5/2/927,,0,"5th generation, simulation, district cooling"
"Security and privacy in decentralized energy trading through multi-signatures, blockchain and anonymous messaging streams",1184,2016,… ated energy while simulating agent … and simulated energy trading case scenarios among peers in a SG. We performed security and performance analysis and evaluation. We simulated …,https://ieeexplore.ieee.org/abstract/document/7589035/,,0,"5th generation, simulation, district cooling"
Achieving better energy-efficient air conditioning–a review of technologies and strategies,830,2013,… A simulation energy using DOE-2 and TRNSYS was conducted to study district cooling equipped with ice-storage facility for a hypothetical waterfront site in Hong Kong. The …,https://www.sciencedirect.com/science/article/pii/S030626191200743X,,0,"5th generation, simulation, district cooling"
Renewable energy sources and frequency regulation: survey and new perspectives,581,2010,"… This section provides a simulation study on the impacts of solar and wind power units on the power system frequency. For this purpose, as shown in Fig. 2, a network with the same …",https://digital-library.theiet.org/content/journals/10.1049/iet-rpg.2009.0049,,0,"5th generation, simulation, district cooling"
"Electric vehicles and the electric grid: A review of modeling approaches, Impacts, and renewable energy integration",967,2013,"… energy into existing electric grids. This paper reviews the current literature on EVs, the electric grid, and renewable energy … of EVs to integrate renewable energy sources are assessed; …",https://www.sciencedirect.com/science/article/pii/S1364032112006557,,0,"5th generation, simulation, district cooling"
A review of computer tools for analysing the integration of renewable energy into various energy systems,1966,2010,"… of this study was to identify energy tools that could simulate a 100% renewable energy-system. … energy tools considered never simulated a 100% renewable energy-system. Instead, the …",https://www.sciencedirect.com/science/article/pii/S0306261909004188,,0,"5th generation, simulation, district cooling"
Optimum design of hybrid renewable energy systems: Overview of different approaches,828,2012,"… Simulation programs are the most common tools for evaluating performance of the hybrid renewable energy … By using the mentioned simulation programs, the optimum configuration …",https://www.sciencedirect.com/science/article/pii/S1364032111005478,,0,"5th generation, simulation, district cooling"
A residential energy management system with bi-level optimization-based bidding strategy for day-ahead bi-directional electricity trading,54,2020,… This paper focuses on addressing the research gaps found in the literature by developing a comprehensive BEMS model for bi-directional energy trading that determines optimal day-…,https://www.sciencedirect.com/science/article/pii/S0306261919320094,,0,"bi-directional, models, district heating and cooling"
Bi-directional interactions between users and cognitive buildings by means of smartphone app,33,2016,"… The IoT makes possible a bi-directional interaction, which is the core interest of the … bi-directional relation between the user and the building through the Building Information Modeling (…",https://ieeexplore.ieee.org/abstract/document/7580819/,,0,"bi-directional, models, district heating and cooling"
1MW bi-directional DC solid state circuit breaker based on air cooled reverse blocking-IGCT,82,2015,"… model was found to be in good agreement with the experimental results. Standard air cooling … presented the development of an air-cooled 1MW bi-directional DC SSCB (ie 1kA, 1kV) …",https://ieeexplore.ieee.org/abstract/document/7157906/,,0,"bi-directional, models, district heating and cooling"
Free cooling potential of a PCM-based heat exchanger coupled with a novel HVAC system for simultaneous heating and cooling of buildings,50,2018,"… In particular, a model of a PCM-based heat exchanger was developed in this work … zone air flow was modelled by placing doors in the building. The door model allows for bi-directional …",https://www.sciencedirect.com/science/article/pii/S2210670717307515,,0,"bi-directional, models, district heating and cooling"
Bi-directional nozzle control of multistage radial-inflow turbine for optimal part-load operation of compressed air energy storage,27,2019,"… model for radial-inflow turbines, and thermodynamic models for the rest of CAES components. According to our analysis, the optimized bi-directional … that the bi-directional nozzle control …",https://www.sciencedirect.com/science/article/pii/S0196890418313487,,0,"bi-directional, models, district heating and cooling"
"New developments in illumination, heating and cooling technologies for energy-efficient buildings",96,2010,"… Optimal control and accurate modelling of HVAC (heating, ventilation, and air-conditioning) … module is a bi-directional thermodiode. A photo of one the bi-directional thermodiodes they …",https://www.sciencedirect.com/science/article/pii/S0360544209001947,,0,"bi-directional, models, district heating and cooling"
Thermal design and characterization of a modular integrated liquid cooled 1200 V-35 A SiC MOSFET bi-directional switch,7,2017,"… A new integrated liquid cooled bi-directional power switch for matrix converters was … the direct liquid cooled modular bi-directional switch, an accurate thermal fluid dynamic model was …",https://www.sciencedirect.com/science/article/pii/S0026271417302500,,0,"bi-directional, models, district heating and cooling"
A validation of a ray-tracing tool used to generate bi-directional scattering distribution functions for complex fenestration systems,109,2013,"… of Energy and the California Energy Commission through its Public Interest Energy Research Program, CFS modeling … These new modeling capabilities use bi-directional scattering …",https://www.sciencedirect.com/science/article/pii/S0038092X13003940,,0,"bi-directional, models, district heating and cooling"
The status of 4th generation district heating: Research and results,430,2018,… This review has addressed the need for a new fourth generation of district heating as a key … future sustainable energy systems. Heat in 4GDH is delivered from non-fossil energy sources …,https://www.sciencedirect.com/science/article/pii/S0360544218317420,,0,"5th generation, models, district energy"
Modelling and optimization of CHP based district heating system with renewable energy production and energy storage,377,2015,… energy source (RES) is playing an increasingly important role to reduce fossil fuels in district heating (… (CHP) based DH system with RES and energy storage system (ESS) is studied. A …,https://www.sciencedirect.com/science/article/pii/S0306261915010909,,0,"5th generation, models, district energy"
Utilizing thermal building mass for storage in district heating systems: Combined building level simulations and system level optimization,83,2018,… mass for storage in district heating systems in order to reduce the operational costs of the district heating systems by optimally shifting the district heat load. District heating systems are …,https://www.sciencedirect.com/science/article/pii/S0360544218307060,,0,"5th generation, models, district energy"
Heat distribution and the future competitiveness of district heating,499,2011,"… The challenge at hand in this study is to estimate linear heat densities before district heating is established in a city district. As seen above, linear heat density is, in its traditional form, …",https://www.sciencedirect.com/science/article/pii/S0306261910003855,,0,"5th generation, models, district energy"
The role of district heating in future renewable energy systems,960,2010,"… energy system analysis of the complete national energy … for various heating options, including district heating as well as … and could be substituted by district heating or a more efficient …",https://www.sciencedirect.com/science/article/pii/S036054420900512X,,0,"5th generation, models, district energy"
Heat Roadmap Europe: Combining district heating with heat savings to decarbonise the EU energy system,835,2014,"… EU energy scenario which includes district heating grids. To neglect this unresolved significant part of the energy … costs for decarbonising the European energy system. In line with this, a …",https://www.sciencedirect.com/science/article/pii/S0301421513010574,,0,"5th generation, models, district energy"
Flexibility of a combined heat and power system with thermal energy storage for district heating,418,2013,… energy systems on the supply side requires increased flexibility at the demand side. We present a model … power system coupled to a thermal energy storage solution that can be either …,https://www.sciencedirect.com/science/article/pii/S0306261912008227,,0,"5th generation, models, district energy"
A review of modelling approaches and tools for the simulation of district-scale energy systems,491,2015,… This section provides a detailed review of the models and modelling approaches that are … district energy systems. The models are divided into the following sections: district energy …,https://www.sciencedirect.com/science/article/pii/S1364032115007704,,0,"5th generation, models, district energy"
Combined analysis of electricity and heat networks,671,2016,… of integrated energy networks is district heating … a district heating system act as linkages between electricity and heat networks. Such integrated electricity and heat networks with energy …,https://www.sciencedirect.com/science/article/pii/S0306261915001385,,0,"5th generation, models, district energy"
Paradigm shift in urban energy systems through distributed generation: Methods and models,462,2011,"… energy demand, energy distribution systems (national electric grid, natural gas distribution grid, electric active grids, district heating and district cooling … The implementation of models to …",https://www.sciencedirect.com/science/article/pii/S0306261910004204,,0,"5th generation, models, district energy"
Increasing the flexibility of combined heat and power for wind power integration in China: Modeling and implications,493,2014,"… the district heating system changes the interior water temperature, providing a lower cost, more environmentally friendly energy … The operational decisions for these heating devices are …",https://ieeexplore.ieee.org/abstract/document/6913019/,,0,"5th generation, models, district energy"
Smart energy and smart energy systems,755,2017,… in the coherency of a smart energy system [67]. Such an … for district heating as well as covering cooling and low-temperature heat demands in industry using district heating and cooling. …,https://www.sciencedirect.com/science/article/pii/S0360544217308812,,0,"5th generation, models, district energy"
IEA EBC annex 67 energy flexible buildings,349,2017,"… in communities with district heating or community heating (common heating system for a … energy generation, (eg wind power) may be utilized for heating in the district/community heating …",https://www.sciencedirect.com/science/article/pii/S0378778817317024,,0,"5th generation, models, district energy"
Decentralized cooling in district heating network: System simulation and parametric study,24,2012,… Results show that replacement of the fourth with the fifth generation TDC increases the system electrical COP from 2.64 to 5.27. The results obtained from parametric studies show that …,https://www.sciencedirect.com/science/article/pii/S030626191100660X,,0,"fifth-generation, simulation, district heating and cooling"
A novel dynamic simulation model for the thermo-economic analysis and optimisation of district heating systems,37,2020,"… simulation tool able to assess and optimize the energy, environmental and economic performance of standard and innovative district heating/cooling … the analysis of fifth generation DHC …",https://www.sciencedirect.com/science/article/pii/S0196890420305963,,0,"fifth-generation, simulation, district heating and cooling"
The reservoir network: A new network topology for district heating and cooling,51,2020,"… We used Modelica simulations to compare the new single-pipe reservoir network to a basecase double-pipe network, taking yearly demand profiles of different building types for …",https://www.sciencedirect.com/science/article/pii/S0360544220305259,,0,"fifth-generation, simulation, district heating and cooling"
Steps towards modern trends in district heating,4,2017,… on new trends in district heating a cooling (DHC) area and … The method presented in this paper is based on a simulation … following directions - the features of the fifth generation [14]. …,https://publikace.k.utb.cz/handle/10563/1007599,,0,"fifth-generation, simulation, district heating and cooling"
Evaluation of low-exergy heating and cooling systems and topology optimization for deep energy savings at the urban district level,36,2020,"… In this study, energy modeling is used to compare the energy performance of “conventional” … This work will focus on so-called “fifth generation district heating and cooling (5GDHC) …",https://www.sciencedirect.com/science/article/pii/S0196890420306506,,0,"fifth-generation, simulation, district heating and cooling"
"Comparing strategies for improving thermal performance of an existing district heating (DH) network: low temperature DH in Omsk, Russia",8,2020,"… ©, Russian commercial software for simulation of a district energy system’s behavior. Reference … Development of a topology analysis tool for fifth-generation district heating and cooling …",https://www.e3s-conferences.org/articles/e3sconf/abs/2020/33/e3sconf_icacer2020_03001/e3sconf_icacer2020_03001.html,,0,"fifth-generation, simulation, district heating and cooling"
Dynamical downscaling with the fifth-generation Canadian regional climate model (CRCM5) over the CORDEX Arctic domain: effect of large-scale spectral …,17,2018,… simulated sea-surface temperature (SST) is empirically corrected and used as lower boundary conditions over the ocean for an atmosphere-only global simulation … a hindcast simulation …,https://link.springer.com/article/10.1007/s00382-017-3912-6,,0,"fifth-generation, simulation, district heating and cooling"
"Report on a plus-energy district with low-temperature dhc network, novel agrothermal heat source, and applied demand response",16,2019,"… District heating and cooling networks can pose the possibility … Reducing the grid temperature in fifth generation DHC … for building simulations, especially when simulating multiple zone …",https://www.mdpi.com/580502,,0,"fifth-generation, simulation, district heating and cooling"
Initial assessment of a 5th generation district energy network in central London,5,2020,"… large-scale fifth generation (5G) smart energy network using an area in central London as a … Women in the refrigeration, air-conditioning and heat pumps industry. 6th IIR Conference on …",https://openresearch.lsbu.ac.uk/item/8vx08,,0,"fifth-generation, simulation, district heating and cooling"
Reduced order models for rapid analysis of ambient loops for commercial buildings,5,2018,"… The energy performance of buildings served by a 5GDHC network is a strong function of the … district energy system layout, the impact of connecting individual buildings to a 5GDHC …",https://search.proquest.com/openview/5e58dd1de0df3be2f132fa2dd78a941f/1?pq-origsite=gscholar&cbl=18750&diss=y,,0,"5GDHC, models, district cooling"
A topology optimization framework to facilitate adoption of advanced district thermal energy systems,3,2020,"… This study considers a 5GDHC system in a two-pipe … offers several model types, and random forest models were … district energy system or when it is served by its own dedicated building …",https://iopscience.iop.org/article/10.1088/1755-1315/588/2/022054/meta,,0,"5GDHC, models, district cooling"
A comparison of different heating and cooling energy delivery systems and the Integrated Community Energy and Harvesting system in heating dominant communities,4,2020,"… a 5GDHC system, is a district energy system that incorporates heat pumps to couple the thermal and electrical energy … on energy markets in Ontario, a discussion of energy modelling …",https://macsphere.mcmaster.ca/handle/11375/26162,,0,"5GDHC, models, district cooling"
Integrated distribution system and urban district planning with high renewable penetrations,20,2019,"… and ownership model for how the district energy system will be … and power lines, district heating and cooling loops, generation and … , districts with multi-energy technologies like 5GDHC …",https://wires.onlinelibrary.wiley.com/doi/abs/10.1002/wene.339,,0,"5GDHC, models, district cooling"
"Optimal Integration of District Heating, District Cooling, Heat Sources and Heat Sinks",4,2019,"… model was applied to the new development district of Copenhagen, Nordhavn, to supply DH and DC and to the existing DH network of Tallinn, Estonia. The optimization model … 5GDHC …",https://orbit.dtu.dk/files/212285902/submitted_PhD_thesis_Henrik_Pieper.pdf,http://scholar.google.com/https://orbit.dtu.dk/files/212285902/submitted_PhD_thesis_Henrik_Pieper.pdf,0,"5GDHC, models, district cooling"
Analysis of district heating and cooling systems in Spain,7,2020,"… An overall idea of this new 5GDHC is to use supply water to decentralized Water-Source … overview of district energy systems, to analyze the deployment of the district energy system in …",https://www.sciencedirect.com/science/article/pii/S2352484720316280,,0,"5GDHC, models, district cooling"
5th Generation District Heating: A novel design approach based on mathematical optimization,101,2020,… All aforementioned studies do not consider district cooling networks or waste heat recovery. … -based deterministic LP model for designing distributed energy systems with BLTNs is …,https://www.sciencedirect.com/science/article/pii/S0306261919318458,,0,"5GDHC, models, district cooling"
Quantifying demand balancing in bidirectional low temperature networks,31,2020,… The linear program used in this study is adapted from a model … The optimization model is described by two superstructures: … and profitability of district energy systems with BLTN are …,https://www.sciencedirect.com/science/article/pii/S0378778820309889,,0,"5GDHC, models, district cooling"
Interactive buildings: A review,19,2019,"… energy modeling software is preferred to statistical models for … include diversity effects in district energy systems, resource … Fifth-generation district heating and cooling systems (5GDHC…",https://www.mdpi.com/501760,,0,"5GDHC, models, district cooling"
Opportunities for integrating underground railways into low carbon urban energy networks: A review,5,2019,"… through district energy systems, showing how district heating can … As for 5GDHC, it not only involves smart coupling of sectors, … in milder climates, while modeling the system in a warmer …",https://www.mdpi.com/514792,,0,"5GDHC, models, district cooling"
District energy systems: Modelling paradigms and general-purpose tools,55,2018,"… modelling paradigms for modelling and simulating district energy systems are discussed. A … For modelling of district energy systems including bidirectional flows, the results of this study …",https://www.sciencedirect.com/science/article/pii/S0360544218317274,,0,"bidirectional, simulation, district energy"
Towards a DESTEST: A district energy simulation test developed in IBPSA project 1,10,2019,"This paper presents the first steps towards a District Energy Simulation Test (DESTEST), which is part of IBPSA Project 1. The goal is to develop a test sequel for district energy …",https://vbn.aau.dk/en/publications/towards-a-destest-a-district-energy-simulation-test-developed-in-,,0,"bidirectional, simulation, district energy"
An extended energy hub approach for load flow analysis of highly coupled district energy networks: Illustration with electricity and heating,93,2018,"… of storage units, local generations and bidirectional energy flows. Although the approach … to model and simulate a multicarrier district energy system based on an extended energy hub …",https://www.sciencedirect.com/science/article/pii/S0306261917318135,,0,"bidirectional, simulation, district energy"
Pseudo-dynamic simulation on a district energy system made of coupling technologies,4,2018,"… In an extended energy hub approach, the hub bidirectional which enables it to act as a consumer or producer depending on the demand and local productions. In addition, the interface …",https://www.diva-portal.org/smash/record.jsf?pid=diva2:1296991,,0,"bidirectional, simulation, district energy"
