title,num_citations,year,excerpt,url,url_pdf,indicator,key_words
Study on the performance of a forced convection low temperature radiator for district heating,4,2023,"… Low temperature district heating has significant advantages in energy efficiency, but a huge amount of existing radiators lack the capabilities for low-temperate heating. The innovation …",https://www.sciencedirect.com/science/article/pii/S0360544223024301,,0,"low-temperature, district energy"
Optimal retrofit of district heating network to lower temperature levels,10,2023,… pressurized water for first and 2nd generation systems) to lower temperatures (hot water with T < 100 C for 3rd and 4th generation DHNs) with also concepts of ultra-low temperature …,https://www.sciencedirect.com/science/article/pii/S0360544223017802,,0,"low-temperature, district energy"
Techno-economic and environmental performance of two state-of-the-art solar-assisted district energy system topologies,2,2023,"… provided that a local low-temperature heat source can be … bidirectional, low temperature district networks using a mixed-… the unidirectional circulation of low-temperature water in a …",https://www.sciencedirect.com/science/article/pii/S0360544223010320,,0,"low-temperature, district energy"
Comparison of traditional district heating with low temperature district heating systems featuring organic Rankine cycle and heat pump,2,2023,"… the district heating based on the supply of low temperature water … The definition of low-temperature district heating (LTDH) … of distribution, namely low temperature systems (LTS) (supply/…",https://www.sciencedirect.com/science/article/pii/S0360544223017413,,0,"low-temperature, district energy"
Research progress on the fifth-generation district heating system based on heat pump technology,26,2023,"… [48] compared the economic viability of ultra-low-temperature district heating with low-temperature district heating, systematically assessed the correlation between economics and the …",https://www.sciencedirect.com/science/article/pii/S235271022300712X,,0,"low-temperature, district energy"
District heating and cooling networks with decentralised energy substations: Opportunities and barriers for holistic energy system decarbonisation,34,2023,"… district heating (DH) and district cooling (DC) can provide such sector coupling via district energy … of a 4G system, namely a low temperature system allowing efficient integration of RES. …",https://www.sciencedirect.com/science/article/pii/S0360544223001342,,0,"low-temperature, district energy"
… optimization of solar-driven low temperature district heating and cooling system integrated with distributed water-lithium bromide absorption heat pumps,13,2023,… Low temperature of space heating contributes to utilizing renewable energy … low temperature district heating and cooling contributes to utilizing more low-grade heat such as waste heat …,https://www.sciencedirect.com/science/article/pii/S0038092X23001202,,0,"low temperature, district heat pump"
Coming in from the cold: Heat pump efficiency at low temperatures,12,2023,"… winters with minimum temperatures above −10C, our analysis suggests that heat pumps can be … over performance or the need for back-up heating capacity. This is subject to thorough …",https://www.cell.com/joule/fulltext/S2542-4351(23)00351-3?{{{EngagementData}}}=&emci=96aa5cb5-2a56-ee11-9937-00224832e811&emdi=ea000000-0000-0000-0000-000000000001&ceid=%7B%7BContactsEmailID%7D%7D,,0,"low temperature, district heat pump"
A numerical study on performance efficiency of a low-temperature horizontal ground-source heat pump system,7,2023,… shallow ground and its low-grade heat potential is fundamental to designing 5th generation district heating and cooling (DHC) networks. Horizontal ground-source heat pump (HGSHP) …,https://www.sciencedirect.com/science/article/pii/S0378778823003675,,0,"low temperature, district heat pump"
Performance analysis of a reversible water/LiBr absorption heat pump connected to district heating network in warm and cold climates,14,2023,"… /LiBr absorption heat pump connected to a district heating network for space cooling, heating, … The absorption heat pump operated in heating and cooling modes of operation depending …",https://www.sciencedirect.com/science/article/pii/S0360544223000737,,0,"low temperature, district heat pump"
Simulation-based performance evaluation of large-scale thermal energy storage coupled with heat pump in district heating systems,18,2023,… with heat pumps (HPs) are a key element in District Heating (… heat source is implemented to investigate its impact on the TES performance and on the surrounding ground temperatures. …,https://www.sciencedirect.com/science/article/pii/S2352152X23001184,,0,"low temperature, district heat pump"
Combining direct ground cooling with ground-source heat pumps and district heating: Energy and economic analysis,13,2023,"… -effective business models for incorporation of heat pumps in district heating networks [31], … of distributed heat pumps [32], and optimizing heat pumps in district heating systems to lower …",https://www.sciencedirect.com/science/article/pii/S0360544223003389,,0,"low temperature, district heat pump"
5th generation district heating and cooling networks as a heat source for geothermal heat pumps,4,2023,… Renewable heating and cooling energy can be distributed with low temperature district heating and cooling networks connected to several renewable heat sources. These fifths …,https://link.springer.com/chapter/10.1007/978-3-031-24524-4_9,,0,"low temperature, district heat pump"
… analysis of a high temperature heat pump prototype with low global warming potential refrigerant R-1336mzz (Z) for heating production above 155° C,14,2023,… in high temperature … temperature heat pump operating refrigerant with R-1336mzz(Z). This refrigerant is an alternative to R-245fa because it is the only high temperature fluid with low …,https://www.sciencedirect.com/science/article/pii/S266620272300023X,,0,"low temperature, district heat pump"
Modelling and optimization of domestic thermal energy storage based heat pump system for geothermal district heating,22,2023,… heat pump system was designed for domestic use in the geothermal district heating system (… of residential scale heat pump system into geothermal district heating system. The other …,https://www.sciencedirect.com/science/article/pii/S0378778823000221,,0,"low temperature, district heat pump"
Potential evaluation of integrated high temperature heat pumps: A review of recent advances,39,2023,… yield low temperature distributed renewable heat … temperature of various source of heat on the seasonal coefficient of performance (SCOP) of heat pumps operated under district heating …,https://www.sciencedirect.com/science/article/pii/S1359431123007494,,0,"low temperature, district heat pump"
"Modeling of a bidirectional substation in a district heating network: Validation, dynamic analysis, and application to a solar prosumer",5,2023,… of a bidirectional substation for a thermal energy network … in terms of dynamic behavior and energy balance. To show the … and 29% of the total energy exchange within the substation for …,https://www.sciencedirect.com/science/article/pii/S0360544223020157,,0,"bidirectional, district energy"
Modelling a prototype of bidirectional substation for district heating with thermal prosumers,6,2023,… district heating network through a bidirectional exchange substation with the excess of the locally produced thermal energy … This substation is designed for a bidirectional thermal energy …,https://www.mdpi.com/2071-1050/15/6/4938,,0,"bidirectional, district energy"
Quantification of overlapping heating and cooling demand for the feasibility assessment of bi-directional systems over Europe,3,2023,"… threshold for 5GDHC being energy efficient. These potential … In the future scenarios of year 2050, while a better energy … demand density to support district energy systems. The presented …",https://www.sciencedirect.com/science/article/pii/S0378778823004747,,0,"bidirectional, district energy"
nPro: A web-based planning tool for designing district energy systems and thermal networks,26,2023,"… These decentralized and bidirectional local energy systems offer large efficiency potentials, … highly usable for district energy design engineers in the early phase of a district project [8], [9]…",https://www.sciencedirect.com/science/article/pii/S0360544222034624,,0,"bidirectional, district energy"
5th generation district heating and cooling network planning: A Dantzig–Wolfe decomposition approach,15,2023,… as district energy systems evolve and become more elaborate. For the 5th generation district heating … between buildings and the bidirectional energy flows poses challenges to district …,https://www.sciencedirect.com/science/article/pii/S0196890422013711,,0,"bidirectional, district energy"
Centralized Multifunctional Control of Integrated Electricity–Gas Network in District Energy System Considering Resilience,4,2023,"… of system may be increased by using IEGSs in the district energy systems (DESs) [3]. The … on integrated energy systems, which are generally composed of different energy carriers such …",https://ieeexplore.ieee.org/abstract/document/10106004/,,0,"bidirectional, district energy"
Influence of building heat distribution temperatures on the energy performance and sizing of 5th generation district heating and cooling networks,15,2023,… Another software tool to optimize district energy systems was developed by Wirtz [26]. The … with bidirectional energy flows. Results revealed several benefits for integrating district and …,https://www.sciencedirect.com/science/article/pii/S0360544223008514,,0,"bidirectional, district energy"
Bi-layer energy optimal scheduling of regional integrated energy system considering variable correlations,16,2023,"… of new energy sources connected to the regional integrated energy system increases, it is necessary to consider (i) the energy … This paper proposes a bi-level optimal energy scheduling …",https://www.sciencedirect.com/science/article/pii/S0142061522008365,,0,"bidirectional, district energy"
Resilience-oriented district energy system integrated with renewable energy and multi-level seasonal energy storage,8,2023,"… In district energy systems, the energy may be converted from one form to another form of energy, and numerous energy … This power is bidirectional and it can be flowed from node 2 to …",https://www.sciencedirect.com/science/article/pii/S2352152X2302042X,,0,"bidirectional, district energy"
Integrated district electricity system with anaerobic digestion and gasification for bioenergy production optimization and carbon reduction,5,2023,… securing energy demand create a huge development opportunity for district energy systems … The electricity purchase amount in month t is captured by the bidirectional electronic energy …,https://www.sciencedirect.com/science/article/pii/S2213138822009389,,0,"bidirectional, district energy"
A smart zero-energy building having bidirectional interaction with electricity/heating networks: An attempt to achieve a higher renewable penetration,0,2023,"… bidirectional interaction, buildings can purchase energy from … their energy systems are underproducing and sell energy to … energy system driven by solar energy with bidirectional …",https://www.e3s-conferences.org/articles/e3sconf/abs/2023/33/e3sconf_iaqvec2023_03014/e3sconf_iaqvec2023_03014.html,,0,"bidirectional, district energy"
"Planning, Dimensioning, and Economic Assessment of Bidirectional Thermal Networks with Prosumers",0,2023,"… The energy and mass flows in prosumer-based thermal networks (PBNs) are bidirectional and volatile; thus, dimensioning methods for conventional unidirectional thermal networks (…",https://mediatum.ub.tum.de/doc/1719254/document.pdf,http://scholar.google.com/https://mediatum.ub.tum.de/doc/1719254/document.pdf,0,"bidirectional, district energy"
Combining Power-to-Heat and Power-to-Vehicle strategies to provide system flexibility in smart urban energy districts,20,2023,"… Finally, one of the novelty aspects of this paper is also the analysis of rising energy carrier prices on the district energy expenditure, identifying the effects of the current energy crisis on …",https://www.sciencedirect.com/science/article/pii/S2210670723001592,,0,"bidirectional, district energy"
Techno-economic and environmental performance of two distinct state-of-the-art solar-assisted district energy system topologies,0,2023,"… This study introduces a novel, ambient-temperature district energy system topology that enables bi-directional mass flow to booster heat pumps and includes distributed solarthermal …",https://repository.library.carleton.ca/concern/etds/b8515p376,,0,"bidirectional, district energy"
Regression versus probabilistic approach for operational data–Heat demand of buildings to be connected to a district heating system,4,2023,"… of district cooling systems, they confirm our assumption of utilizing DH return temperature of 18–20 C for a bidirectional … the overall operational efficiency of the district energy system. …",https://www.sciencedirect.com/science/article/pii/S0378778823004395,,0,"bidirectional, district energy"
Multi-period design optimization for a 5th generation district heating and cooling network,6,2023,"… In the planning phase of district energy systems, optimization models based on mathematical programming are a widely used approach. Most optimization models determine the optimal …",https://www.sciencedirect.com/science/article/pii/S0378778823000889,,0,"bidirectional, district energy"
A new data mining strategy for performance evaluation of a shared energy recovery system integrated with data centres and district heating networks,2,2023,This study presents a new data mining strategy to discover the performance and operational patterns of a shared energy recovery (SER) system with a data centre and a district heating …,https://www.sciencedirect.com/science/article/pii/S0360544223029079,,0,"bidirectional, district energy"
Techno-economic analysis of fifth-generation district heating and cooling combined with seasonal borehole thermal energy storage,11,2023,"… energy storage (BTES) in unlocking the synergies between heating and cooling via a bidirectional … heat pumps/chillers), and community (district energy) cases. Finally, studies on DHC …",https://www.sciencedirect.com/science/article/pii/S0360544223027767,,0,"bidirectional, district energy"
