title,num_citations,year,excerpt,url,url_pdf,indicator,key_words
"… of a complex district heating system which uses gas-driven combined heat and power, heat pumps and high temperature aquifer thermal energy storage",42,2014.0,"… using a gas driven micro-turbine, a group of heat pumps and a high temperature aquifer thermal energy storage. The results, obtained through TRNSYS simulation were interpreted and …",https://www.sciencedirect.com/science/article/pii/S0378778814006100,,0,"heat pump, thermal energy storage"
Energy efficient integration of heat pumps into solar district heating systems with seasonal thermal energy storage,40,2014.0,… heating (SDH) with seasonal thermal energy storage (STES) is a technology to provide heat for space heating … of renewable energy. In order to improve the efficiency of such systems …,https://www.sciencedirect.com/science/article/pii/S1876610214016695,,0,"heat pump, thermal energy storage"
A review of available technologies for seasonal thermal energy storage,685,2014.0,"… excess heat collected in the summer to compensate for the heat … thermal energy storage (STES), also called long-term heat … and thermal energy from the heat pump provided heat to the …",https://www.sciencedirect.com/science/article/pii/S0038092X13002272,,0,"heat pump, thermal energy storage"
Shaping adsorption properties of nano-porous molecular sieves for solar thermal energy storage and heat pump applications,38,2014.0,"… porous sorbents for solar thermal energy storage and heat transformation have been investigated by measurements of water adsorption isotherms, microcalorimetry and storage tests. A …",https://www.sciencedirect.com/science/article/pii/S0038092X13002831,,0,"heat pump, thermal energy storage"
The use of phase change materials in domestic heat pump and air-conditioning systems for short term storage: A review,181,2014.0,"… such as heat … temperature to work together with standard heat pumps in each application. Moreover, some systems where the heat pump is coupled to latent heat thermal energy storage …",https://www.sciencedirect.com/science/article/pii/S1364032114005140,,0,"heat pump, thermal energy storage"
A study on characteristics of thermal storage tank for varying thermal load in multi-use heat pump water heater,13,2014.0,"… the temperature within the storage tank, the heat pump was … the heat pump, the temperature of hot water from the heat pump … arrangement of heat exchanger in the thermal storage tank …",https://www.sciencedirect.com/science/article/pii/S1359431114000891,,0,"heat pump, thermal energy storage"
Investigation of thermal storage operation strategies with heat pumps in German multi family houses,52,2014.0,"… heat pumps in households connected to a thermal storage are analyzed as they hold a high impact on the overall energy … Hencey, “Model predictive control of thermal energy storage in …",https://www.sciencedirect.com/science/article/pii/S1876610214017871,,0,"heat pump, thermal energy storage"
Performance investigation of a combined solar thermal heat pump heating system,92,2014.0,"… In this study, a combined solar thermal heat pump system with seasonal energy storage was … (ie −10 C) of the air-to-water heat pump, solar thermal energy is used as the only heat …",https://www.sciencedirect.com/science/article/pii/S1359431114005602,,0,"heat pump, thermal energy storage"
Data-driven modeling of thermal energy storage tank,10,2014.0,"… A simple tank model can be developed by writing a single energy … temperature is equal to the heat supplied by the heat pump, heat rejected to the cold water entering the tank and heat …",https://ieeexplore.ieee.org/abstract/document/6901009/,,0,"heat pump, thermal energy storage"
How to achieve optimal and sustainable use of the subsurface for Aquifer Thermal Energy Storage,127,2014.0,… heat pump combined with Aquifer Thermal Energy Storage (ATES) has high potential in efficiently and sustainably providing thermal energy for space heating … for primary energy savings…,https://www.sciencedirect.com/science/article/pii/S0301421513011415,,0,"heat pump, thermal energy storage"
Thermal performance and heat transport in aquifer thermal energy storage,91,2014.0,"… , a heat pump is required. Due to its higher … m) can be used for direct heating. Among the different types of shallow subsurface thermal energy storage concepts, aquifer thermal energy …",https://www.academia.edu/download/43519462/Thermal_performance_and_heat_transport_i20160308-17201-2bae07.pdf,http://scholar.google.com/https://www.academia.edu/download/43519462/Thermal_performance_and_heat_transport_i20160308-17201-2bae07.pdf,0,"heat pump, thermal energy storage"
Improvement of a heat pump based HVAC system with PCM thermal storage for cold accumulation and heat dissipation,77,2014.0,"… In other hand, efficiency of active systems optimizes the use of energy and reduces demand. For the HVAC system, a heat pump combined with a Thermal Energy Storage (TES) system …",https://www.sciencedirect.com/science/article/pii/S037877881400348X,,0,"heat pump, thermal energy storage"
A new type of large scale thermal energy storage,48,2014.0,"… steps that makes heat transfer and thermal energy storage particularly efficient. … electricity using steam turbines and electric generators. Equally important, this thermal energy storage …",https://www.sciencedirect.com/science/article/pii/S1876610214017895,,0,"heat pump, thermal energy storage"
Building Thermal Energy Storage.,20,2014.0,"… thermal energy storage systems have been investigated, including seasonal storage in the ground, building thermal … source heat pump (GSHP) extracts heat from the thermal storage …",https://orbit.dtu.dk/files/101718962/PhD_Thesis_GKPavlov_BuildingThermalEnergyStorage_v2.pdf,http://scholar.google.com/https://orbit.dtu.dk/files/101718962/PhD_Thesis_GKPavlov_BuildingThermalEnergyStorage_v2.pdf,0,"heat pump, thermal energy storage"
The CHEST (Compressed Heat Energy STorage) concept for facility scale thermo mechanical energy storage,165,2014.0,"… , large scale thermal energy storage systems for medium and … of thermal energy storage into solar thermal power plants is … using heat from a low temperature source as in a heat pump …",https://www.sciencedirect.com/science/article/pii/S0360544214003132,,0,"heat pump, thermal energy storage"
Thermodynamic analysis of active heat storage-release associated with heat pump heating system in greenhouse,13,2014.0,"… Technology development of energy storage of solar heat pump[J]. Chemical Industry and Engineering Progress, 2008, 36(12): 65-69. (in Chinese with English abstract) [14] 韩宗伟,…",https://www.ingentaconnect.com/content/tcsae/tcsae/2014/00000030/00000014/art00023,,0,"heat pump, thermal energy storage"
Theoretical energy and exergy analyses of solar assisted heat pump space heating system,29,2014.0,"… Especially in solar-assisted heat pumps, sizing the required … assisted indirect expanded heat pump space heating system is … Heat Pump Systems with Seasonal Thermal Energy Storage …",https://doiserbia.nb.rs/Article.aspx?id=0354-98361300024A,,0,"heat pump, thermal energy storage"
Seasonal thermal energy storage with heat pumps and low temperatures in building projects—A comparative review,286,2015.0,"… thermal energy storage methods using a heat pump in terms of coefficient of performance (COP) of heat pump … the system, ie collector area and storage volume based on past building …",https://www.sciencedirect.com/science/article/pii/S1364032114010545,,0,"heat pump, thermal energy storage"
Modelling the heating of the Green Energy Lab in Shanghai by the geothermal heat pump combined with the solar thermal energy and ground energy storage,16,2015.0,… At this design the amount of stored energy is at its maximum and hence this design shows the most promising performance for thermal energy storage. The amount of stored energy is …,https://www.sciencedirect.com/science/article/pii/S1876610215002337,,0,"heat pump, thermal energy storage"
Lithium in thermal energy storage: A state-of-the-art review,130,2015.0,"… Lithium, mainly used in electrical energy storage, has also been studied in thermal energy … chemical heat pumps. Chemical heat pumps are a representative of chemical thermal energy …",https://www.sciencedirect.com/science/article/pii/S1364032114009216,,0,"heat pump, thermal energy storage"
Comparison of models for thermal energy storage units and heat pumps in mixed integer linear programming,28,2015.0,"… Typically, the models for heat pumps and thermal energy storage … as thermal capacities that are perfectly mixed and are represented by their homogeneously distributed internal energy […",https://www.researchgate.net/profile/Thomas-Schuetz/publication/279916800_Comparison_of_models_for_thermal_energy_storage_units_and_heat_pumps_in_mixed_integer_linear_programming/links/559e1f0a08ae04e3650916dc/Comparison-of-models-for-thermal-energy-storage-units-and-heat-pumps-in-mixed-integer-linear-programming.pdf,http://scholar.google.com/https://www.researchgate.net/profile/Thomas-Schuetz/publication/279916800_Comparison_of_models_for_thermal_energy_storage_units_and_heat_pumps_in_mixed_integer_linear_programming/links/559e1f0a08ae04e3650916dc/Comparison-of-models-for-thermal-energy-storage-units-and-heat-pumps-in-mixed-integer-linear-programming.pdf,0,"heat pump, thermal energy storage"
Combining thermal energy storage with buildings–a review,422,2015.0,"… of thermal energy storage (TES) in buildings. The buildings, or perhaps more accurately the combination of building and storage, … for direct heating or cooling while a heat pump is often …",https://www.sciencedirect.com/science/article/pii/S1364032114009629,,0,"heat pump, thermal energy storage"
Reliability verification of a solar–air source heat pump system with PCM energy storage in operating strategy transition,40,2015.0,"… In the recent decade, with solar energy assisted heat pump … heat pump (ASHP) system was proposed, which coupled with latent heat thermal energy storage (LHTES) and solar thermal …",https://www.sciencedirect.com/science/article/pii/S0960148115301269,,0,"heat pump, thermal energy storage"
Waste heat recovery from iron production by using magnesium oxide/water chemical heat pump as thermal energy storage,21,2015.0,"… energy storage material is essential. Accordingly, a new candidate for a chemical heat storage material used in a magnesium oxide/water chemical heat pump at medium-temperature …",https://www.jstage.jst.go.jp/article/isijinternational/55/2/55_464/_article/-char/ja/,,0,"heat pump, thermal energy storage"
Smart grid energy flexible buildings through the use of heat pumps and building thermal mass as energy storage in the Belgian context,158,2015.0,… building thermal mass storage on the electricity consumption … -water heat pumps and use either radiators or a floor heating … the share of thermal energy provided by the heat production …,https://www.tandfonline.com/doi/abs/10.1080/23744731.2015.1035590,,0,"heat pump, thermal energy storage"
System design and energy performance of a solar heat pump heating system with dual-tank latent heat storage,48,2015.0,… Thermal energy storage is widely regarded as one of the most promising … temperature variations. This main feature makes PCMs particularly attractive for solar thermal energy storage. …,https://www.sciencedirect.com/science/article/pii/S0378778815301560,,0,"heat pump, thermal energy storage"
Borehole thermal energy storage system for heating applications: Thermodynamic performance assessment,56,2015.0,… The effects of condenser and evaporator temperatures of the heat pump systems on energy and exergy efficiencies are also investigated. The overall exergy efficiency of the whole …,https://www.sciencedirect.com/science/article/pii/S0196890414009248,,0,"heat pump, thermal energy storage"
Study on the performance of a ground source heat pump system assisted by solar thermal storage,55,2015.0,… heat pump system (SAHPS) with geothermal energy storage could improve the energy … [5] suggested a solar-assisted ground-source heat pump greenhouse heating system and …,https://www.mdpi.com/1996-1073/8/12/13378,,0,"heat pump, thermal energy storage"
Parametric studies and optimisation of pumped thermal electricity storage,247,2015.0,"… to hydro storage schemes. TES concepts for electricity storage rely on either a heat pump or … or a cold storage space (the thermal stores), or in some cases both. During discharge, the …",https://www.sciencedirect.com/science/article/pii/S0306261914008423,,0,"heat pump, thermal energy storage"
Low-temperature heat emission combined with seasonal thermal storage and heat pump,35,2015.0,"… storage tank with a heat pump connected to medium-, low- and very-low-temperature space heat … There are different ways to combine heat pump with seasonal thermal energy storage …",https://www.sciencedirect.com/science/article/pii/S0038092X15003540,,0,"heat pump, thermal energy storage"
Thermal storage tanks in high efficiency heat pump systems–optimized installation and operation parameters,25,2015.0,… A high sensor position reduces this volume and thus the electricity consumption and the heat pump cycles. A lower sensor position allows a lower set temperature without reducing the …,https://www.sciencedirect.com/science/article/pii/S187661021501468X,,0,"heat pump, thermal energy storage"
Integrated modeling of active demand response with electric heating systems coupled to thermal energy storage systems,247,2015.0,"… of the demand side technology, considering flexible electric heating systems (heat pumps and auxiliary resistance heaters) coupled to thermal energy storage systems, is integrated in a …",https://www.sciencedirect.com/science/article/pii/S0306261915004535,,0,"heat pump, thermal energy storage"
Optimization and spatial pattern of large-scale aquifer thermal energy storage,140,2015.0,"… energy storage, we introduce the energy ratio (η e ) (Eq. (7)). The energy ratio is defined as the extracted amount of energy … the heat pump (COP H ), the electricity use of the heat pump …",https://www.sciencedirect.com/science/article/pii/S0306261914010605,,0,"heat pump, thermal energy storage"
Modeling of thermal storage systems in MILP distributed energy resource models,189,2015.0,"… the estimated storage losses and enables use of heat pumps for low temperature storage charging… In this context, thermal energy storage (TES) is commonly seen as an effective way to …",https://www.sciencedirect.com/science/article/pii/S0306261914007181,,0,"heat pump, thermal energy storage"
"Optimal electrical and thermal energy management of a residential energy hub, integrating demand response and energy storage system",527,2015.0,"… of generation and storage devices like CCHP, PV panels, PHEV and TES, as shown in Fig. 1. A thermal energy storage ensures a more efficient usage of the collected solar energy and …",https://www.sciencedirect.com/science/article/pii/S0378778814011128,,0,"heat pump, thermal energy storage"
Hourly operation strategy of a CCHP system with GSHP and thermal energy storage (TES) under variable loads: a case study,96,2015.0,"… heating and power (CCHP) has been employed in China. A CCHP system with thermal energy storage (TES) is used as an energy … ground source heat pumps (GSHPs), a storage tank (…",https://www.sciencedirect.com/science/article/pii/S0378778815001358,,0,"heat pump, thermal energy storage"
Key performance indicators in thermal energy storage: Survey and assessment,98,2015.0,"… Thermal energy storage (TES) systems can store heat or cold to use the heat when it is required, at different temperature, place or power… with electric storage heaters and/or heat pumps. …",https://www.sciencedirect.com/science/article/pii/S0960148115003961,,0,"heat pump, thermal energy storage"
Cost-optimal thermal energy storage system for a residential building with heat pump heating and demand response control,162,2016.0,… (LCC) of the thermal energy storage system coupled with a ground source heat pump (GSHP) … Cost-optimal size and temperature set points of thermal energy storage tank were defined. …,https://www.sciencedirect.com/science/article/pii/S0306261916304640,,0,"heat pump, thermal energy storage"
Solar thermal energy storage and heat pumps with phase change materials,173,2016.0,… of latent energy storage to the indirect and direct heat pump energy … energy demand and the supply of that resource in a controllable way. Fig. 1 depicts the solar thermal energy storage …,https://www.sciencedirect.com/science/article/pii/S1359431116300217,,0,"heat pump, thermal energy storage"
Thermal energy storage system integration forms for a sustainable future,207,2016.0,"… due to the higher energy efficiency and milder environment … and discharge of thermal energy, the heat pump with the TES … with a heat pump, an aquifer thermal energy storage (ATES) …",https://www.sciencedirect.com/science/article/pii/S1364032116301095,,0,"heat pump, thermal energy storage"
Open-loop heat pump and thermal energy storage systems,16,2016.0,"… , which enables heating without a heat pump, are not within the scope of this chapter (borehole thermal energy storage systems intended for higher temperature operation are discussed …",https://www.sciencedirect.com/science/article/pii/B9780081003114000091,,0,"heat pump, thermal energy storage"
Running and economy performance analysis of ground source heat pump with thermal energy storage devices,17,2016.0,"… In this study, a water tank used as the thermal energy storage device is directly connected with the GSHP system in the compound system. Through the simulation by TRNSYS, the …",https://www.sciencedirect.com/science/article/pii/S037877881630562X,,0,"heat pump, thermal energy storage"
Solar community heating and cooling system with borehole thermal energy storage–Review of systems,168,2016.0,"… distribution fluid, suitable for use in distributed heat pumps around the community with BTES, has also not been practically installed yet. Such system, could reduce the transmission/…",https://www.sciencedirect.com/science/article/pii/S1364032116002604,,0,"heat pump, thermal energy storage"
Analysis and optimisation of thermal energy storage,46,2016.0,"… with a thermal energy storage system based on heat pumps/engines… widely used name is Pumped Heat Energy Storage (PHES) [5… Energy Storage (ETES) [87], Thermo-electrical energy …",https://www.repository.cam.ac.uk/items/6ec4d9e1-0ba1-4400-b38f-06c1b3244afc,,0,"heat pump, thermal energy storage"
Exergoeconomic Analysis of a Pumped Heat Electricity Storage System with Concrete Thermal Energy Storage.,21,2016.0,"… 2): a heat pump, one or two thermal energy storages, and a heat engine. In … heat pump uses surplus electrical energy to pump heat taken from a low temperature thermal energy storage …",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=13019724&AN=114466501&h=7tEnLSqv%2F4G%2FwJGIcAX7pEuq02vzN56BHsed4hJ%2FDxcUH5rkz59BEvAUKypvZv4mCWsaGgymuWu5gOIH4hEvZA%3D%3D&crl=c,,0,"heat pump, thermal energy storage"
Energy regulating and fluctuation stabilizing by air source heat pump and battery energy storage system in microgrid,68,2016.0,"… thermal storage, and fluctuation stabilization strategy is proposed based on the decouple characteristics between Heat Pumps … Operating as a thermal energy storage device, water tank …",https://www.sciencedirect.com/science/article/pii/S0960148116303111,,0,"heat pump, thermal energy storage"
Control algorithms for PV and Heat Pump system using thermal and electrical storage,12,2016.0,"… electric energy as thermal energy can exceed 100% whereas the efficiency of battery storage … In this paper, control algorithms for residential PV, heat pump and battery storage systems …",https://www.diva-portal.org/smash/record.jsf?pid=diva2:1138495,,0,"heat pump, thermal energy storage"
Thermal energy storage: Recent developments and practical aspects,822,2016.0,"… Highly efficient heat exchangers or heat pumps might … temperature thermal energy storage is the main objective of this paper, although cryogenics and moderate temperature storage …",https://www.sciencedirect.com/science/article/pii/S0360128515300149,,0,"heat pump, thermal energy storage"
Integration of heat pumps into thermal plants for creation of large-scale electricity storage capacities,62,2016.0,"… In general, the minimum and maximum temperatures of the thermal potential can be above … Pumped-Heat-Energy-Storage (PHES) belonging to the category of Thermal Energy Storage (…",https://www.sciencedirect.com/science/article/pii/S0306261916314908,,0,"heat pump, thermal energy storage"
Supercritical CO2-based heat pump cycle for electrical energy storage for utility scale dispatchable renewable energy power plants,25,2016.0,… Thermal energy storage via molten salt is well established in the heat treatment and concentrated solar power industry. It is very cost competitive especially for large scale plants against …,https://sco2symposium.com/papers2016/Thermal/094paper.pdf,http://scholar.google.com/https://sco2symposium.com/papers2016/Thermal/094paper.pdf,0,"heat pump, thermal energy storage"
Thermal energy storage systems–review,29,2016.0,"… The majority of BTES systems were integrated with heat pumps for extraction of heat from the storage to provide the required supply temperatures for users. Although, in early days the …",http://bcc.bas.bg/BCC_Volumes/Volume_48_Special_E_2016/Special%20Issue%20E/Statii/Pages31-40.pdf,http://bcc.bas.bg/BCC_Volumes/Volume_48_Special_E_2016/Special%20Issue%20E/Statii/Pages31-40.pdf,0,"heat pump, thermal energy storage"
Advances in ground-source heat pump systems,149,2016.0,… Surface water heat pump systems … Introduction Design data Physics and modeling of surface water bodies Open-loop systems: surface water heat pumps and direct surface water …,"https://books.google.com/books?hl=en&lr=&id=N5LBCQAAQBAJ&oi=fnd&pg=PP1&dq=heat+pump,+thermal+energy+storage&ots=x8QM0s_cXG&sig=EhFIaB9ve3e6PGxaaQzqPGQRPVE",,0,"heat pump, thermal energy storage"
"… and optimizing a novel advanced adiabatic compressed air energy storage and air source heat pump based μ-Combined Cooling, heating and power system",91,2016.0,"… thermal energy storage tank are employed to absorb and store all collected solar radiation for continuous energy … In this paper, an ASHP (air source heat pump) that is equipped with two …",https://www.sciencedirect.com/science/article/pii/S0360544216313780,,0,"heat pump, thermal energy storage"
A predictive model for smart control of a domestic heat pump and thermal storage,11,2016.0,"… model of a thermal storage which is charged by a heat pump and used for … and discharged thermal energy, and electrical energy consumption of the … control and electric battery storage. …",https://ieeexplore.ieee.org/abstract/document/7951345/,,0,"heat pump, thermal energy storage"
Thermal equilibrium research of solar seasonal storage system coupling with ground-source heat pump,45,2016.0,"… equipped with a seasonal thermal energy storage system in Shanghai. The system can operate without a heat pump, which can save electricity consumption and further enhance the …",https://www.sciencedirect.com/science/article/pii/S0360544216000839,,0,"heat pump, thermal energy storage"
Borehole thermal energy storage,61,2016.0,… energy storage (UTES). The abbreviation DTES (duct 1 thermal energy storage) was also used to distinguish storage in rock or clay from aquifer thermal energy storage (ATES) systems…,https://www.sciencedirect.com/science/article/pii/B978008100311400011X,,0,"heat pump, thermal energy storage"
Thermal energy storage in building integrated thermal systems: A review. Part 1. active storage systems,339,2016.0,"… Although radiant ceilings are mostly used for cooling, these radiant panels are designed also for heating with low temperature sources, such as heat pumps or active solar systems. …",https://www.sciencedirect.com/science/article/pii/S0960148115304584,,0,"heat pump, thermal energy storage"
An optimisation framework for thermal energy storage integration in a residential heat pump heating system,193,2017.0,… Thermal energy storage The thermal energy storage included in this study is a typical domestic hot water tank with 120–300 L volume range. The energy content of the ideally stratified …,https://www.sciencedirect.com/science/article/pii/S0306261916302045,,0,"heat pump, thermal energy storage"
Reduction of heat pump induced peak electricity use and required generation capacity through thermal energy storage and demand response,182,2017.0,… the electricity generation. A local model predictive control strategy for residential space heating with heat pump and thermal energy storage is … -wide electricity generation environmental …,https://www.sciencedirect.com/science/article/pii/S0306261917302854,,0,"heat pump, thermal energy storage"
Solar systems integrated with absorption heat pumps and thermal energy storages: state of art,112,2017.0,… Literature studies regarding the integration of solar systems with thermal energy storages and absorption heat pumps are not present. In this way a solar system is studied with some …,https://www.sciencedirect.com/science/article/pii/S1364032116308802,,0,"heat pump, thermal energy storage"
Review on sorption materials and technologies for heat pumps and thermal energy storage,245,2017.0,… Sorption is used for absorption/adsorption heat pumps and for thermal energy storage. … /adsorption heat pumps (sorption refrigeration) and sorption for thermal energy storage (TES). …,https://www.sciencedirect.com/science/article/pii/S0960148116308497,,0,"heat pump, thermal energy storage"
Performance analysis of a soil-based thermal energy storage system using solar-driven air-source heat pump for Danish buildings sector,58,2017.0,"… thermal energy storage using heat pumps to provide heating … of heat pump-coupled seasonal thermal energy storage and … thermal losses. In addition, it was shown that the COP of the …",https://www.sciencedirect.com/science/article/pii/S1359431116338595,,0,"heat pump, thermal energy storage"
Experimental study on heating performance of air-source heat pump with water tank for thermal energy storage,26,2017.0,"… the air source heat pump performance with thermal energy storage equipment. In this paper, the heating performance of the air source heat pump with the temperature variations of the …",https://www.sciencedirect.com/science/article/pii/S187770581734643X,,0,"heat pump, thermal energy storage"
Improving defrosting performance of cascade air source heat pump using thermal energy storage based reverse cycle defrosting method,86,2017.0,"… In addition, the thermal energy stored can also become a source for indoor space heating, and 37.7% of the normal heating capacity can be provided to a heated indoor environment …",https://www.sciencedirect.com/science/article/pii/S135943111633842X,,0,"heat pump, thermal energy storage"
Economic analysis of electricity storage based on heat pumps and thermal storage units in large-scale thermal power plants,19,2017.0,"… Nevertheless, there are other thermal energy storage materials, eg crushed rocks, which cost far less than the thermal energy storage materials considered in our analysis, albeit …",https://www.sciencedirect.com/science/article/pii/S1876610217361775,,0,"heat pump, thermal energy storage"
