title,num_citations,year,excerpt,url,url_pdf,indicator,key_words
Performance analysis of hybrid ground source heat pump systems based on ANN predictive control,111,2014,… systems and the energy storage buffer to make full use of the renewable … of the predictive control strategy for the HGSHP system and compare it with conventional control strategies. A …,https://www.sciencedirect.com/science/article/pii/S0306261914003389,,0,"heat pump, thermal energy storage, model predictive control"
A study on the energy management in domestic micro-grids based on model predictive control strategies,126,2015,"… HPS including both short term and seasonal energy storage, with the main target of … heat pump and three internal heat exchangers. The internal temperature of the house is controlled …",https://www.sciencedirect.com/science/article/pii/S0196890415000801,,0,"heat pump, thermal energy storage, model predictive control"
Recent research and applications of ground source heat pump integrated with thermal energy storage systems: A review,155,2014,… on the types of heat pumps especially used for GSHP and their efficiency. Sanner et al. [3] studied the current status of GSHPs and underground thermal energy storage (UTES) in …,https://www.sciencedirect.com/science/article/pii/S1359431114005201,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control for energy efficient cooling and dehumidification,27,2013,"… active thermal energy storage, annual cooling system energy … the outside temperature is lower than the water temperature. … heat pumps were used in the model predictive control by …",https://dspace.mit.edu/handle/1721.1/82161,,0,"heat pump, thermal energy storage, model predictive control"
Data-driven modeling of thermal energy storage tank,10,2014,"… tank coupled with radiant floor heating (RFH) and ground source heat pump (… controllers (such as, a PID or a model predictive controller) for precise control of buffer tank temperature. …",https://ieeexplore.ieee.org/abstract/document/6901009/,,0,"heat pump, thermal energy storage, model predictive control"
Model-based predictive control of an ice storage device in a building cooling system,149,2013,"… ) systems, control techniques based on modelling, prediction and … Although the specific wording “model predictive control” has … Performance tables of heat pumps are typically presented …",https://www.sciencedirect.com/science/article/pii/S0306261913005047,,0,"heat pump, phase change material, model predictive control"
Modeling environment for model predictive control of buildings,82,2014,… Model predictive control (MPC) is an advanced control that can be used for dynamic optimization of HVAC equipment. … The heat pump performance was optimized using the heat pump …,https://www.sciencedirect.com/science/article/pii/S0378778814007737,,0,"heat pump, phase change material, model predictive control"
Handling model uncertainty in model predictive control for energy efficient buildings,283,2014,"… -adaptive building (PAB) model. Second, we propose a robust model predictive control (RMPC) formulation to make a building controller robust to model uncertainties. The results from …",https://www.sciencedirect.com/science/article/pii/S0378778814002771,,0,"heat pump, phase change material, model predictive control"
Design of a low-temperature solar heating system based on a slurry Phase Change Material (PCS),57,2015,"… In these studies, heat pumps, integrated with solar collectors, were used to exploit the phase change of the refrigerants that were used as the HTFs. Many kinds of refrigerants – such as …",https://www.sciencedirect.com/science/article/pii/S0378778815301006,,0,"heat pump, phase change material, model predictive control"
Advanced control strategies for optimal operation of a combined solar and heat pump system,2,2013,… PI controller and Model Predictive Controller (MPC) based on thermal comfort are developed in this thesis. Predicted mean vote (PMV) was used for controlling purposes and it was …,https://core.ac.uk/download/pdf/288380704.pdf,http://scholar.google.com/https://core.ac.uk/download/pdf/288380704.pdf,0,"heat pump, phase change material, model predictive control"
Self-optimizing control of air-source heat pump with multivariable extremum seeking,45,2015,"… an offset-free model predictive controller (MPC) to a vapor compression cycle (VCC). The model is … model of a VCC, and the predictive controller is designed that includes an augmented …",https://www.sciencedirect.com/science/article/pii/S1359431115002616,,0,"heat pump, phase change material, model predictive control"
Modeling and analysis of a variable speed heat pump for frequency regulation through direct load control,192,2014,"… heat pumps (VSHPs) [24]. Therefore, as an example of the SCUs, this paper presents a dynamic model … Zakula, “Model predictive control for energy efficient cooling and dehumidification…",https://ieeexplore.ieee.org/abstract/document/6818453/,,0,"heat pump, phase change material, model predictive control"
Impact of phase change materials types and positioning on hot water tank thermal performance: Using measured water demand profile,106,2014,… the temperature decreases as a result of heat losses to the ambient. Further simulation with the Type 860 was performed to validate the model's prediction for a discharge scenario. This …,https://www.sciencedirect.com/science/article/pii/S1359431114002300,,0,"heat pump, phase change material, model predictive control"
An optimal predictive control strategy for radiant floor district heating systems: Simulation and experimental study,31,2013,… The radiant floor district heating systems have been … predictive control strategy proposed in this study further enhances the potential for higher energy savings from the district heating …,https://journals.sagepub.com/doi/abs/10.1177/0143624412442511,,0,"heat pump, phase change material, model predictive control"
Development and optimization of an innovative HVAC system with integrated PVT and PCM thermal storage for a net-zero energy retrofitted house,173,2015,"… This HVAC system consists of an air-based photovoltaic–thermal (PVT) collector and a phase change material (PCM) thermal storage unit integrated with a reverse cycle heat pump, in …",https://www.sciencedirect.com/science/article/pii/S0378778815001139,,0,"heat pump, phase change material, model predictive control"
Building models for model predictive control of office buildings with concrete core activation,116,2013,"… The water return temperature T wr is fed back to the heat pump or the chiller. Together with the air inlet and exhaust from the air handling unit (AHU), the CCA floor and ceiling make up …",https://www.tandfonline.com/doi/abs/10.1080/19401493.2012.680497,,0,"heat pump, phase change material, model predictive control"
Defrosting performances of a multi-split air source heat pump with phase change thermal storage,67,2015,… ) method based on the phase change thermal storage has been … a phase change material heat exchanger (PCM-HE) acting as energy accumulator during heating operation and heat …,https://www.sciencedirect.com/science/article/pii/S0140700715000778,,0,"heat pump, phase change material, model predictive control"
An actively controlled residential heat pump: Potential on peak shaving and maximization of self-consumption of renewable energy,146,2014,"… Therefore, the active heat pump controller will try to prevent the heat pump from operation when the uncontrollable load is already high, and in this way lower the power consumption …",https://www.sciencedirect.com/science/article/pii/S0960148113005521,,0,"heat pump, phase change material, model predictive control"
An evaluation of robust controls for passive building thermal mass and mechanical thermal energy storage under uncertainty,43,2013,"… control instruments should be placed proactively in a harmonized fashion [5]. Model-based predictive controls (… have demonstrated solid demand-side control performance [2], [4], [6]. A …",https://www.sciencedirect.com/science/article/pii/S0306261913004315,,0,"heat pump, phase change material, model predictive control"
EnergyPlus model-based predictive control within design–build–operate energy information modelling infrastructure,82,2015,… -stage building energy model for model predictive control (MPC) … An EnergyPlus model-based predictive control (EPMPC) … ground source heat pump as its cooling and heating source. …,https://www.tandfonline.com/doi/abs/10.1080/19401493.2014.891656,,0,"heat pump, phase change material, model predictive control"
Model predictive control of a solar-thermal reactor,41,2014,… This paper presents the application of a Model Predictive Control (MPC) system to a solar-thermal reactor for carbon-steam gasification. The controller aimed at rejecting the …,https://www.sciencedirect.com/science/article/pii/S0038092X13005562,,0,"heat pump, phase change material, model predictive control"
Model predictive control for a solar assisted ground source heat pump system,91,2018,"… (temperature difference with no changes in the phase) [5]. Other storage solutions exist such as borehole thermal energy storage, building mass, and phase change materials [6], …",https://www.sciencedirect.com/science/article/pii/S0360544218304882,,0,"heat pump, phase change material, model predictive control"
Formulation of a model predictive control algorithm to enhance the performance of a latent heat solar thermal system,51,2018,"… Phase Change Material slurry for both the heat transfer fluid and storage media. The formulation of a model predictive controller … heat sources (eg a natural gas boiler, electric heat pump…",https://www.sciencedirect.com/science/article/pii/S0196890418308409,,0,"heat pump, phase change material, model predictive control"
Hybrid model predictive control of a residential HVAC system with on-site thermal energy generation and storage,148,2017,… thermal (PVT) collector and a phase change material (PCM) thermal storage integrated with the air-handling unit (AHU) of a ducted reverse-cycle heat pump system. The simulation and …,https://www.sciencedirect.com/science/article/pii/S0306261916316269,,0,"heat pump, phase change material, model predictive control"
"Simulation, implementation and monitoring of heat pump load shifting using a predictive controller",45,2017,… The model’s estimations of the daily heating charge were used to create a … of a predictive controller for the heat pump. The predictive controller would estimate the day ahead heating …,https://www.sciencedirect.com/science/article/pii/S0196890417304144,,0,"heat pump, phase change material, model predictive control"
Potential of predictive control for improvement of seasonal coefficient of performance of air source heat pump in Central European climate zone,43,2018,… phase change material … using Stochastic Model Predictive Control and weather predictions [15]. The … change material (PCM). The optimal volume of the thermal storage can be chosen …,https://www.sciencedirect.com/science/article/pii/S0360544218307448,,0,"heat pump, phase change material, model predictive control"
Demand-response in building heating systems: A Model Predictive Control approach,193,2016,"… a centralized heating … heating devices, eg, electrical radiant floors or heat pumps. Assume that each zone is equipped with a temperature sensor connected to the centralized controller …",https://www.sciencedirect.com/science/article/pii/S0306261916300757,,0,"heat pump, phase change material, model predictive control"
Nonlinear model predictive control for thermal management in plug-in hybrid electric vehicles,101,2016,"… as nonlinear model predictive control (NMPC). Through the combination of the model and the … in advanced vehicles using phase change materials,” World Elect. Vehicle J., vol. 2, no. …",https://ieeexplore.ieee.org/abstract/document/7529090/,,0,"heat pump, phase change material, model predictive control"
"Model predictive control (MPC) for enhancing building and HVAC system energy efficiency: Problem formulation, applications and opportunities",595,2018,"… (eg, minimum or maximum power of a heat pump [112] or a terminal unit [104], … of change of their operation (eg, boiler or heat pump response rate [112], valve/damper/pump/fan change …",https://www.mdpi.com/1996-1073/11/3/631,,0,"heat pump, phase change material, model predictive control"
Model predictive control optimization via genetic algorithm using a detailed building energy model,45,2018,… system (PVT) and a phase change material (PCM) integrated with the HVAC system to obtain different cooling scenarios that are more efficient than using only the heat pump [38]. …,https://www.mdpi.com/1996-1073/12/1/34,,0,"heat pump, phase change material, model predictive control"
A novel thermal energy storage system in smart building based on phase change material,55,2018,"… , one-stage model predictive control algorithms with an … ], and formulates a model for predictive control strategies to … of heat storing, heat pump (HP) converts the electricity into heat, …",https://ieeexplore.ieee.org/abstract/document/8306893/,,0,"heat pump, phase change material, model predictive control"
Model predictive control for building loads connected with a residential distribution grid,73,2018,"… Specifically, in this study, behavior and price driven MPC for heat pump, water heater, EV, … are modeled considering their tap ratio and phase shift. The power flow problem is solved …",https://www.sciencedirect.com/science/article/pii/S0306261918312066,,0,"heat pump, phase change material, model predictive control"
Ten questions concerning model predictive control for energy efficient buildings,391,2016,"… For heating, solar heat as well as heat pumps may be operated together with district heating or … photovoltaic thermal energy generation and phase change material thermal storage [66]. …",https://www.sciencedirect.com/science/article/pii/S0360132316301925,,0,"heat pump, phase change material, model predictive control"
A new simplified modeling method for model predictive control in a medium-sized commercial building: A case study,35,2018,"… of a house which included experimental identification of the model's parameters. Based the model, they successfully used a predictive control algorithm to control the thermal system in …",https://www.sciencedirect.com/science/article/pii/S0360132317304808,,0,"heat pump, phase change material, model predictive control"
Automated identification of a complex storage model and hardware implementation of a model-predictive controller for a cooling system with ice storage,27,2017,… energy converted from fluctuating renewable energy sources by intelligent model-based predictive control of cooling systems with thermal energy storage. This … phase change material …,https://www.sciencedirect.com/science/article/pii/S1359431117329009,,0,"heat pump, phase change material, model predictive control"
Modelling and disturbance estimation for model predictive control in building heating systems,39,2016,"… As research in the area of model predictive control (MPC) for building energy systems intensifies, appropriate methods are required to model a building's thermodynamic properties. In …",https://www.sciencedirect.com/science/article/pii/S0378778816307897,,0,"heat pump, phase change material, model predictive control"
Application of model-based control strategy to hybrid free cooling system with latent heat thermal energy storage for TBSs,40,2018,… explored the application of model predictive control (MPC) … sequences of the heat pump. A hierarchical scheduling and … temperature that the phase change material can achieve in …,https://www.sciencedirect.com/science/article/pii/S0378778817332681,,0,"heat pump, phase change material, model predictive control"
Contribution of model predictive control in the integration of renewable energy sources within the built environment,40,2018,"… in decreasing the thermal conversion system efficiency by increasing the share of heat provided by electrical heaters over the heat pump. In regard to the definition in equation (6), the …",https://www.frontiersin.org/articles/10.3389/fenrg.2018.00022/full,,0,"heat pump, phase change material, model predictive control"
An optimisation framework for thermal energy storage integration in a residential heat pump heating system,194,2017,… heating system is essential and an option to achieve this is by heating system electrification through heat pumps (… and building fabric characteristics on heat pump annual performance …,https://www.sciencedirect.com/science/article/pii/S0306261916302045,,0,"heat pump, phase change material, model predictive control"
Quantifying demand flexibility of power-to-heat and thermal energy storage in the control of building heating systems,226,2018,"… of an office building equipped with heat pump, electric heater, … phase change material tank, and a thermochemical material … Predictive and non-predictive controls were compared and it …",https://www.sciencedirect.com/science/article/pii/S0306261917316112,,0,"heat pump, phase change material, model predictive control"
Comparison of control approaches for variable speed air source heat pumps considering time variable electricity prices and PV,107,2017,… Advanced controls for heat pump systems have been studied in the past mostly with a focus on model predictive controls (MPC). First studies on MPC with heat pumps for space heating …,https://www.sciencedirect.com/science/article/pii/S0306261917308607,,0,"heat pump, phase change material, model predictive control"
Experimental short-term investigation of model predictive heat pump control in residential buildings,35,2019,"… The optimization objective of the model predictive controller was to minimize the heat pump operational costs, considering electric energy consumption and photovoltaic energy self-…",https://www.sciencedirect.com/science/article/pii/S0378778819320419,,0,"heat pump, phase change material, model predictive control"
Mixed-integer model predictive control of variable-speed heat pumps,41,2019,… dead zone and solving the issue of unrealistic model results at low compressor speeds. We … by applying model predictive control (MPC) to a realistic heat pump control problem. MPC …,https://www.sciencedirect.com/science/article/pii/S0378778819302609,,0,"heat pump, phase change material, model predictive control"
Model predictive control of a hybrid heat pump system and impact of the prediction horizon on cost-saving potential and optimal storage capacity,76,2019,"… To evaluate the thermal load and implement the predictive control strategy, a forecast model … the mean value, the amplitude and the phase shift of the daily outdoor temperature profile. …",https://www.sciencedirect.com/science/article/pii/S1359431118323482,,0,"heat pump, phase change material, model predictive control"
Model predictive control strategy applied to different types of building for space heating,85,2021,"… was able to satisfy the cooling demand of the room with a higher heat pump average coefficient of performance than the reference standard air conditioner. To the authors’ knowledge, …",https://www.taylorfrancis.com/chapters/edit/10.1201/9780367567699-25/model-predictive-control-strategy-applied-different-types-building-space-heating-gohar-gholamibozanjani-joan-tarragona-alvaro-de-gracia-c%C3%A8sar-fern%C3%A1ndez-luisa-cabeza-mohammed-farid,,0,"heat pump, phase change material, model predictive control"
Systematic review on model predictive control strategies applied to active thermal energy storage systems,59,2021,… change material (PCM). This election determined the … easy inclusion into heating systems based on heat pumps. In that … coordinated the relatively slow phase change dynamics of the …,https://www.sciencedirect.com/science/article/pii/S1364032121006705,,0,"heat pump, phase change material, model predictive control"
Performance of heat pump integrated phase change material thermal storage for electric load shifting in building demand side management,104,2019,… The model's prediction of total heat flow was therefore compared against experimental data from literature to show applicability to different climates. The experimental results from …,https://www.sciencedirect.com/science/article/pii/S0378778818333115,,0,"heat pump, phase change material, model predictive control"
Model predictive control applied to a heating system with PV panels and thermal energy storage,51,2020,"… ) and, based on a heat pump coupled to a thermal energy … The results show the potential of the model predictive control … with a heat exchanger filled with a phase change material (PCM)…",https://www.sciencedirect.com/science/article/pii/S0360544220303364,,0,"heat pump, phase change material, model predictive control"
Model predictive control optimization for rapid response and energy efficiency based on the state-space model of a radiant floor heating system,49,2021,… applied to the controller of the supply water temperature of the air source heat pump to validate the model predictive control method suitable for the radiant floor heating system which …,https://www.sciencedirect.com/science/article/pii/S037877882100116X,,0,"heat pump, phase change material, model predictive control"
Model predictive control for thermal energy storage and thermal comfort optimization of building demand response in smart grids,152,2019,"… A model predictive control (MPC) approach, with the features of shrunk prediction horizon, self-correction and simple parameter determination of embedded models, is therefore …",https://www.sciencedirect.com/science/article/pii/S0306261919304441,,0,"heat pump, phase change material, model predictive control"
Price and carbon-based energy flexibility of residential heating and cooling loads using model predictive control,66,2019,"… control a real heat pump, which brings this research one step closer to an implementation with real systems. Furthermore, the modelling of the heat pump … heat pump in ideal conditions. …",https://www.sciencedirect.com/science/article/pii/S2210670718325095,,0,"heat pump, phase change material, model predictive control"
Predictive rule-based control to activate the energy flexibility of Norwegian residential buildings: Case of an air-source heat pump and direct electric heating,109,2019,"… emissions, it should therefore be investigated whether model-predictive control could generate significant benefit even though the price and CO 2eq. signals have limited fluctuations in …",https://www.sciencedirect.com/science/article/pii/S0306261918318932,,0,"heat pump, phase change material, model predictive control"
Model predictive control of building energy systems with thermal energy storage in response to occupancy variations and time-variant electricity prices,53,2020,"… the feasibility of a model predictive control (MPC) strategy for … to a conventional rule-based control (RBC) strategy. The … fan coil units, three heat exchangers, and five pumps. The optimal …",https://www.sciencedirect.com/science/article/pii/S0378778820302875,,0,"heat pump, phase change material, model predictive control"
Fifth-generation district heating and cooling substations: Demand response with artificial neural network-based model predictive control,49,2020,"… (DR) strategy and exploiting the local heat pump and thermal energy storage system at the ETS level, a simulation tool for the application of model predictive control (MPC) has been …",https://www.mdpi.com/1996-1073/13/17/4339,,0,"heat pump, phase change material, model predictive control"
Price-responsive model predictive control of floor heating systems for demand response using building thermal mass,126,2019,"… the discrete-time state-space model; u k is the input heating from inlet water to pipe plane at the time step k; COP is the coefficient of performance of the heat pump, which varies with the …",https://www.sciencedirect.com/science/article/pii/S1359431118361921,,0,"heat pump, phase change material, model predictive control"
Model Predictive Control and energy optimisation in residential building with electric underfloor heating system,34,2019,… heating systems new heat storage materials [6] such as a solid-solid phase transition material ie … The other one is to use air-water heat pump or water-to-water heat pump. The problem …,https://www.sciencedirect.com/science/article/pii/S0360544219311934,,0,"heat pump, phase change material, model predictive control"
An integrated model predictive control approach for optimal HVAC and energy storage operation in large-scale buildings,104,2019,"… HVAC system powered by heat pumps (HPs), a … , heat pumps, heater actuators, storage devices, and PV generation facilities are managed in an optimal fashion by a centralized control …",https://www.sciencedirect.com/science/article/pii/S030626191930162X,,0,"heat pump, phase change material, model predictive control"
Computationally efficient stochastic model predictive controller for battery thermal management of electric vehicle,50,2020,"… In this paper, stochastic model predictive control is applied to the battery-cooling controller. … At the evaporator, the refrigerant receives the latent heat through a phase change, and the …",https://ieeexplore.ieee.org/abstract/document/9108617/,,0,"heat pump, phase change material, model predictive control"
Review of control strategies for improving the energy flexibility provided by heat pump systems in buildings,194,2019,"… heat pump is changed, according to the predefined strategy. On the other hand, Model Predictive Control … Many other types of thermal storage do exist, such as Phase Change Materials …",https://www.sciencedirect.com/science/article/pii/S0959152418300489,,0,"heat pump, phase change material, model predictive control"
Model predictive control of commercial buildings in demand response programs in the presence of thermal storage,62,2019,"… In this paper, a convex optimization framework for predictive control model of the thermal storage system is proposed taking into account the multi-level demand charge program and DR …",https://www.sciencedirect.com/science/article/pii/S0959652619302914,,0,"heat pump, phase change material, model predictive control"
Design and experimental investigation of a phase change energy storage air-type solar heat pump heating system,43,2020,… The application of phase change material (PCM) in the solar heat pump system appears to … of the heat pump as well as reduce heating cost by preventing the heat pump from running …,https://www.sciencedirect.com/science/article/pii/S1359431120329884,,0,"heat pump, phase change material, model predictive control"
Model-based predictive control of multi-stage air-source heat pumps integrated with phase change material-embedded ceilings,9,2023,… presenting a novel model predictive control approach for PCM ceiling energy storage integrated with an air-source integrated heat pump (ASIHP). The proposed control strategy relies …,https://www.sciencedirect.com/science/article/pii/S0306261923001605,,0,"heat pump, phase change material, model predictive control"
Model predictive control in phase-change-material-wallboard-enhanced building energy management considering electricity price dynamics,28,2022,"… model predictive control (MPC) framework for price-based, demand-responsive control of PCM-wallboard-enhanced space heating … For a specific heat pump, α is usually constant in its …",https://www.sciencedirect.com/science/article/pii/S0306261922012806,,0,"heat pump, phase change material, model predictive control"
Model predictive control for Demand-and Market-Responsive building energy management by leveraging active latent heat storage,25,2022,"… latent heat storage (ALHS) involving phase-change materials … air source heat pump, is adopted to serve as the primary heat … increased heat capacity of the PCM in the phase transition …",https://www.sciencedirect.com/science/article/pii/S0306261922013113,,0,"heat pump, phase change material, model predictive control"
"Predictive control and coordination for energy community flexibility with electric vehicles, heat pumps and thermal energy storage",21,2023,"… First, an optimization algorithm-based model predictive control (MPC) is developed for … ) for charging and discharging in cooperation with heat pump and thermal energy storages. The …",https://www.sciencedirect.com/science/article/pii/S0306261923008644,,0,"heat pump, phase change material, model predictive control"
Evaluation of model predictive control (MPC) of solar thermal heating system with thermal energy storage for buildings with highly variable occupancy levels,7,2023,… Model predictive control of commercial buildings in demand response programs in the … —air source heat pump system with thermal energy storage for heating and domestic hot water …,https://link.springer.com/article/10.1007/s12273-023-1067-4,,0,"heat pump, phase change material, model predictive control"
Predictive control of low-temperature heating system with passive thermal mass energy storage and photovoltaic system: Impact of occupancy patterns and …,13,2023,"… energy security, an accelerated transition to net zero carbon … advanced control strategies such as model predictive control (… for the optimal operation of a heat pump and PV system with …",https://www.sciencedirect.com/science/article/pii/S0360544223001858,,0,"heat pump, phase change material, model predictive control"
A novel multi-level predictive management strategy to optimize phase-change energy storage and building-integrated renewable technologies operation …,15,2023,"… and an active phase-change material storage system. The … by baseboards, whereas heat pumps and electric chillers are … model predictive control (eMPC) to define the optimal control …",https://www.sciencedirect.com/science/article/pii/S0196890423005666,,0,"heat pump, phase change material, model predictive control"
Experimental analysis of artificial intelligence-based model predictive control for thermal energy storage under different cooling load conditions,26,2022,"… The outdoor air temperature near the air-source heat pump chiller and the ambient air temperature around the water tank installation location were also measured. In addition, the …",https://www.sciencedirect.com/science/article/pii/S2210670722000336,,0,"heat pump, phase change material, model predictive control"
Analysis of thermal energy storage tanks and PV panels combinations in different buildings controlled through model predictive control,18,2022,… of a heating system controlled by a model predictive control … coefficient of performance of the heat pump are studied in detail … improves the coefficient of performance of the heat pump. …,https://www.sciencedirect.com/science/article/pii/S036054422102449X,,0,"heat pump, phase change material, model predictive control"
Planning level sizing of heat pumps and hot water tanks incorporating model predictive control and future electricity tariffs,18,2022,"… the electrical consumption of the heat pump to match with … to a heat pump-based system by decoupling heat demand … buildings with smart control [8], phase change materials (PCM) [9], …",https://www.sciencedirect.com/science/article/pii/S0360544221019794,,0,"heat pump, phase change material, model predictive control"
Optimization of operational strategy for ice thermal energy storage in a district cooling system based on model predictive control,17,2023,… The ice TES system—which uses the latent heat from water-ice phase changes to absorb and release energy—is a preferred option for large non-residential buildings and district …,https://www.sciencedirect.com/science/article/pii/S2352152X23002694,,0,"heat pump, phase change material, model predictive control"
Optimizing heating operation via GA-and ANN-based model predictive control: Concept for a real nearly-zero energy building,23,2023,"… air-to-air reversible heat pump, which can be used for heating, cooling, dehumidification, and mechanical ventilation; in this case, the nominal heating capacity is 3.18 kW with COP of …",https://www.sciencedirect.com/science/article/pii/S0378778823003699,,0,"heat pump, phase change material, model predictive control"
Experimental tests on the performance of an economic model predictive control system in a lightweight building,13,2022,"… The predictive controller was able to substantially increase … , thus cutting electricity costs for heat pump by 10–17%. Such … building equipped with a phase change material (PCM) active …",https://www.sciencedirect.com/science/article/pii/S1359431122006391,,0,"heat pump, phase change material, model predictive control"
Energy-saving potential of compression heat pump using thermal energy storage of phase change materials for cooling and heating applications,17,2023,"… However, the seasonal performance of a single heat pump with phase change materials is … the heat pump with PCM free cooling system for combined cooling/heating applications is …",https://www.sciencedirect.com/science/article/pii/S0360544222029322,,0,"heat pump, phase change material, model predictive control"
